Target_genes	Nfya|Average	SRX12799800|Acute_myeloid_leukemia	SRX12799801|Acute_myeloid_leukemia	SRX032472|ES_cells	SRX032473|ES_cells	SRX518333|ES_cells	SRX032482|mESC_derived_neural_cells	SRX032483|mESC_derived_neural_cells	SRX032491|Neurons	SRX032492|Neurons	STRING
Hp1bp3	477.555556	1136	1473	0	218	197	221	0	536	517	0
Pgp	477.222222	1030	1843	0	0	1063	0	0	217	142	0
Xpo1	476.888889	902	1499	0	356	689	165	102	310	269	0
Zmynd19	476.111111	1731	2204	0	0	0	0	0	191	159	0
Ppp3ca	476.111111	1345	1395	0	0	492	166	0	618	269	0
Ubr4	475.888889	1333	1353	0	0	0	341	0	697	559	0
Gid4	475.666667	1400	1457	0	0	730	0	0	377	317	0
Plcd3	475.444444	455	687	112	565	329	647	150	638	696	0
Acbd4	475.444444	455	687	112	565	329	647	150	638	696	0
Ankrd39	475.111111	430	1137	0	432	1587	140	0	342	208	0
Actl6a	475.111111	898	1344	0	175	1064	130	0	317	348	0
Aasdh	475.111111	1956	1520	0	0	0	0	0	508	292	0
Fkbp5	475.000000	1386	1648	0	156	371	249	0	246	219	0
Zranb1	474.111111	1186	1517	0	145	628	195	0	333	263	0
Rragc	474.000000	1568	1994	0	0	343	0	0	170	191	0
Nipsnap2	473.777778	685	419	97	433	0	748	134	901	847	0
Pdia6	473.555556	1241	1835	0	292	0	155	0	504	235	0
Kif1b	473.555556	1224	1696	0	0	877	0	0	223	242	0
Ap3m2	473.333333	518	848	0	0	1825	186	0	506	377	0
Arl6ip1	473.000000	918	1622	0	120	1005	123	0	235	234	0
Gm10778	472.777778	524	1010	0	278	803	372	0	652	616	0
Brox	472.555556	833	1967	0	81	717	299	199	157	0	0
Aida	472.555556	833	1967	0	81	717	299	199	157	0	0
Ilf2	471.555556	682	1535	0	135	1281	0	0	416	195	0
Cep85	471.555556	1389	1852	0	0	597	0	0	236	170	0
Sun1	471.444444	1569	1990	0	122	0	101	0	202	259	0
Rnf26	471.444444	508	1444	0	143	1457	0	0	410	281	0
Pi4k2a	471.333333	1330	1686	0	0	442	99	0	337	348	0
Morn4	471.333333	1330	1686	0	0	442	99	0	337	348	0
Tprn	471.111111	291	903	0	167	1724	182	0	505	468	0
Oip5	471.111111	416	1448	0	0	1644	0	0	421	311	0
Nusap1	471.111111	416	1448	0	0	1644	0	0	421	311	0
Cyb5a	471.111111	849	1300	0	112	1105	199	0	379	296	0
Fam83d	470.777778	659	1188	0	163	1736	0	0	297	194	0
Tomm40	470.000000	609	1448	0	143	1520	0	0	295	215	0
Dcaf11	469.888889	799	1282	0	103	1096	115	73	382	379	0
Tent5b	469.222222	848	1790	0	0	1393	0	0	80	112	0
Asf1b	469.111111	860	1849	0	137	1052	60	0	137	127	0
Slc46a3	468.555556	1004	1222	0	0	1149	249	0	303	290	0
Rfwd3	468.222222	1109	1768	0	81	886	0	0	195	175	0
Rbx1	468.111111	1600	1263	0	0	840	0	0	303	207	0
Pdp1	468.111111	2056	1926	0	0	231	0	0	0	0	0
Osbpl2	467.555556	1252	1674	0	0	598	160	0	289	235	0
Gan	467.000000	1805	1647	0	0	197	160	0	208	186	0
Tmem217	466.666667	1571	1924	0	0	394	0	0	135	176	0
Tbc1d22b	466.666667	1571	1924	0	0	394	0	0	135	176	0
Nrd1	466.666667	1178	1807	0	0	714	0	0	269	232	0
Pla2g6	464.555556	1448	1457	0	0	1084	0	0	192	0	0
Klhdc10	464.555556	514	1105	0	310	1058	336	0	389	469	0
Rfx2	464.000000	1758	2037	0	0	248	0	0	133	0	0
Hmgb2	463.888889	1020	1882	0	0	966	0	0	189	118	0
Dusp10	463.888889	1002	1429	0	130	773	155	0	403	283	0
1700056E22Rik	463.888889	1002	1429	0	130	773	155	0	403	283	0
Nemp1	463.777778	1549	1704	0	0	253	0	0	361	307	0
Txnl4a	463.666667	1019	1329	0	0	0	275	102	795	653	0
Gm16286	463.666667	1019	1329	0	0	0	275	102	795	653	0
Ubiad1	463.222222	585	1586	0	0	1432	0	0	332	234	0
Ppm1b	463.222222	533	1281	0	202	1523	123	0	307	200	0
Mtor	463.222222	585	1586	0	0	1432	0	0	332	234	0
Rpusd3	463.111111	460	1281	0	182	1073	293	0	374	505	0
Prkcsh	463.111111	976	1513	0	0	1403	0	0	155	121	0
Ccdc151	463.111111	976	1513	0	0	1403	0	0	155	121	0
Ttk	462.777778	837	1351	0	0	448	274	0	658	597	0
Tpcn1	462.222222	796	1711	0	0	439	261	0	505	448	0
Selenos	462.222222	1185	1758	0	0	986	0	0	99	132	0
Iqcd	462.222222	796	1711	0	0	439	261	0	505	448	0
Smndc1	461.888889	1641	1679	0	0	528	0	0	147	162	0
Pan2	461.888889	719	1472	0	0	1327	121	0	337	181	0
Dnajc30	460.888889	1329	1827	0	0	578	0	0	210	204	0
Bud23	460.888889	1329	1827	0	0	578	0	0	210	204	0
Hspa2	460.666667	698	1002	0	0	1977	0	0	222	247	0
Rbm15	460.111111	517	1558	0	0	1553	0	0	250	263	0
Fam76b	460.111111	600	1366	0	0	1510	0	0	430	235	0
Cep57	460.111111	600	1366	0	0	1510	0	0	430	235	0
Sqle	459.666667	1790	2000	0	0	0	0	0	227	120	0
Swsap1	459.555556	680	1368	0	166	1084	150	0	313	375	0
Mvd	459.333333	901	1482	0	90	1112	0	0	425	124	0
Mpv17l2	459.111111	881	1962	0	0	796	120	0	270	103	0
Cyld	459.111111	982	1793	0	0	885	0	0	242	230	0
Dcaf15	458.777778	494	1072	0	77	2171	0	0	157	158	0
Zdhhc24	458.666667	906	1735	0	0	1078	0	0	241	168	0
Actn3	458.666667	906	1735	0	0	1078	0	0	241	168	0
Per1	458.444444	977	1064	0	201	1406	0	0	214	264	0
Rps11	458.000000	996	1684	0	0	1019	0	0	288	135	0
Rpl13a	458.000000	996	1684	0	0	1019	0	0	288	135	0
Get4	458.000000	1118	917	0	139	964	274	0	367	343	0
Cdca8	458.000000	497	1369	0	194	1154	0	0	460	448	0
9930104L06Rik	458.000000	497	1369	0	194	1154	0	0	460	448	0
Klf6	457.111111	1051	1639	0	0	827	0	0	379	218	0
Tle3	456.555556	1159	1774	0	0	845	0	0	173	158	0
1810013L24Rik	456.111111	1350	1912	0	0	484	0	0	257	102	0
Syngap1	455.666667	1517	2009	0	0	455	0	0	120	0	0
Gins2	455.666667	1146	1218	0	0	1201	0	0	326	210	0
Cuta	455.666667	1517	2009	0	0	455	0	0	120	0	0
Tsacc	454.333333	652	1056	0	184	1793	0	0	185	219	0
Cep131	454.333333	989	1738	0	245	760	0	0	254	103	0
Cct3	454.333333	652	1056	0	184	1793	0	0	185	219	0
Wdr45b	453.555556	1707	1404	0	0	0	173	0	332	466	0
Gng7	452.777778	1089	1460	0	0	1272	0	0	137	117	0
Tcte3	450.111111	1453	1192	0	0	346	165	0	440	455	0
Sfpq	450.111111	330	1463	0	0	1787	0	0	265	206	0
Zmym5	449.666667	1023	1266	0	404	324	117	0	500	413	0
Actr2	449.555556	1188	1235	0	227	235	214	0	582	365	0
Ect2	449.333333	952	1765	0	0	887	0	0	228	212	0
Hdac4	448.111111	927	1536	0	0	1165	0	0	243	162	0
Blm	447.666667	1126	1703	0	0	513	0	0	442	245	0
Mdm1	446.888889	1417	1836	0	0	399	0	0	146	224	0
Zdhhc16	446.777778	673	1055	0	220	836	221	0	648	368	0
Exosc1	446.777778	673	1055	0	220	836	221	0	648	368	0
Pxmp4	446.444444	285	1529	0	77	1559	0	0	346	222	0
Pip4p1	446.333333	896	1553	0	0	1170	0	0	268	130	0
Cirbp	445.222222	1458	1371	0	0	738	132	0	179	129	0
Ranbp2	444.555556	1658	1378	0	0	0	167	0	351	447	0
Gna12	442.888889	1153	1592	0	0	860	0	0	229	152	0
Mroh1	442.777778	1165	1587	0	0	628	0	0	302	303	0
9030025P20Rik	442.000000	1626	1026	0	0	254	155	0	549	368	0
Elovl5	441.444444	838	1787	0	0	687	0	0	379	282	0
Lbr	441.333333	1109	1569	0	233	257	117	0	348	339	0
Srebf2	440.888889	1821	1659	0	0	397	0	0	0	91	0
Hsd17b12	440.444444	667	1545	0	0	1181	0	0	248	323	0
Prdm9	440.000000	659	1664	0	73	1107	0	0	318	139	0
Ppp6r3	439.888889	792	1057	0	139	1405	0	81	285	200	0
Slc11a2	439.777778	1748	1804	0	0	0	0	0	222	184	0
Wfs1	439.222222	975	1092	0	0	1286	0	0	417	183	0
Ssna1	439.000000	1669	1532	0	0	0	0	0	374	376	0
Anapc2	439.000000	1669	1532	0	0	0	0	0	374	376	0
Klf10	438.333333	984	1030	0	111	616	308	0	585	311	0
Coq10b	438.333333	1297	1826	0	0	437	0	0	248	137	0
Hemk1	437.888889	474	1460	0	101	1166	206	0	371	163	0
6430571L13Rik	437.888889	474	1460	0	101	1166	206	0	371	163	0
Bub1	437.777778	944	1442	0	151	514	142	0	313	434	0
Isoc2a	437.666667	830	1595	0	0	1157	0	0	136	221	0
Ermard	437.555556	1453	1192	0	0	346	165	0	440	342	0
Cdk11b	437.555556	1314	1215	0	0	635	0	0	347	427	0
Nol6	437.444444	645	928	0	0	1197	139	0	688	340	0
Epb41	437.000000	1287	1703	0	0	943	0	0	0	0	0
Top2a	436.444444	184	1094	0	122	1963	0	0	386	179	0
Tbc1d10a	436.222222	1425	1518	0	0	712	0	0	104	167	0
Cds2	436.000000	1398	1880	0	0	325	0	0	175	146	0
Gas2	435.888889	650	1389	0	0	1085	193	0	329	277	0
Fancf	435.888889	650	1389	0	0	1085	193	0	329	277	0
Nabp1	435.777778	1626	1645	0	0	531	0	0	120	0	0
Wbp1	435.444444	597	1571	0	0	1407	0	0	167	177	0
Ino80b	435.444444	597	1571	0	0	1407	0	0	167	177	0
Cycs	434.333333	1256	1572	0	0	458	0	0	321	302	0
Trip10	434.111111	710	756	0	0	1959	85	0	270	127	0
Gpr108	434.111111	710	756	0	0	1959	85	0	270	127	0
Supt20	433.000000	1481	1746	0	0	519	0	0	151	0	0
Rpusd1	433.000000	620	1450	0	0	1531	0	0	147	149	0
Chtf18	433.000000	620	1450	0	0	1531	0	0	147	149	0
H2az1	432.555556	885	1527	0	0	1251	0	0	117	113	0
Fam204a	432.555556	583	1081	0	0	824	293	0	654	458	0
Dnajb14	432.555556	885	1527	0	0	1251	0	0	117	113	0
Ibtk	430.555556	670	1233	0	135	680	327	0	470	360	0
Brip1	430.222222	991	1585	0	0	689	0	0	298	309	0
Osbpl9	429.888889	1031	1589	0	0	714	60	0	205	270	0
Rab3gap2	429.222222	1157	1144	0	0	0	339	55	514	654	0
Ncl	429.000000	1172	1530	0	0	864	0	0	161	134	0
Bmt2	429.000000	1338	1718	0	0	471	0	0	193	141	0
Ncdn	428.000000	666	966	0	181	714	314	0	486	525	0
AU040320	428.000000	666	966	0	181	714	314	0	486	525	0
Elavl2	427.666667	252	1046	0	230	1347	288	0	412	274	0
Fnip1	427.333333	1751	2095	0	0	0	0	0	0	0	0
Ccdc61	427.222222	466	1681	0	0	1351	0	0	133	214	0
AW549877	427.222222	1480	1738	0	0	627	0	0	0	0	0
Glce	426.888889	635	1401	0	91	1354	0	0	131	230	0
Tada2b	426.777778	1088	1796	0	0	659	0	0	179	119	0
Iars	426.777778	807	1500	0	175	648	151	0	318	242	0
Ccdc96	426.777778	1088	1796	0	0	659	0	0	179	119	0
Ybx1	426.333333	559	1159	0	0	1507	0	0	335	277	0
Psmb3	425.444444	307	1138	0	313	1455	0	0	386	230	0
Pcgf2	425.444444	307	1138	0	313	1455	0	0	386	230	0
Fryl	425.333333	391	1568	0	0	1370	0	0	301	198	0
Kpnb1	424.777778	998	1670	0	212	581	0	0	154	208	0
Ddost	424.555556	664	1294	0	124	1173	139	0	190	237	0
Pdhb	424.222222	929	1553	0	0	1157	0	0	179	0	0
Cnnm3	424.222222	1223	1680	0	0	288	0	0	283	344	0
Cblb	424.222222	548	1425	0	0	812	104	0	453	476	0
Mbd3	423.555556	727	1166	0	76	1464	0	0	217	162	0
Rnf13	423.333333	568	1044	0	185	1074	208	0	410	321	0
Zbtb5	422.888889	616	1370	0	132	1152	0	0	240	296	0
Agfg2	422.666667	693	1435	0	0	1302	0	0	232	142	0
Fam185a	422.555556	126	1895	0	0	1181	0	0	392	209	0
Ccdc146	422.555556	126	1895	0	0	1181	0	0	392	209	0
Slc25a25	421.888889	533	1044	65	0	1410	0	0	401	344	0
Naif1	421.888889	533	1044	65	0	1410	0	0	401	344	0
Smyd4	421.444444	1573	1692	0	0	336	0	0	96	96	0
Rpa1	421.444444	1573	1692	0	0	336	0	0	96	96	0
Zbed5	421.111111	800	1262	0	0	964	160	0	313	291	0
Pigyl	420.777778	1100	1549	0	0	837	0	0	200	101	0
Homez	420.777778	985	1208	0	212	596	102	0	401	283	0
Med13	420.444444	1140	1842	0	0	508	0	0	151	143	0
Orc2	420.333333	650	896	0	155	1287	87	0	438	270	0
Rfx7	420.222222	343	208	100	571	144	513	149	1056	698	0
Epha7	419.555556	1198	1198	0	0	1026	0	0	165	189	0
Rtraf	419.444444	859	1401	0	188	362	164	0	386	415	0
Med21	419.444444	1487	1765	0	0	317	0	0	87	119	0
Kxd1	419.333333	720	1198	0	170	563	336	0	399	388	0
Fkbp8	419.333333	720	1198	0	170	563	336	0	399	388	0
Creb3l2	419.111111	673	1930	0	0	890	0	0	153	126	0
Shmt1	418.888889	1484	1300	0	0	702	0	0	169	115	0
Casp8ap2	418.888889	1104	1632	0	0	774	0	0	152	108	0
Sugp2	418.777778	809	826	0	0	0	421	128	792	793	0
Sgo1	418.777778	1456	1794	0	0	415	0	0	0	104	0
Armc6	418.777778	809	826	0	0	0	421	128	792	793	0
Ddx39a	418.444444	624	1171	0	253	1093	0	0	402	223	0
Esyt2	418.111111	1346	1333	0	0	327	105	0	305	347	0
Prpf8	418.000000	690	1444	0	0	1036	0	0	345	247	0
Aen	417.555556	872	1576	0	0	1079	0	0	142	89	0
H4f16	417.444444	493	1293	0	146	1246	0	0	416	163	0
H2aj	417.444444	493	1293	0	146	1246	0	0	416	163	0
Abhd17b	417.444444	805	1605	0	0	1114	0	0	131	102	0
1110059E24Rik	417.444444	805	1605	0	0	1114	0	0	131	102	0
Lztfl1	417.333333	981	1654	0	0	706	0	0	196	219	0
Ppp2r5e	417.000000	1213	1570	0	0	821	0	0	149	0	0
Dnajb1	417.000000	1448	1813	0	0	492	0	0	0	0	0
Ndufa2	416.777778	906	1664	0	0	1067	0	0	0	114	0
Ik	416.777778	906	1664	0	0	1067	0	0	0	114	0
Pias4	416.666667	1201	1854	0	0	573	0	0	122	0	0
Gm12258	416.555556	217	1144	0	242	1321	175	0	409	241	0
Dynlt1b	416.555556	1617	1754	0	0	378	0	0	0	0	0
Lmbr1l	416.222222	811	1393	0	0	979	0	0	377	186	0
Fnbp4	416.222222	885	1742	0	0	783	0	0	126	210	0
Stat3	416.111111	746	1242	0	0	1456	0	0	148	153	0
Mtfr2	416.000000	901	1791	0	0	480	117	0	292	163	0
Fbxw7	415.555556	1894	1557	0	0	0	0	0	184	105	0
Cdkn3	415.333333	920	1423	0	0	962	0	0	338	95	0
Dnpep	415.222222	1276	1196	0	0	870	0	0	271	124	0
Ier5	414.777778	743	1434	0	129	786	123	0	377	141	0
Mcm10	414.555556	645	1575	0	0	1121	0	0	254	136	0
Kifc1	414.555556	1394	1697	0	0	425	0	0	140	75	0
Troap	414.444444	929	1827	0	0	543	0	0	314	117	0
Ccnyl1	413.555556	1122	1591	0	0	813	0	0	196	0	0
Pacsin2	413.111111	959	1612	0	0	1062	0	0	0	85	0
Ngdn	413.000000	205	911	0	199	1888	0	0	347	167	0
Jup	413.000000	285	858	0	320	1619	0	0	388	247	0
1810055G02Rik	413.000000	1456	1551	0	0	418	0	0	149	143	0
Mki67	412.777778	943	1185	0	0	0	257	0	621	709	0
Sdhaf1	412.555556	725	1369	0	0	781	135	0	370	333	0
Aspm	412.555556	732	1526	0	0	913	0	0	331	211	0
Dnajc3	412.444444	1640	1953	0	0	0	0	0	0	119	0
Mtmr14	412.222222	1672	1726	0	0	312	0	0	0	0	0
Wbp1l	412.000000	611	1175	0	88	1396	0	0	238	200	0
Trp53bp1	412.000000	631	1424	0	0	1276	0	0	234	143	0
Mterf2	411.888889	536	1473	0	0	929	160	0	442	167	0
Creld2	411.777778	1081	1530	0	0	872	0	0	130	93	0
Alg12	411.777778	1081	1530	0	0	872	0	0	130	93	0
Sh3glb2	411.000000	1095	1649	0	0	557	0	0	215	183	0
Miga2	411.000000	1095	1649	0	0	557	0	0	215	183	0
Atxn3	410.888889	1664	2034	0	0	0	0	0	0	0	0
Arid3b	410.888889	1737	1256	0	0	291	0	0	259	155	0
Dgcr8	410.777778	1157	1544	0	164	0	144	0	323	365	0
Stat2	410.666667	1095	1301	0	175	736	0	0	258	131	0
Apof	410.666667	1095	1301	0	175	736	0	0	258	131	0
Ssr3	409.777778	909	1222	0	0	850	0	0	452	255	0
Zfp68	409.666667	614	1025	0	0	1347	0	0	414	287	0
A430033K04Rik	409.666667	614	1025	0	0	1347	0	0	414	287	0
Tbcb	409.444444	726	1241	0	121	1116	0	0	240	241	0
Polr2i	409.444444	726	1241	0	121	1116	0	0	240	241	0
Ovol3	409.444444	726	1241	0	121	1116	0	0	240	241	0
Nxt1	409.444444	626	1485	0	0	874	0	0	418	282	0
Per3	409.111111	1527	2155	0	0	0	0	0	0	0	0
Cry2	409.000000	1376	1596	0	0	307	0	0	216	186	0
Rpl36al	408.777778	1136	1653	0	201	0	215	0	242	232	0
Mgat2	408.777778	1136	1653	0	201	0	215	0	242	232	0
H3f3b	408.777778	514	1391	0	0	1093	143	0	258	280	0
Evi5l	408.555556	281	920	0	122	1853	0	0	297	204	0
Kctd7	408.444444	584	1656	0	0	1031	0	0	255	150	0
Zfp513	408.222222	717	1284	0	205	1027	0	0	255	186	0
Kbtbd8	408.222222	825	1776	0	0	828	0	0	154	91	0
Zranb3	408.111111	404	1009	0	124	1474	0	0	420	242	0
R3hdm1	408.111111	404	1009	0	124	1474	0	0	420	242	0
Tle1	407.666667	1141	1705	0	0	399	0	0	254	170	0
Rbm4	406.777778	511	1651	0	0	1166	0	0	229	104	0
Hspa8	406.777778	1132	1439	0	0	791	0	0	99	200	0
Eprs	406.666667	1625	1300	0	0	296	0	0	165	274	0
Mapk9	406.444444	1216	1666	0	0	422	0	0	187	167	0
Elmo2	406.444444	708	1518	0	0	1063	0	0	263	106	0
Map2k1	406.000000	1507	1808	0	0	339	0	0	0	0	0
Upf1	405.555556	1129	1255	0	0	0	257	101	616	292	0
U2af1	405.444444	1316	1190	0	0	415	145	0	288	295	0
Zfp526	405.000000	871	842	0	140	841	261	0	348	342	0
Oaz1	405.000000	778	1431	0	0	1151	0	0	285	0	0
Dedd2	405.000000	871	842	0	140	841	261	0	348	342	0
Leng1	404.777778	529	1386	0	171	1076	0	0	308	173	0
Glo1	404.777778	440	1315	0	0	1144	0	0	434	310	0
Mex3c	404.555556	1071	1349	0	0	899	0	0	201	121	0
Dnajb9	404.555556	1379	1552	0	0	415	0	0	150	145	0
BC031181	404.000000	1099	1345	0	0	745	0	0	184	263	0
Nck1	403.666667	1140	1349	0	93	760	0	0	94	197	0
Cops3	403.222222	1016	1576	0	0	584	0	0	288	165	0
Gsk3b	403.111111	496	1298	0	0	1314	0	0	250	270	0
Amd2	403.000000	645	1189	0	0	1173	0	0	346	274	0
Amd1	403.000000	645	1189	0	0	1173	0	0	346	274	0
Rassf7	402.888889	1027	1237	0	0	1056	0	0	145	161	0
Lmntd2	402.888889	1027	1237	0	0	1056	0	0	145	161	0
Ttf2	402.777778	892	1693	0	93	481	0	0	213	253	0
D3Ertd751e	402.555556	1181	1498	0	0	377	0	0	340	227	0
Cdc25a	402.444444	897	1704	0	0	819	0	0	202	0	0
Mmut	402.222222	938	1250	0	0	789	126	0	298	219	0
Cetn3	402.222222	938	1177	0	0	872	0	0	491	142	0
Cenpq	402.222222	938	1250	0	0	789	126	0	298	219	0
Map3k14	402.111111	1239	1492	0	0	765	0	0	123	0	0
Mmd	401.555556	1679	1790	0	0	0	0	0	145	0	0
Eno1	401.555556	999	1094	0	0	852	121	0	373	175	0
Tcp1	401.222222	762	1132	0	0	963	0	0	431	323	0
Mrpl18	401.222222	762	1132	0	0	963	0	0	431	323	0
Trappc11	401.111111	619	1112	0	115	1092	0	0	453	219	0
Rwdd4a	401.111111	619	1112	0	115	1092	0	0	453	219	0
Hk2	401.000000	1217	1535	0	0	526	0	0	170	161	0
Fmn1	400.111111	747	1122	0	111	784	155	0	420	262	0
Zdhhc5	399.888889	1222	1370	0	0	687	0	0	196	124	0
Dcp2	399.666667	711	1079	0	252	551	277	0	388	339	0
Zswim1	399.555556	656	1409	0	0	1044	0	0	267	220	0
Tomt	398.555556	1399	1407	0	0	450	0	0	144	187	0
Lamtor1	398.555556	1399	1407	0	0	450	0	0	144	187	0
Immp1l	398.444444	472	1075	0	156	868	130	0	542	343	0
Elp4	398.444444	472	1075	0	156	868	130	0	542	343	0
Slc26a2	398.222222	1495	1958	0	0	0	0	0	0	131	0
Cep192	398.111111	906	1614	0	101	408	0	0	374	180	0
Wdr62	397.888889	570	1121	0	126	929	194	0	328	313	0
Ccnl2	397.888889	827	1408	0	0	832	114	0	201	199	0
Spc24	397.777778	420	971	0	0	960	170	0	562	497	0
Rapgef1	397.111111	305	162	172	454	0	814	187	846	634	0
Ddit4	397.111111	1173	1439	0	0	668	0	0	185	109	0
Shc1	397.000000	348	803	0	0	1007	133	0	828	454	0
Sertad2	397.000000	957	1120	0	0	695	136	0	381	284	0
Cks1b	397.000000	348	803	0	0	1007	133	0	828	454	0
Abca7	397.000000	369	711	0	217	1298	92	0	536	350	0
Magi3	396.777778	1074	1711	0	0	503	0	0	146	137	0
Meak7	396.666667	807	1750	0	150	530	0	0	197	136	0
Trim26	396.555556	875	1666	0	0	715	0	0	170	143	0
Pik3r3	396.222222	1176	1391	0	0	833	0	0	88	78	0
Usp22	395.777778	726	1179	0	124	1153	0	0	262	118	0
Zfp930	395.666667	211	1089	0	123	1364	0	0	402	372	0
Mns1	395.333333	808	1443	0	0	681	0	0	284	342	0
Zbtb3	395.222222	369	1072	0	0	1397	0	0	345	374	0
Polr2g	395.222222	369	1072	0	0	1397	0	0	345	374	0
Sacm1l	395.111111	1053	1701	0	0	489	0	0	158	155	0
Naglu	394.666667	1130	1431	0	137	551	0	0	162	141	0
Gle1	394.555556	848	964	0	0	1222	0	0	291	226	0
Usp1	394.111111	627	1155	0	0	1190	123	0	317	135	0
Prc1	393.333333	1216	1403	0	0	591	0	0	330	0	0
Slc25a19	393.000000	579	1544	0	0	932	0	0	314	168	0
Cep152	392.333333	942	1249	0	0	912	0	0	245	183	0
Ints11	392.222222	1601	1707	0	0	0	0	0	222	0	0
Cptp	392.222222	1601	1707	0	0	0	0	0	222	0	0
Tdrkh	392.111111	109	107	0	121	2430	145	0	355	262	0
Pnpla7	391.888889	993	1169	0	0	962	0	0	237	166	0
Mrpl41	391.888889	993	1169	0	0	962	0	0	237	166	0
Ndufaf2	391.666667	906	1007	0	0	1022	0	0	370	220	0
Fam117a	391.222222	235	759	0	249	1576	191	0	253	258	0
Slc41a1	391.000000	1022	1234	0	0	705	0	0	400	158	0
Uqcrfs1	390.777778	1470	1797	0	0	127	0	0	123	0	0
Ralgapa2	390.777778	1854	1372	0	0	291	0	0	0	0	0
Kdm4a	390.444444	536	1451	0	87	986	0	0	232	222	0
Pdia4	390.333333	1429	1613	0	0	471	0	0	0	0	0
Pard6b	389.333333	1309	2095	0	0	0	0	0	100	0	0
Rlf	388.777778	1250	1095	0	0	0	157	0	513	484	0
Cdv3	388.777778	1170	1749	0	0	443	0	0	0	137	0
Calu	388.777778	1267	1533	0	0	419	0	0	192	88	0
Mis18bp1	388.333333	1264	1352	0	0	412	0	0	165	302	0
Wdr89	387.888889	803	1281	0	0	1052	0	0	285	70	0
Poc5	387.888889	362	1039	0	157	930	188	0	384	431	0
Otud6b	387.888889	1182	1404	0	0	425	0	0	214	266	0
Tprgl	387.777778	709	1631	0	0	670	0	0	240	240	0
Fam222b	387.666667	559	748	0	140	1139	192	0	381	330	0
Mylip	387.555556	1142	1548	0	0	690	0	0	108	0	0
Sfxn2	387.333333	1592	1699	0	0	0	0	0	0	195	0
H3c4	387.333333	256	962	0	0	1559	172	0	356	181	0
H2bc8	387.333333	256	962	0	0	1559	172	0	356	181	0
H2bc7	387.333333	256	962	0	0	1559	172	0	356	181	0
H2ac8	387.333333	256	962	0	0	1559	172	0	356	181	0
H2ac7	387.333333	256	962	0	0	1559	172	0	356	181	0
Arl3	387.333333	1592	1699	0	0	0	0	0	0	195	0
Adpgk	387.333333	1834	1459	0	0	193	0	0	0	0	0
Sh3glb1	387.111111	928	930	0	266	0	247	95	489	529	0
Phf7	386.888889	1748	1430	0	0	0	0	0	163	141	0
Fth1	386.888889	1460	1400	0	0	205	0	0	254	163	0
Bap1	386.888889	1748	1430	0	0	0	0	0	163	141	0
Srf	386.777778	555	926	0	318	724	210	0	448	300	0
Wdr61	386.666667	1422	1181	0	0	0	0	0	566	311	0
Scai	386.666667	813	1434	0	0	831	0	0	165	237	0
E2f8	386.444444	1435	1465	0	0	308	0	0	270	0	0
Ints7	386.333333	1266	1406	0	0	353	0	0	330	122	0
Dtl	386.333333	1266	1406	0	0	353	0	0	330	122	0
Ppil4	386.111111	1357	1397	0	0	0	0	0	383	338	0
Abcf2	385.888889	1012	1436	0	0	550	0	0	242	233	0
Srrd	385.666667	1508	945	0	0	0	222	0	490	306	0
Hps4	385.666667	1508	945	0	0	0	222	0	490	306	0
Tango2	385.333333	468	775	0	0	1362	178	0	303	382	0
Arvcf	385.333333	468	775	0	0	1362	178	0	303	382	0
Tmx2	385.111111	166	1182	0	0	1702	0	0	239	177	0
Rpa2	385.111111	618	1520	0	0	1078	0	0	93	157	0
Pnkd	385.111111	910	1257	0	0	812	0	0	330	157	0
Med19	385.111111	166	1182	0	0	1702	0	0	239	177	0
Aamp	385.111111	910	1257	0	0	812	0	0	330	157	0
Zbtb18	385.000000	1151	1768	0	0	0	0	0	297	249	0
Swi5	384.888889	1104	1582	0	0	611	0	0	167	0	0
Golga2	384.888889	1104	1582	0	0	611	0	0	167	0	0
Zfp810	384.555556	520	1146	0	146	994	127	0	383	145	0
Chchd6	384.555556	301	249	0	279	989	250	0	742	651	0
Wdr25	384.333333	957	1504	0	0	895	0	0	103	0	0
Wars	384.333333	957	1504	0	0	895	0	0	103	0	0
Cep295	384.111111	1496	1428	0	0	0	145	0	246	142	0
Utp15	384.000000	1746	1540	0	0	0	0	0	170	0	0
Ankra2	384.000000	1746	1540	0	0	0	0	0	170	0	0
Tubb5	383.777778	644	1141	0	0	1408	0	0	129	132	0
Mtch2	383.777778	2092	1362	0	0	0	0	0	0	0	0
Mdc1	383.777778	644	1141	0	0	1408	0	0	129	132	0
Rbm14	383.666667	900	1456	0	0	991	0	0	106	0	0
Gm21992	383.666667	900	1456	0	0	991	0	0	106	0	0
Cldn34d	383.444444	166	763	254	561	654	455	333	122	143	0
Snx8	383.222222	1853	1596	0	0	0	0	0	0	0	0
Zfand4	382.444444	1103	1433	0	0	292	136	0	285	193	0
Saraf	382.444444	1140	1348	0	0	230	115	0	372	237	0
Zfpl1	382.222222	1274	881	0	0	707	0	0	373	205	0
Cdca5	382.222222	1274	881	0	0	707	0	0	373	205	0
Chchd2	382.111111	344	1107	0	0	1556	0	0	238	194	0
Acap2	381.888889	1058	1266	0	103	198	104	0	343	365	0
Arhgap26	381.777778	1363	1589	0	0	484	0	0	0	0	0
Usp5	381.555556	525	1224	0	108	973	0	0	352	252	0
Ckap5	381.555556	449	1026	0	249	759	199	138	297	317	0
