Target_genes	E2f1|Average	SRX122390|Dendritic_Cells	SRX122391|Dendritic_Cells	SRX122392|Dendritic_Cells	SRX122393|Dendritic_Cells	SRX2897262|ES_cells	SRX2897263|ES_cells	SRX1334844|Hepatocytes	SRX1120752|MEF	SRX1120755|MEF	STRING
Dmwd	77.111111	0	0	0	0	471	223	0	0	0	0
Srpk2	77.000000	0	0	0	0	533	160	0	0	0	0
Pacs2	77.000000	0	0	0	0	437	256	0	0	0	0
Fblim1	77.000000	0	0	0	0	362	331	0	0	0	0
Ctdsp1	77.000000	0	0	0	0	367	198	128	0	0	0
Ufsp2	76.888889	0	0	0	0	0	0	530	162	0	0
Rnf26	76.888889	0	0	0	0	0	0	692	0	0	0
1700029J07Rik	76.888889	0	0	0	0	0	0	530	162	0	0
Ythdc1	76.777778	0	0	0	0	406	285	0	0	0	0
Ttc3	76.777778	0	0	0	0	319	130	242	0	0	0
Shc1	76.777778	0	0	0	0	0	0	691	0	0	0
Pigp	76.777778	0	0	0	0	319	130	242	0	0	0
Mgat4a	76.777778	0	0	0	0	347	344	0	0	0	0
Hipk3	76.777778	0	0	0	0	315	209	167	0	0	0
Cks1b	76.777778	0	0	0	0	0	0	691	0	0	0
B4galt5	76.666667	0	0	0	0	351	339	0	0	0	0
Appbp2	76.555556	0	0	0	0	358	331	0	0	0	0
Prelid3b	76.444444	0	0	0	0	0	0	562	126	0	0
Tarbp2	76.333333	0	0	0	0	0	0	687	0	0	0
Slc25a33	76.333333	0	0	0	0	438	249	0	0	0	0
Map3k12	76.333333	0	0	0	0	0	0	687	0	0	0
Llgl1	76.333333	0	0	0	0	405	282	0	0	0	0
Eid2	76.333333	0	0	0	0	469	218	0	0	0	0
Ulk2	76.222222	0	0	0	0	330	242	114	0	0	0
Ppp1r7	76.222222	0	0	0	0	0	0	500	186	0	0
Pask	76.222222	0	0	0	0	0	0	500	186	0	0
Actn1	76.222222	0	0	0	0	382	304	0	0	0	0
Actr2	76.111111	0	0	0	0	378	307	0	0	0	0
Zc3h14	76.000000	0	0	0	0	271	165	248	0	0	0
Tmem60	76.000000	0	0	0	0	244	243	197	0	0	0
Phtf2	76.000000	0	0	0	0	244	243	197	0	0	0
Pfn1	75.888889	0	0	0	0	326	261	96	0	0	0
Oxr1	75.888889	0	0	0	0	449	234	0	0	0	0
Lsm14b	75.888889	0	0	0	0	294	230	159	0	0	0
Eno3	75.888889	0	0	0	0	326	261	96	0	0	0
Aunip	75.888889	0	0	0	0	0	0	683	0	0	0
Atp1a1	75.888889	0	0	0	0	379	304	0	0	0	0
Ppwd1	75.777778	0	0	0	0	0	0	529	153	0	0
Polq	75.777778	0	0	0	0	0	0	682	0	0	0
Hey1	75.777778	0	0	0	0	325	213	144	0	0	0
Cenpk	75.777778	0	0	0	0	0	0	529	153	0	0
Snx27	75.666667	0	0	0	0	333	153	195	0	0	0
Ilkap	75.666667	0	0	0	0	471	210	0	0	0	0
Bend6	75.666667	0	0	0	0	482	199	0	0	0	0
Ubxn2a	75.555556	0	0	0	0	381	146	153	0	0	0
Plekha5	75.444444	0	0	0	0	469	210	0	0	0	0
Klc1	75.444444	0	0	0	0	475	204	0	0	0	0
Frg2f1	75.444444	0	0	0	0	463	216	0	0	0	0
Foxj3	75.444444	0	0	0	0	463	216	0	0	0	0
Dvl1	75.444444	0	0	0	0	338	341	0	0	0	0
Adgrl1	75.444444	0	0	0	0	471	208	0	0	0	0
Cnbp	75.333333	0	0	0	0	460	218	0	0	0	0
Ptov1	75.222222	0	0	0	0	421	256	0	0	0	0
Klf15	75.222222	0	0	0	0	479	198	0	0	0	0
Vangl1	75.111111	0	0	0	0	446	230	0	0	0	0
Rnf166	75.000000	0	0	0	0	435	240	0	0	0	0
Ldb1	75.000000	0	0	0	0	375	300	0	0	0	0
Ctu2	75.000000	0	0	0	0	435	240	0	0	0	0
Thoc3	74.888889	0	0	0	0	0	0	674	0	0	0
Slc3a2	74.888889	0	0	0	0	161	0	513	0	0	0
Slc25a16	74.888889	0	0	0	0	0	0	674	0	0	0
Rbm15	74.888889	0	0	0	0	0	0	522	152	0	0
Fbxo31	74.888889	0	0	0	0	471	203	0	0	0	0
Egln2	74.888889	0	0	0	0	413	261	0	0	0	0
Blm	74.888889	0	0	0	0	0	0	674	0	0	0
Smc6	74.777778	0	0	0	0	170	237	266	0	0	0
Rhno1	74.777778	0	0	0	0	439	234	0	0	0	0
Gen1	74.777778	0	0	0	0	170	237	266	0	0	0
Foxm1	74.777778	0	0	0	0	439	234	0	0	0	0
Casc3	74.777778	0	0	0	0	424	249	0	0	0	0
Yy1	74.666667	0	0	0	0	305	238	129	0	0	0
Spats2	74.555556	0	0	0	0	418	253	0	0	0	0
Nsd1	74.555556	0	0	0	0	462	209	0	0	0	0
Tfdp2	74.444444	0	0	0	0	458	212	0	0	0	0
Btf3	74.333333	0	0	0	0	304	365	0	0	0	0
Zfp318	74.222222	0	0	0	0	415	253	0	0	0	0
Ptbp1	74.222222	0	0	0	0	337	226	105	0	0	0
Hexim1	74.222222	0	0	0	0	0	0	668	0	0	0
Crebbp	74.222222	0	0	0	0	386	282	0	0	0	0
Sox4	74.111111	0	0	0	0	250	0	417	0	0	0
Mier3	74.111111	0	0	0	0	390	277	0	0	0	0
Dusp7	74.111111	0	0	0	0	380	287	0	0	0	0
Celf1	74.111111	0	0	0	0	454	213	0	0	0	0
Slc25a25	74.000000	0	0	0	0	263	179	224	0	0	0
Naif1	74.000000	0	0	0	0	263	179	224	0	0	0
Bptf	74.000000	0	0	0	0	509	157	0	0	0	0
Shb	73.888889	0	0	0	0	323	342	0	0	0	0
Rer1	73.888889	0	0	0	0	215	0	450	0	0	0
Msl2	73.888889	0	0	0	0	358	307	0	0	0	0
Morn1	73.888889	0	0	0	0	215	0	450	0	0	0
Dnph1	73.888889	0	0	0	0	0	0	464	201	0	0
Sbp	73.777778	0	0	0	0	0	0	551	113	0	0
Rab8a	73.777778	0	0	0	0	0	0	499	165	0	0
Fgf4	73.777778	0	0	0	0	427	237	0	0	0	0
Gclm	73.666667	0	0	0	0	310	214	139	0	0	0
Ticrr	73.555556	0	0	0	0	0	0	662	0	0	0
Micu2	73.555556	0	0	0	0	483	179	0	0	0	0
Med13l	73.555556	0	0	0	0	476	186	0	0	0	0
Lpcat4	73.555556	0	0	0	0	501	161	0	0	0	0
Fosl2	73.555556	0	0	0	0	246	0	416	0	0	0
Fam91a1	73.555556	0	0	0	0	420	242	0	0	0	0
Dync1h1	73.555556	0	0	0	0	399	263	0	0	0	0
Zmym4	73.444444	0	0	0	0	426	235	0	0	0	0
Pard3	73.444444	0	0	0	0	469	192	0	0	0	0
Fam104a	73.444444	0	0	0	0	178	184	299	0	0	0
D11Wsu47e	73.444444	0	0	0	0	178	184	299	0	0	0
Strbp	73.333333	0	0	0	0	439	221	0	0	0	0
Rpia	73.333333	0	0	0	0	0	0	660	0	0	0
Mybl1	73.333333	0	0	0	0	407	253	0	0	0	0
Cmtm4	73.333333	0	0	0	0	378	282	0	0	0	0
Zfp654	73.222222	0	0	0	0	379	280	0	0	0	0
Snrnp48	73.222222	0	0	0	0	0	0	659	0	0	0
Slk	73.222222	0	0	0	0	420	239	0	0	0	0
H4c11	73.222222	79	0	0	0	237	117	226	0	0	0
Cggbp1	73.222222	0	0	0	0	379	280	0	0	0	0
Zic5	73.111111	0	0	0	0	460	198	0	0	0	0
Slc39a7	73.111111	0	0	0	0	443	215	0	0	0	0
Setd5	73.111111	0	0	0	0	449	209	0	0	0	0
Rxrb	73.111111	0	0	0	0	443	215	0	0	0	0
Ric1	73.111111	0	0	0	0	445	213	0	0	0	0
Rab5if	73.111111	0	0	0	0	431	227	0	0	0	0
H2-Ke6	73.111111	0	0	0	0	443	215	0	0	0	0
Lemd3	73.000000	0	0	0	0	288	234	135	0	0	0
0610010F05Rik	73.000000	0	0	0	0	412	245	0	0	0	0
Tmco1	72.888889	0	0	0	0	0	0	397	259	0	0
Tnrc6a	72.777778	0	0	0	0	287	143	225	0	0	0
Minpp1	72.777778	0	0	0	0	494	161	0	0	0	0
Ttc13	72.666667	0	0	0	0	402	252	0	0	0	0
Lrrc49	72.666667	0	0	0	0	0	0	654	0	0	0
Cds2	72.666667	0	0	0	0	207	186	261	0	0	0
Arv1	72.666667	0	0	0	0	402	252	0	0	0	0
Wdr48	72.555556	0	0	0	0	320	159	174	0	0	0
Slc2a7	72.555556	0	0	0	0	0	0	653	0	0	0
Pdk4	72.555556	0	0	0	0	0	0	653	0	0	0
Foxo1	72.555556	0	0	0	0	206	262	185	0	0	0
Tg	72.444444	0	0	0	0	0	0	652	0	0	0
Rfng	72.444444	0	0	0	0	446	206	0	0	0	0
Ipp	72.444444	0	0	0	0	0	0	652	0	0	0
Gps1	72.444444	0	0	0	0	446	206	0	0	0	0
Glcci1	72.444444	0	0	0	0	487	165	0	0	0	0
Ppp3cc	72.333333	0	0	0	0	356	295	0	0	0	0
Dhcr24	72.333333	0	0	0	0	384	267	0	0	0	0
Dbr1	72.333333	0	0	0	0	0	0	651	0	0	0
Trps1	72.222222	0	0	0	0	410	240	0	0	0	0
Hnrnpl	72.222222	0	0	0	0	180	188	282	0	0	0
Oscp1	72.111111	0	0	0	0	0	0	649	0	0	0
Mthfd2l	72.111111	0	0	0	0	514	135	0	0	0	0
Tmem209	72.000000	0	0	0	0	0	0	648	0	0	0
Ssmem1	72.000000	0	0	0	0	0	0	648	0	0	0
Tm2d3	71.888889	0	0	0	0	388	259	0	0	0	0
Tgfbr1	71.888889	0	0	0	0	415	232	0	0	0	0
Supt16	71.777778	0	0	0	0	245	224	177	0	0	0
Slc16a6	71.777778	0	0	0	0	481	165	0	0	0	0
Ccne2	71.777778	0	0	0	0	432	214	0	0	0	0
Arsg	71.777778	0	0	0	0	481	165	0	0	0	0
Arhgef12	71.777778	0	0	0	0	421	225	0	0	0	0
Usf2	71.666667	0	0	0	0	253	145	247	0	0	0
Nfatc3	71.666667	0	0	0	0	370	275	0	0	0	0
Dgkd	71.666667	0	0	0	0	491	154	0	0	0	0
Agbl3	71.666667	0	0	0	0	343	157	145	0	0	0
Wee1	71.555556	0	0	0	0	203	273	168	0	0	0
Pik3c3	71.555556	0	0	0	0	0	0	644	0	0	0
Mta1	71.555556	0	0	0	0	382	262	0	0	0	0
E130309D02Rik	71.555556	0	0	0	0	377	267	0	0	0	0
Nudt9	71.444444	0	0	0	0	261	382	0	0	0	0
Ksr2	71.444444	0	0	0	0	397	246	0	0	0	0
Gid4	71.444444	0	0	0	0	0	143	415	85	0	0
Pex7	71.333333	0	0	0	0	400	242	0	0	0	0
Tmem131	71.222222	0	0	0	0	348	293	0	0	0	0
Sdhaf2	71.222222	0	0	0	0	443	198	0	0	0	0
Isyna1	71.222222	0	0	0	0	431	210	0	0	0	0
Cpsf7	71.222222	0	0	0	0	443	198	0	0	0	0
Smc2	71.111111	0	0	0	0	0	0	640	0	0	0
Papola	71.111111	0	0	0	0	392	248	0	0	0	0
Utp18	71.000000	0	0	0	0	471	168	0	0	0	0
Ppp4r2	71.000000	0	0	0	0	475	164	0	0	0	0
Pds5b	71.000000	0	0	0	0	0	0	639	0	0	0
Mllt1	71.000000	0	0	0	0	413	226	0	0	0	0
Mbtd1	71.000000	0	0	0	0	471	168	0	0	0	0
Exosc8	71.000000	0	0	0	0	462	177	0	0	0	0
Alg5	71.000000	0	0	0	0	462	177	0	0	0	0
Ubqln1	70.888889	0	0	0	0	342	296	0	0	0	0
Tiparp	70.888889	0	0	0	0	412	226	0	0	0	0
Ppp1r13l	70.888889	0	0	0	0	0	0	638	0	0	0
Cd3eap	70.888889	0	0	0	0	0	0	638	0	0	0
Vac14	70.777778	0	0	0	0	355	282	0	0	0	0
Top1	70.777778	0	0	0	0	303	334	0	0	0	0
Spast	70.777778	0	0	0	0	406	231	0	0	0	0
Map3k9	70.777778	0	0	0	0	392	245	0	0	0	0
Grsf1	70.777778	0	0	0	0	334	303	0	0	0	0
Thap12	70.666667	0	0	0	0	406	230	0	0	0	0
Smad5	70.666667	0	0	0	0	466	170	0	0	0	0
Rcc1l	70.666667	0	0	0	0	446	190	0	0	0	0
Pcgf3	70.666667	0	0	0	0	391	245	0	0	0	0
Gtf2a2	70.666667	0	0	0	0	380	256	0	0	0	0
Cdyl2	70.666667	0	0	0	0	401	235	0	0	0	0
Ubr3	70.555556	0	0	0	0	337	298	0	0	0	0
Fam13b	70.555556	0	0	0	0	387	248	0	0	0	0
Chsy1	70.555556	0	0	0	0	443	192	0	0	0	0
Srpk1	70.444444	0	0	0	0	428	206	0	0	0	0
Phf7	70.444444	0	0	0	0	444	190	0	0	0	0
Kdm5b	70.444444	0	0	0	0	308	326	0	0	0	0
Grik3	70.444444	0	0	0	0	378	256	0	0	0	0
Exoc3l	70.444444	0	0	0	0	448	186	0	0	0	0
E2f4	70.444444	0	0	0	0	448	186	0	0	0	0
Dock9	70.444444	0	0	0	0	293	221	120	0	0	0
Cars2	70.444444	0	0	0	0	347	197	90	0	0	0
Bmpr2	70.444444	0	0	0	0	443	191	0	0	0	0
Bap1	70.444444	0	0	0	0	444	190	0	0	0	0
Kctd3	70.333333	0	0	0	0	476	157	0	0	0	0
Agpat2	70.333333	0	0	0	0	296	337	0	0	0	0
Pon2	70.222222	0	0	0	0	325	0	307	0	0	0
Mars2	70.111111	0	0	0	0	0	0	631	0	0	0
Stn1	70.000000	0	0	0	0	0	0	630	0	0	0
Sec63	70.000000	0	0	0	0	435	195	0	0	0	0
Ube2l6	69.888889	0	0	0	0	0	0	629	0	0	0
Txndc12	69.888889	0	0	0	0	383	0	246	0	0	0
Shf	69.888889	0	0	0	0	450	179	0	0	0	0
Sae1	69.888889	0	0	0	0	0	0	629	0	0	0
Pacs1	69.888889	0	0	0	0	325	304	0	0	0	0
Mnt	69.888889	0	0	0	0	0	0	629	0	0	0
Cmtr1	69.888889	0	0	0	0	223	0	406	0	0	0
C330018D20Rik	69.888889	0	0	0	0	296	333	0	0	0	0
Btf3l4	69.888889	0	0	0	0	383	0	246	0	0	0
Btbd9	69.888889	0	0	0	0	400	229	0	0	0	0
Ap2a2	69.888889	0	0	0	0	421	208	0	0	0	0
Maml1	69.777778	0	0	0	0	288	152	188	0	0	0
Hinfp	69.777778	0	0	0	0	0	0	628	0	0	0
Limd2	69.666667	0	0	0	0	437	190	0	0	0	0
Kansl1l	69.666667	0	0	0	0	395	232	0	0	0	0
Git1	69.666667	0	0	0	0	420	207	0	0	0	0
Ankrd13b	69.666667	0	0	0	0	420	207	0	0	0	0
Zbtb12	69.555556	0	0	0	0	378	248	0	0	0	0
Tlnrd1	69.555556	0	0	0	0	433	193	0	0	0	0
Mesd	69.555556	0	0	0	0	433	193	0	0	0	0
Ehmt2	69.555556	0	0	0	0	378	248	0	0	0	0
Cbarp	69.555556	0	0	0	0	224	189	213	0	0	0
Atp5d	69.555556	0	0	0	0	224	189	213	0	0	0
Osgin2	69.444444	0	0	0	0	362	263	0	0	0	0
Nfil3	69.444444	0	0	0	142	184	79	220	0	0	0
Cyp26a1	69.444444	0	0	0	0	0	0	625	0	0	0
Cox7c	69.444444	0	0	0	0	0	0	625	0	0	0
Cdc42bpb	69.444444	0	0	0	0	405	220	0	0	0	0
Psmc2	69.333333	0	0	0	0	0	0	624	0	0	0
Nectin3	69.333333	0	0	0	0	392	232	0	0	0	0
Foxn2	69.333333	0	0	0	0	194	170	260	0	0	0
Dnajc2	69.333333	0	0	0	0	0	0	624	0	0	0
Ccl4	69.333333	0	239	134	251	0	0	0	0	0	0
Nup50	69.222222	0	0	0	0	130	0	276	217	0	0
Dars2	69.222222	0	0	0	0	0	0	623	0	0	0
Cox5a	69.222222	0	0	0	0	341	282	0	0	0	0
Smarcc1	69.111111	0	0	0	0	0	0	474	148	0	0
Insig1	69.111111	0	0	0	0	194	141	287	0	0	0
D5Ertd579e	69.111111	0	0	0	0	390	232	0	0	0	0
Tmem165	69.000000	0	0	0	0	461	160	0	0	0	0
Mboat2	69.000000	0	0	0	0	131	115	375	0	0	0
Fam193b	69.000000	0	0	0	0	384	237	0	0	0	0
Clspn	69.000000	0	0	0	0	0	0	621	0	0	0
Myef2	68.888889	0	0	0	0	416	204	0	0	0	0
1190005I06Rik	68.888889	0	0	0	0	371	249	0	0	0	0
Zbtb8os	68.777778	0	0	0	0	0	0	489	130	0	0
Rere	68.777778	0	0	0	0	279	173	167	0	0	0
Rbbp4	68.777778	0	0	0	0	0	0	489	130	0	0
Mcu	68.777778	0	0	0	0	381	238	0	0	0	0
Creb3l2	68.777778	0	0	0	0	0	0	619	0	0	0
Mcm7	68.666667	0	0	0	0	0	0	618	0	0	0
Arih1	68.666667	0	0	0	0	354	264	0	0	0	0
Ap4m1	68.666667	0	0	0	0	0	0	618	0	0	0
Abcb10	68.666667	0	0	0	0	461	157	0	0	0	0
Zfp592	68.555556	0	0	0	0	399	218	0	0	0	0
Ipo5	68.555556	0	0	0	0	297	320	0	0	0	0
Ephb2	68.555556	0	0	0	0	349	268	0	0	0	0
Xpo6	68.444444	0	0	0	0	258	176	182	0	0	0
Pgbd5	68.444444	0	0	0	0	389	227	0	0	0	0
Hp1bp3	68.444444	0	0	0	0	436	180	0	0	0	0
Rpl35a	68.333333	0	0	0	0	0	0	615	0	0	0
Lig4	68.333333	0	0	0	0	305	165	145	0	0	0
Iqcg	68.333333	0	0	0	0	0	0	615	0	0	0
Gtf2ird2	68.333333	0	0	0	0	311	168	136	0	0	0
Abhd13	68.333333	0	0	0	0	305	165	145	0	0	0
Terf2	68.222222	0	0	0	0	240	0	374	0	0	0
Rabgef1	68.222222	0	0	0	0	410	204	0	0	0	0
Nsmce4a	68.222222	0	0	0	0	336	278	0	0	0	0
Dipk1a	68.222222	0	0	0	0	354	260	0	0	0	0
Rad51	68.111111	0	0	0	0	0	0	613	0	0	0
Fxr1	68.111111	0	0	0	0	466	147	0	0	0	0
Donson	68.111111	0	0	0	0	276	337	0	0	0	0
C1galt1	68.111111	0	0	0	0	370	243	0	0	0	0
Adap1	68.111111	0	0	0	0	327	286	0	0	0	0
Man1a2	68.000000	0	0	0	0	387	225	0	0	0	0
Usp6nl	67.888889	0	0	0	0	339	272	0	0	0	0
Timeless	67.888889	0	0	0	0	0	0	381	230	0	0
Stil	67.888889	0	0	0	0	0	0	611	0	0	0
Slc44a1	67.888889	0	0	0	0	302	309	0	0	0	0
Pabpc1	67.888889	0	0	0	0	297	172	142	0	0	0
Ckap4	67.888889	0	0	0	0	375	236	0	0	0	0
Zfp422	67.777778	0	0	0	0	424	186	0	0	0	0
Tle5	67.777778	0	0	0	0	328	282	0	0	0	0
H2bc21	67.777778	0	0	0	0	354	256	0	0	0	0
H2ac21	67.777778	0	0	0	0	354	256	0	0	0	0
H2ac20	67.777778	0	0	0	0	354	256	0	0	0	0
Fus	67.777778	0	0	0	0	240	154	216	0	0	0
Znrf2	67.666667	0	0	0	0	376	233	0	0	0	0
Wrap53	67.666667	0	0	0	0	0	0	609	0	0	0
Trp53	67.666667	0	0	0	0	0	0	609	0	0	0
Map3k3	67.666667	0	0	0	0	234	178	197	0	0	0
Luc7l2	67.666667	0	0	0	0	391	218	0	0	0	0
Lrp5	67.666667	0	0	0	0	401	208	0	0	0	0
Zfand5	67.555556	0	0	0	0	350	258	0	0	0	0
Zcchc24	67.555556	0	0	0	0	282	326	0	0	0	0
Vinac1	67.555556	0	0	0	0	355	253	0	0	0	0
Ttl	67.555556	0	0	0	0	355	253	0	0	0	0
Gtpbp2	67.555556	0	0	0	0	0	0	434	174	0	0
Dtwd2	67.555556	0	0	0	0	396	212	0	0	0	0
Bicd2	67.555556	0	0	0	0	187	0	421	0	0	0
Slc35d1	67.444444	0	0	0	0	456	151	0	0	0	0
Rcbtb2	67.444444	0	0	0	0	395	212	0	0	0	0
Meaf6	67.444444	0	0	0	0	288	229	90	0	0	0
Stk38l	67.333333	0	0	0	0	453	153	0	0	0	0
Slfn9	67.333333	0	0	0	0	0	0	606	0	0	0
Rbm12b2	67.333333	0	0	0	0	0	0	606	0	0	0
Zfp628	67.222222	0	0	0	0	399	206	0	0	0	0
H3f3b	67.222222	0	0	0	0	328	106	171	0	0	0
Dmxl1	67.222222	0	0	0	0	304	301	0	0	0	0
Tmem189	67.111111	0	0	0	0	407	197	0	0	0	0
Timm13	67.111111	0	0	0	0	0	0	604	0	0	0
Pcsk6	67.111111	0	0	0	0	290	314	0	0	0	0
Rasa2	67.000000	0	0	0	0	293	310	0	0	0	0
Pum1	67.000000	0	0	0	0	311	292	0	0	0	0
Scamp3	66.888889	0	0	0	0	0	0	602	0	0	0
Cdkn1a	66.888889	0	0	0	0	0	0	377	225	0	0
Tdrd3	66.777778	0	0	0	0	431	170	0	0	0	0
Taf4	66.777778	0	0	0	0	324	277	0	0	0	0
Dlgap5	66.777778	0	0	0	0	0	0	601	0	0	0
Pard6b	66.666667	0	0	0	0	437	163	0	0	0	0
Mast2	66.666667	0	0	0	0	403	197	0	0	0	0
Xndc1	66.555556	0	0	0	0	0	0	599	0	0	0
Smc1a	66.555556	0	0	0	0	0	0	429	170	0	0
Rnf121	66.555556	0	0	0	0	0	0	599	0	0	0
Ribc1	66.555556	0	0	0	0	0	0	429	170	0	0
Rhou	66.555556	0	0	0	0	391	208	0	0	0	0
Qrich1	66.444444	0	0	0	0	317	281	0	0	0	0
Ccl3	66.444444	0	152	132	314	0	0	0	0	0	0
Srrm2	66.333333	0	0	0	0	404	193	0	0	0	0
Isoc1	66.222222	0	0	0	0	388	208	0	0	0	0
Commd3	66.222222	0	0	0	0	442	154	0	0	0	0
Bmi1	66.222222	0	0	0	0	442	154	0	0	0	0
Clstn1	66.111111	0	0	0	0	454	141	0	0	0	0
Krcc1	66.000000	0	0	0	0	329	119	146	0	0	0
Stap2	65.888889	0	0	0	0	0	0	593	0	0	0
Rap2a	65.888889	0	0	0	0	287	306	0	0	0	0
Prkar2b	65.888889	0	0	0	0	421	172	0	0	0	0
Ndfip1	65.888889	0	0	0	0	404	189	0	0	0	0
Mpnd	65.888889	0	0	0	0	0	0	593	0	0	0
Map3k7	65.888889	0	0	0	0	290	183	120	0	0	0
Eif2ak3	65.888889	0	0	0	0	319	153	121	0	0	0
Cluh	65.888889	0	0	0	0	370	223	0	0	0	0
Tmem143	65.666667	0	0	0	0	0	0	591	0	0	0
Syngr4	65.666667	0	0	0	0	0	0	591	0	0	0
Ppp4r3a	65.666667	0	0	0	0	262	134	195	0	0	0
Chn1	65.666667	0	0	0	0	440	151	0	0	0	0
Slc7a6	65.555556	0	0	0	0	439	151	0	0	0	0
Sar1a	65.555556	0	0	0	0	384	206	0	0	0	0
Mrpl42	65.555556	0	0	0	0	0	0	590	0	0	0
Hectd1	65.555556	0	0	0	0	364	226	0	0	0	0
Zfp213	65.444444	0	0	0	0	141	0	448	0	0	0
Tulp4	65.444444	0	0	0	0	408	181	0	0	0	0
Pole2	65.444444	0	0	0	0	0	0	589	0	0	0
Net1	65.444444	0	0	0	0	0	0	589	0	0	0
Ino80	65.444444	0	0	0	0	268	321	0	0	0	0
Eif4g2	65.444444	0	0	0	0	301	288	0	0	0	0
Arhgef11	65.333333	0	0	0	0	395	193	0	0	0	0
Rbm26	65.222222	0	0	0	0	355	232	0	0	0	0
Map2k4	65.222222	0	0	0	0	285	302	0	0	0	0
Dvl3	65.222222	0	0	0	0	364	223	0	0	0	0
Bmpr1a	65.222222	0	0	0	0	328	259	0	0	0	0
Prr7	65.111111	0	0	0	0	238	348	0	0	0	0
Plekhh3	65.111111	0	0	0	0	0	0	586	0	0	0
Hmbs	65.111111	0	0	0	0	0	0	586	0	0	0
Egfl7	65.111111	0	0	0	0	330	256	0	0	0	0
E130308A19Rik	65.111111	0	0	0	0	397	189	0	0	0	0
Cntnap1	65.111111	0	0	0	0	0	0	586	0	0	0
Ccr10	65.111111	0	0	0	0	0	0	586	0	0	0
Carm1	65.111111	0	0	0	0	416	170	0	0	0	0
Tnpo1	65.000000	0	0	0	0	424	161	0	0	0	0
Tlk2	65.000000	0	0	0	0	379	206	0	0	0	0
Slc30a9	65.000000	0	0	0	0	370	215	0	0	0	0
Mllt11	65.000000	0	0	0	0	376	209	0	0	0	0
Kcnc3	65.000000	0	0	0	0	375	210	0	0	0	0
Epb41l4b	65.000000	0	0	0	0	160	158	267	0	0	0
Cdc42se1	65.000000	0	0	0	0	376	209	0	0	0	0
Nudcd3	64.888889	0	0	0	0	0	0	584	0	0	0
Nktr	64.888889	0	0	0	0	352	232	0	0	0	0
Atn1	64.888889	0	0	0	0	430	154	0	0	0	0
Naa40	64.777778	0	0	0	0	0	0	453	130	0	0
Dock5	64.777778	0	0	0	0	362	221	0	0	0	0
Cenpv	64.777778	0	0	0	0	373	210	0	0	0	0
Stk19	64.666667	0	0	0	0	0	0	582	0	0	0
Sipa1l2	64.666667	0	0	0	0	372	210	0	0	0	0
Rnf38	64.666667	0	0	0	0	254	177	151	0	0	0
Plekha8	64.666667	0	0	0	0	337	245	0	0	0	0
Fkbp14	64.666667	0	0	0	0	337	245	0	0	0	0
Dxo	64.666667	0	0	0	0	0	0	582	0	0	0
Cep43	64.666667	0	0	0	0	399	183	0	0	0	0
Arl2bp	64.666667	0	0	0	0	344	238	0	0	0	0
Yeats2	64.555556	0	0	0	0	349	232	0	0	0	0
Tti2	64.555556	0	0	0	0	129	0	452	0	0	0
Atl2	64.333333	0	0	0	0	253	184	142	0	0	0
Sfmbt1	64.222222	0	0	0	0	237	0	341	0	0	0
Rcan1	64.222222	0	0	0	0	220	212	146	0	0	0
Pdgfa	64.222222	0	0	0	0	346	232	0	0	0	0
Csnk1g3	64.222222	0	0	0	0	246	156	176	0	0	0
Adpgk	64.222222	0	0	0	0	192	263	123	0	0	0
Ttc39a	64.111111	0	0	0	0	194	0	383	0	0	0
Srsf9	64.111111	0	0	0	0	347	230	0	0	0	0
Pbx2	64.111111	0	0	0	0	340	237	0	0	0	0
Gpsm3	64.111111	0	0	0	0	340	237	0	0	0	0
Smco4	63.888889	0	0	0	0	402	173	0	0	0	0
Pdxp	63.888889	0	0	0	0	426	149	0	0	0	0
Mthfd1	63.888889	0	0	0	0	0	0	435	140	0	0
Gm5141	63.888889	0	0	0	0	0	0	575	0	0	0
Ddhd1	63.888889	0	0	0	0	316	259	0	0	0	0
Gins3	63.777778	0	0	0	0	0	0	574	0	0	410
Usp53	63.777778	0	0	0	0	390	184	0	0	0	0
Tmem123	63.777778	0	0	0	0	355	219	0	0	0	0
Lig3	63.777778	0	0	0	0	395	179	0	0	0	0
Grcc10	63.777778	0	0	0	0	266	0	308	0	0	0
Dmxl2	63.777778	0	0	0	0	421	153	0	0	0	0
Sf3b3	63.666667	0	0	0	0	0	0	573	0	0	0
Magoh	63.666667	0	0	0	0	0	0	573	0	0	0
Glis2	63.666667	0	0	0	0	313	260	0	0	0	0
Cog4	63.666667	0	0	0	0	0	0	573	0	0	0
Msantd3	63.555556	0	0	0	0	346	226	0	0	0	0
Lpp	63.555556	0	0	0	0	303	269	0	0	0	0
Atl3	63.555556	0	0	0	0	0	0	344	228	0	0
Mis12	63.444444	0	0	0	0	0	0	472	99	0	0
Derl2	63.444444	0	0	0	0	0	0	472	99	0	0
Rnf138	63.333333	0	0	0	0	330	240	0	0	0	0
Kansl2	63.333333	0	0	0	0	333	0	237	0	0	0
Dpy19l1	63.333333	0	0	0	0	340	230	0	0	0	0
Zfp871	63.222222	0	0	0	0	0	0	569	0	0	0
Slc16a1	63.222222	0	0	0	0	353	216	0	0	0	0
Prdm15	63.222222	0	0	0	0	399	170	0	0	0	0
Cnih2	63.222222	0	0	0	0	261	308	0	0	0	0
Bub1b	63.222222	0	0	0	0	0	0	569	0	0	0
