Target_genes	Nfatc1|Average	SRX376930|Hair_Follicle	DRX111909|Osteoclasts	SRX174585|Pancreatic_cancer_cells	SRX174586|Pancreatic_cancer_cells	STRING
Armc5	38.750000	0	155	0	0	0
Akr1b3	38.750000	0	155	0	0	0
9130023H24Rik	38.750000	0	155	0	0	0
3830406C13Rik	38.750000	0	155	0	0	0
Zfp628	38.500000	0	154	0	0	0
Wdr43	38.500000	0	154	0	0	0
Usp22	38.500000	0	154	0	0	0
Tmem59	38.500000	0	154	0	0	0
Tceanc2	38.500000	0	154	0	0	0
Stk32a	38.500000	0	0	154	0	0
Spag6	38.500000	0	154	0	0	0
Slco1a5	38.500000	0	0	154	0	0
Ski	38.500000	0	154	0	0	0
Scx	38.500000	0	0	154	0	0
Sart3	38.500000	0	154	0	0	0
Rab40c	38.500000	0	154	0	0	0
Ptcd1	38.500000	0	154	0	0	0
Pagr1a	38.500000	0	154	0	0	0
Nsd1	38.500000	0	154	0	0	0
Mvp	38.500000	0	154	0	0	0
Mfrp	38.500000	0	0	154	0	0
Marcksl1	38.500000	0	154	0	0	0
Mapk9	38.500000	0	154	0	0	0
Khk	38.500000	0	154	0	0	0
Iscu	38.500000	0	154	0	0	0
Inpp5e	38.500000	0	154	0	0	0
Gramd1b	38.500000	0	0	154	0	0
Gm7072	38.500000	0	154	0	0	0
Ggps1	38.500000	0	154	0	0	0
Furin	38.500000	0	0	154	0	0
Farp2	38.500000	0	154	0	0	0
Dennd1a	38.500000	0	0	154	0	0
Cpsf4	38.500000	0	154	0	0	0
Cmtr1	38.500000	0	154	0	0	0
Cables1	38.500000	0	154	0	0	0
C1qtnf5	38.500000	0	0	154	0	0
C1d	38.500000	0	154	0	0	0
Atxn1	38.500000	0	154	0	0	0
Atad2	38.500000	0	154	0	0	0
Arid4b	38.500000	0	154	0	0	0
4930404N11Rik	38.500000	0	154	0	0	0
Zfp629	38.250000	0	153	0	0	0
Zfp54	38.250000	0	153	0	0	0
Zfp180	38.250000	0	153	0	0	0
Zcchc10	38.250000	0	153	0	0	0
Zbtb32	38.250000	0	153	0	0	0
Xylb	38.250000	0	153	0	0	0
Xpot	38.250000	0	153	0	0	0
Vps37a	38.250000	0	153	0	0	0
Uqcrq	38.250000	0	153	0	0	0
Tssc4	38.250000	0	153	0	0	0
Slc9b2	38.250000	0	153	0	0	0
Selenof	38.250000	0	153	0	0	0
Rps27a	38.250000	153	0	0	0	0
Ppp1ccb	38.250000	0	153	0	0	0
Ppp1cc	38.250000	0	153	0	0	0
Pop7	38.250000	0	153	0	0	0
Nup188	38.250000	0	153	0	0	0
Nr1i3	38.250000	153	0	0	0	0
Nmnat1	38.250000	0	153	0	0	0
Mtcp1	38.250000	0	153	0	0	0
Msl1	38.250000	0	153	0	0	0
Lzic	38.250000	0	153	0	0	0
Lamtor5	38.250000	0	153	0	0	0
Krcc1	38.250000	0	153	0	0	0
Kpna6	38.250000	153	0	0	0	0
Kmt2b	38.250000	0	153	0	0	0
Hs2st1	38.250000	0	153	0	0	0
Hdhd2	38.250000	0	153	0	0	0
Grid2ip	38.250000	0	0	0	153	0
Gmnn	38.250000	0	153	0	0	0
Gm10130	38.250000	0	153	0	0	0
Gins4	38.250000	153	0	0	0	0
Gdf9	38.250000	0	153	0	0	0
Fam43a	38.250000	0	153	0	0	0
Fam240a	38.250000	153	0	0	0	0
Eif2b2	38.250000	0	153	0	0	0
Edc3	38.250000	153	0	0	0	0
Dolk	38.250000	0	153	0	0	0
Dazap2	38.250000	0	153	0	0	0
D930020B18Rik	38.250000	0	153	0	0	0
Cyp2c55	38.250000	153	0	0	0	0
Crnkl1	38.250000	0	153	0	0	0
Cpsf1	38.250000	0	153	0	0	0
Cpox	38.250000	0	153	0	0	0
Cnot7	38.250000	0	153	0	0	0
Cmc4	38.250000	0	153	0	0	0
Clhc1	38.250000	153	0	0	0	0
Cfdp1	38.250000	0	153	0	0	0
Cfap61	38.250000	0	153	0	0	0
Cdh5	38.250000	153	0	0	0	0
Btbd7	38.250000	0	153	0	0	0
Brcc3	38.250000	0	153	0	0	0
Bloc1s5	38.250000	0	153	0	0	0
Bcdin3d	38.250000	0	153	0	0	0
Bax	38.250000	0	153	0	0	0
B9d2	38.250000	0	153	0	0	0
1300017J02Rik	38.250000	153	0	0	0	0
Zhx1	38.000000	0	152	0	0	0
Zfp839	38.000000	0	152	0	0	0
Tmem11	38.000000	0	152	0	0	0
Thumpd1	38.000000	0	152	0	0	0
Stard3	38.000000	0	152	0	0	0
Srsf4	38.000000	0	152	0	0	0
Soga1	38.000000	0	152	0	0	0
Psmf1	38.000000	0	152	0	0	0
Pfas	38.000000	0	152	0	0	0
Pdhx	38.000000	0	152	0	0	0
Paqr7	38.000000	0	152	0	0	0
Mrm1	38.000000	0	152	0	0	0
Mlst8	38.000000	0	152	0	0	0
Mdp1	38.000000	0	152	0	0	0
Mdm4	38.000000	0	152	0	0	0
Magohb	38.000000	0	152	0	0	0
Gtf3c4	38.000000	0	152	0	0	0
Erlin2	38.000000	0	152	0	0	0
Egf	38.000000	0	152	0	0	0
Dnajc24	38.000000	0	152	0	0	0
Ddx31	38.000000	0	152	0	0	0
Dcstamp	38.000000	0	152	0	0	0
Ctc1	38.000000	0	152	0	0	0
Col6a1	38.000000	0	0	152	0	0
Bdh1	38.000000	0	152	0	0	0
Atg101	38.000000	0	152	0	0	0
Atf6	38.000000	0	152	0	0	0
Apip	38.000000	0	152	0	0	0
Acads	38.000000	0	152	0	0	0
AW146154	38.000000	0	152	0	0	0
Spryd3	37.750000	0	151	0	0	0
Speer4f2	37.750000	151	0	0	0	0
Spata1	37.750000	0	151	0	0	0
Smarcal1	37.750000	0	151	0	0	0
Rnf113a2	37.750000	0	151	0	0	0
Pms2	37.750000	0	151	0	0	0
Msh3	37.750000	0	151	0	0	0
Mag	37.750000	0	0	0	151	0
Lrwd1	37.750000	0	151	0	0	0
Lmo3	37.750000	0	0	0	151	0
Itprid2	37.750000	0	151	0	0	0
Impdh1	37.750000	0	151	0	0	0
Gng5	37.750000	0	151	0	0	0
Gmps	37.750000	0	151	0	0	0
Fgd3	37.750000	0	151	0	0	0
Ero1b	37.750000	0	151	0	0	0
Efnb2	37.750000	0	151	0	0	0
Dusp4	37.750000	0	151	0	0	0
Dhfr	37.750000	0	151	0	0	0
Ddx47	37.750000	0	151	0	0	0
Ddx19b	37.750000	0	151	0	0	0
Cxcl5	37.750000	0	0	0	151	0
Capns1	37.750000	0	151	0	0	0
Alkbh4	37.750000	0	151	0	0	0
Akap8	37.750000	0	151	0	0	0
Aimp2	37.750000	0	151	0	0	0
Adss	37.750000	0	151	0	0	0
Aars	37.750000	0	151	0	0	0
Zup1	37.500000	0	150	0	0	0
Zfp846	37.500000	0	150	0	0	0
Zfp687	37.500000	0	150	0	0	0
Zfp623	37.500000	0	150	0	0	0
Usp28	37.500000	0	150	0	0	0
Trim16	37.500000	0	0	150	0	0
Sugt1	37.500000	0	150	0	0	0
Rnps1	37.500000	0	150	0	0	0
Rfx8	37.500000	150	0	0	0	0
Rcan3	37.500000	0	150	0	0	0
Rab29	37.500000	0	150	0	0	0
Prrg4	37.500000	0	150	0	0	0
Pld3	37.500000	0	150	0	0	0
Phf20l1	37.500000	0	150	0	0	0
Pdia4	37.500000	0	150	0	0	0
Oas1c	37.500000	0	150	0	0	0
Oas1b	37.500000	0	150	0	0	0
Nelfcd	37.500000	0	150	0	0	0
Mill1	37.500000	0	0	0	150	0
Map11	37.500000	0	150	0	0	0
Lhpp	37.500000	0	150	0	0	0
Herpud2	37.500000	0	150	0	0	0
Gda	37.500000	0	0	150	0	0
Gcfc2	37.500000	0	150	0	0	0
Fis1	37.500000	0	150	0	0	0
Dnajc16	37.500000	0	150	0	0	0
Casp9	37.500000	0	150	0	0	0
Camta2	37.500000	0	150	0	0	0
Camk2d	37.500000	0	150	0	0	0
Bcap31	37.500000	0	150	0	0	0
Arl11	37.500000	0	150	0	0	0
Ankrd40	37.500000	0	150	0	0	0
Anapc10	37.500000	0	150	0	0	0
Aldh2	37.500000	0	150	0	0	0
Abhd3	37.500000	0	150	0	0	0
Abce1	37.500000	0	150	0	0	0
Abcd1	37.500000	0	150	0	0	0
9430038I01Rik	37.500000	0	150	0	0	0
2310022A10Rik	37.500000	0	150	0	0	0
Zfp606	37.250000	0	149	0	0	0
Zfp317	37.250000	0	149	0	0	0
Zfp110	37.250000	0	149	0	0	0
Vrk1	37.250000	0	149	0	0	0
Tmem135	37.250000	0	149	0	0	0
Snx11	37.250000	0	149	0	0	0
Shisal2b	37.250000	0	149	0	0	0
Scoc	37.250000	0	149	0	0	0
Rnf2	37.250000	0	149	0	0	0
Polrmt	37.250000	0	149	0	0	0
Nsmce4a	37.250000	0	149	0	0	0
Lrba	37.250000	0	149	0	0	0
Hdac10	37.250000	0	149	0	0	0
Golm1	37.250000	0	149	0	0	0
Fbxo28	37.250000	0	149	0	0	0
Fam76a	37.250000	0	149	0	0	0
Crtc1	37.250000	0	149	0	0	0
Creld2	37.250000	0	149	0	0	0
Cd300lf	37.250000	149	0	0	0	0
Ccndbp1	37.250000	0	149	0	0	0
Alg12	37.250000	0	149	0	0	0
Ak1	37.250000	0	149	0	0	0
Abhd17b	37.250000	0	149	0	0	0
1110059E24Rik	37.250000	0	149	0	0	0
Zfp975	37.000000	0	148	0	0	0
Was	37.000000	0	148	0	0	0
Ube3c	37.000000	0	148	0	0	0
Tsc1	37.000000	0	148	0	0	0
Tmem219	37.000000	0	148	0	0	0
Thop1	37.000000	0	148	0	0	0
Tet3	37.000000	0	148	0	0	0
Slc26a11	37.000000	0	148	0	0	0
Sgsh	37.000000	0	148	0	0	0
Sav1	37.000000	0	148	0	0	0
Pwp1	37.000000	0	148	0	0	0
Ptp4a1	37.000000	0	148	0	0	0
Psrc1	37.000000	0	148	0	0	0
Psen1	37.000000	0	148	0	0	0
Pigf	37.000000	0	148	0	0	0
Pcbd2	37.000000	0	148	0	0	0
Nudt5	37.000000	0	148	0	0	0
Ntmt1	37.000000	0	148	0	0	0
Npat	37.000000	0	148	0	0	0
Mbd1	37.000000	0	148	0	0	0
Manea	37.000000	0	148	0	0	0
Irf2bp1	37.000000	0	148	0	0	0
Il4	37.000000	0	0	0	148	0
Hook2	37.000000	0	148	0	0	0
H2ac4	37.000000	0	148	0	0	0
Gabpb2	37.000000	0	148	0	0	0
Fam110a	37.000000	0	148	0	0	0
Ecscr	37.000000	0	0	0	148	0
Cript	37.000000	0	148	0	0	0
Cr1l	37.000000	0	148	0	0	0
Coq10a	37.000000	0	148	0	0	0
Cntrl	37.000000	0	148	0	0	0
Cdc123	37.000000	0	148	0	0	0
C1qtnf2	37.000000	0	148	0	0	0
Bola3	37.000000	0	148	0	0	0
Atm	37.000000	0	148	0	0	0
Zfp518a	36.750000	0	147	0	0	0
Trmt10a	36.750000	0	147	0	0	0
Tram2	36.750000	0	147	0	0	0
Tet2	36.750000	0	147	0	0	0
Rhobtb2	36.750000	0	147	0	0	0
Pde6g	36.750000	0	147	0	0	0
Oxld1	36.750000	0	147	0	0	0
Nt5c3	36.750000	0	147	0	0	0
Mvb12a	36.750000	0	147	0	0	0
Mttp	36.750000	0	147	0	0	0
Lrrc8a	36.750000	0	147	0	0	0
Lrmda	36.750000	0	147	0	0	0
Il15	36.750000	0	147	0	0	0
Gnptab	36.750000	0	147	0	0	0
Gng7	36.750000	0	147	0	0	0
Fam120b	36.750000	0	147	0	0	0
Etv1	36.750000	0	147	0	0	0
Dnpep	36.750000	0	147	0	0	0
Dennd4c	36.750000	0	147	0	0	0
Ctsz	36.750000	0	0	147	0	0
Cpn2	36.750000	0	147	0	0	0
Cisd3	36.750000	0	147	0	0	0
Chmp4b	36.750000	0	147	0	0	0
Cd300lb	36.750000	0	147	0	0	0
Ccnq	36.750000	0	147	0	0	0
Ccdc137	36.750000	0	147	0	0	0
Bzw2	36.750000	0	147	0	0	0
Bdnf	36.750000	0	0	147	0	0
Arl4c	36.750000	0	147	0	0	0
Ankmy2	36.750000	0	147	0	0	0
Adrm1	36.750000	0	147	0	0	0
Adcy4	36.750000	0	147	0	0	0
Tsr3	36.500000	0	146	0	0	0
Thap1	36.500000	0	146	0	0	0
Sumo3	36.500000	0	146	0	0	0
Speer4f1	36.500000	146	0	0	0	0
Spata2	36.500000	0	146	0	0	0
Slc31a2	36.500000	0	146	0	0	0
Sf3b5	36.500000	0	146	0	0	0
Rnf114	36.500000	0	146	0	0	0
Reep5	36.500000	0	146	0	0	0
Rab18	36.500000	0	146	0	0	0
Ptk2b	36.500000	0	146	0	0	0
Prps1l3	36.500000	0	146	0	0	0
Pkd2l2	36.500000	0	146	0	0	0
Paf1	36.500000	0	146	0	0	0
Ogfod1	36.500000	0	146	0	0	0
Nudt21	36.500000	0	146	0	0	0
Mthfd1l	36.500000	0	146	0	0	0
Mroh1	36.500000	0	146	0	0	0
Mipol1	36.500000	0	146	0	0	0
Med29	36.500000	0	146	0	0	0
Gnptg	36.500000	0	146	0	0	0
Gamt	36.500000	0	146	0	0	0
Fbxo42	36.500000	0	146	0	0	0
Dsn1	36.500000	0	146	0	0	0
Dazap1	36.500000	0	146	0	0	0
Cxxc1	36.500000	0	146	0	0	0
Ccnt2	36.500000	0	146	0	0	0
Arid1a	36.500000	0	146	0	0	0
9130019O22Rik	36.500000	0	146	0	0	0
Zmynd11	36.250000	0	0	0	145	0
Zfp740	36.250000	0	145	0	0	0
Zbtb33	36.250000	0	145	0	0	0
Zbtb11	36.250000	0	145	0	0	0
Use1	36.250000	0	145	0	0	0
Ucn3	36.250000	0	0	0	145	0
Txndc9	36.250000	0	145	0	0	0
Tprgl	36.250000	0	145	0	0	0
Tmppe	36.250000	0	145	0	0	0
Tgfb2	36.250000	0	0	0	145	0
Tcirg1	36.250000	0	145	0	0	0
Tcea3	36.250000	0	0	0	145	0
Tasor2	36.250000	0	145	0	0	0
Sstr2	36.250000	0	0	0	145	0
Smg8	36.250000	0	145	0	0	0
Slc25a22	36.250000	0	145	0	0	0
Shank1	36.250000	0	0	0	145	0
Sh3pxd2a	36.250000	0	0	0	145	0
Sh3glb2	36.250000	0	145	0	0	0
Proser3	36.250000	0	145	0	0	0
Polk	36.250000	0	145	0	0	0
Pdcd1lg2	36.250000	0	0	0	145	0
Pcsk6	36.250000	0	0	0	145	0
Ostn	36.250000	0	0	0	145	0
Ocel1	36.250000	0	145	0	0	0
Nek4	36.250000	0	145	0	0	0
Ndufs8	36.250000	0	145	0	0	0
Ndp	36.250000	0	0	0	145	0
Napa	36.250000	0	145	0	0	0
Nadk	36.250000	0	145	0	0	0
Miga2	36.250000	0	145	0	0	0
Map4k4	36.250000	0	0	0	145	0
Map3k4	36.250000	0	145	0	0	0
Kyat3	36.250000	0	145	0	0	0
Kmt5c	36.250000	0	145	0	0	0
Kmt5a	36.250000	0	0	0	145	0
Kifc2	36.250000	0	145	0	0	0
Igbp1b	36.250000	0	0	0	145	0
Hspb6	36.250000	0	145	0	0	0
Hoxb1	36.250000	0	0	0	145	0
Gucy2g	36.250000	0	0	0	145	0
Gm4787	36.250000	0	0	0	145	0
Gm21943	36.250000	0	0	0	145	0
Gm21330	36.250000	0	0	0	145	0
Gatad2a	36.250000	0	145	0	0	0
Fam76b	36.250000	0	145	0	0	0
Eif5b	36.250000	0	145	0	0	0
Cyhr1	36.250000	0	145	0	0	0
Csad	36.250000	0	145	0	0	0
Crisp1	36.250000	0	0	0	145	0
Col24a1	36.250000	0	0	0	145	0
Coa7	36.250000	0	145	0	0	0
Cert1	36.250000	0	145	0	0	0
Cep57	36.250000	0	145	0	0	0
Atp10a	36.250000	0	0	0	145	0
Arhgap24	36.250000	0	0	0	145	0
Acap1	36.250000	0	0	0	145	0
A630076J17Rik	36.250000	0	0	0	145	0
Ulk4	36.000000	0	144	0	0	0
Ubac2	36.000000	0	144	0	0	0
Tnfaip8	36.000000	0	144	0	0	0
Tmem170	36.000000	0	144	0	0	0
Stil	36.000000	0	144	0	0	0
Sox5	36.000000	0	144	0	0	0
Socs3	36.000000	0	144	0	0	0
Smtn	36.000000	0	144	0	0	0
Smpd2	36.000000	0	144	0	0	0
Ruvbl1	36.000000	0	144	0	0	0
Rrp8	36.000000	0	144	0	0	0
Rab5b	36.000000	0	144	0	0	0
Pwwp2a	36.000000	0	144	0	0	0
Ppil6	36.000000	0	144	0	0	0
Plcb4	36.000000	0	144	0	0	0
Plau	36.000000	0	144	0	0	0
Olfr547	36.000000	0	0	0	144	0
Ilk	36.000000	0	144	0	0	0
Hhat	36.000000	0	144	0	0	0
Gtf2i	36.000000	0	144	0	0	0
Gpsm2	36.000000	0	144	0	0	0
Gm6588	36.000000	0	0	0	144	0
Gm10509	36.000000	0	144	0	0	0
Gask1b	36.000000	0	144	0	0	0
Ezr	36.000000	0	144	0	0	0
Esrra	36.000000	0	144	0	0	0
Csf1r	36.000000	0	144	0	0	0
Cd209f	36.000000	0	0	0	144	0
Catsperz	36.000000	0	144	0	0	0
Cask	36.000000	0	144	0	0	0
Caprin1	36.000000	0	144	0	0	0
Atrnl1	36.000000	0	144	0	0	0
Anapc1	36.000000	0	144	0	0	0
Acoxl	36.000000	0	0	0	144	0
Acox3	36.000000	0	144	0	0	0
Zfp850	35.750000	0	143	0	0	0
Zfp219	35.750000	0	143	0	0	0
Vwa8	35.750000	0	143	0	0	0
Vps35l	35.750000	0	143	0	0	0
Vav2	35.750000	0	143	0	0	0
Usp40	35.750000	0	143	0	0	0
Ttc12	35.750000	0	143	0	0	0
Tpra1	35.750000	0	143	0	0	0
Tpp1	35.750000	0	143	0	0	0
Tnfsf13	35.750000	0	143	0	0	0
Tmem253	35.750000	0	143	0	0	0
Tmem141	35.750000	0	143	0	0	0
Tal2	35.750000	0	143	0	0	0
Supt4a	35.750000	0	143	0	0	0
Sipa1l3	35.750000	0	143	0	0	0
Sh3bp2	35.750000	0	143	0	0	0
Serpini1	35.750000	0	143	0	0	0
Sepsecs	35.750000	0	143	0	0	0
Senp3	35.750000	0	143	0	0	0
Scarf1	35.750000	0	143	0	0	0
Rilp	35.750000	0	143	0	0	0
Rbfox2	35.750000	0	143	0	0	0
Prr14	35.750000	0	143	0	0	0
Ppp1r3e	35.750000	0	143	0	0	0
Pdcd10	35.750000	0	143	0	0	0
Osgep	35.750000	0	143	0	0	0
Msl3	35.750000	0	143	0	0	0
Mos	35.750000	0	143	0	0	0
Mon1b	35.750000	0	143	0	0	0
Micu3	35.750000	0	143	0	0	0
Mff	35.750000	0	143	0	0	0
Mdn1	35.750000	0	143	0	0	0
Mcm2	35.750000	0	143	0	0	0
Kank2	35.750000	0	143	0	0	0
Il12rb2	35.750000	0	0	0	143	0
Flad1	35.750000	0	143	0	0	0
Ficd	35.750000	0	143	0	0	0
Dok3	35.750000	0	143	0	0	0
Dag1	35.750000	0	143	0	0	0
Ctdsp1	35.750000	0	143	0	0	0
Crocc	35.750000	0	143	0	0	0
Coq3	35.750000	0	143	0	0	0
Cep70	35.750000	0	143	0	0	0
Ccdc183	35.750000	0	143	0	0	0
Arpp21	35.750000	0	0	0	143	0
Apex1	35.750000	0	143	0	0	0
4930430F08Rik	35.750000	0	143	0	0	0
1700017N19Rik	35.750000	0	143	0	0	0
Zfp457	35.500000	0	142	0	0	0
Zfp407	35.500000	0	142	0	0	0
Utp18	35.500000	0	142	0	0	0
Tmem198b	35.500000	0	142	0	0	0
Tmem161a	35.500000	0	142	0	0	0
Tef	35.500000	0	142	0	0	0
Tedc1	35.500000	0	142	0	0	0
Spp1	35.500000	0	142	0	0	0
Smad3	35.500000	0	142	0	0	0
Sap130	35.500000	0	142	0	0	0
Rbpj	35.500000	0	142	0	0	0
Prcp	35.500000	0	142	0	0	0
Phax	35.500000	0	142	0	0	0
Pdk2	35.500000	0	142	0	0	0
Nphp1	35.500000	0	142	0	0	0
Mtln	35.500000	0	142	0	0	0
Mtif3	35.500000	0	142	0	0	0
Mrpl20	35.500000	0	142	0	0	0
Mbtd1	35.500000	0	142	0	0	0
Ltv1	35.500000	0	142	0	0	0
Kif20a	35.500000	0	142	0	0	0
Ing5	35.500000	0	142	0	0	0
Gpm6a	35.500000	0	0	0	142	0
Dtymk	35.500000	0	142	0	0	0
Dnajc14	35.500000	0	142	0	0	0
Ddias	35.500000	0	142	0	0	0
Csnk1g2	35.500000	0	142	0	0	0
Crip1	35.500000	0	142	0	0	0
Brd8	35.500000	0	142	0	0	0
Aldh7a1	35.500000	0	142	0	0	0
Zfp692	35.250000	0	0	0	141	0
Zfp384	35.250000	0	141	0	0	0
Wbp2nl	35.250000	141	0	0	0	0
Usp37	35.250000	141	0	0	0	0
Tcte2	35.250000	0	141	0	0	0
Swsap1	35.250000	0	141	0	0	0
Slco3a1	35.250000	0	0	0	141	0
Slc49a4	35.250000	0	141	0	0	0
Prtn3	35.250000	141	0	0	0	0
Pnkd	35.250000	0	141	0	0	0
Plcd4	35.250000	141	0	0	0	0
Pex5l	35.250000	141	0	0	0	0
Ovol2	35.250000	141	0	0	0	0
Iws1	35.250000	0	141	0	0	0
Ifi44l	35.250000	141	0	0	0	0
Herc6	35.250000	0	141	0	0	0
Helz	35.250000	141	0	0	0	0
Gfm1	35.250000	0	141	0	0	0
Efemp1	35.250000	141	0	0	0	0
Cyp26b1	35.250000	0	0	0	141	0
Csn1s2b	35.250000	141	0	0	0	0
Commd9	35.250000	0	141	0	0	0
C1galt1c1	35.250000	141	0	0	0	0
Borcs6	35.250000	0	141	0	0	0
Afdn	35.250000	0	141	0	0	0
Acad9	35.250000	0	141	0	0	0
Aamp	35.250000	0	141	0	0	0
4930407I10Rik	35.250000	141	0	0	0	0
Zfp51	35.000000	0	140	0	0	0
Zbtb25	35.000000	0	140	0	0	0
Zbtb1	35.000000	0	140	0	0	0
Tmem106c	35.000000	0	140	0	0	0
Tfip11	35.000000	0	140	0	0	0
Spryd7	35.000000	0	140	0	0	0
Snx17	35.000000	0	140	0	0	0
Rps23	35.000000	0	140	0	0	0
Rab27b	35.000000	0	0	0	140	0
Pgm1	35.000000	0	140	0	0	0
Pdxdc1	35.000000	0	140	0	0	0
Olfr225	35.000000	140	0	0	0	0
Ndufaf7	35.000000	0	140	0	0	0
Mrps10	35.000000	0	140	0	0	0
Mpv17l	35.000000	0	140	0	0	0
Med18	35.000000	0	140	0	0	0
Lrrc24	35.000000	0	140	0	0	0
Lrpap1	35.000000	0	140	0	0	0
Inpp5k	35.000000	0	140	0	0	0
Gtpbp10	35.000000	0	140	0	0	0
Fam151b	35.000000	0	140	0	0	0
Emc2	35.000000	0	140	0	0	0
Eif2b4	35.000000	0	140	0	0	0
Ebna1bp2	35.000000	0	140	0	0	0
Csnk1d	35.000000	0	140	0	0	0
Cfap57	35.000000	0	140	0	0	0
Cebpz	35.000000	0	140	0	0	0
Calcrl	35.000000	0	140	0	0	0
C030006K11Rik	35.000000	0	140	0	0	0
Blnk	35.000000	0	140	0	0	0
Amz2	35.000000	0	140	0	0	0
Zfr	34.750000	0	139	0	0	0
Zfp607a	34.750000	0	139	0	0	0
Zbtb10	34.750000	0	139	0	0	0
Wdr35	34.750000	0	139	0	0	0
Uxt	34.750000	0	139	0	0	0
Ttc37	34.750000	0	139	0	0	0
Tnfaip8l3	34.750000	0	139	0	0	0
Tlcd3b	34.750000	0	139	0	0	0
Timm50	34.750000	0	139	0	0	0
Tdg	34.750000	0	139	0	0	0
Tamm41	34.750000	0	139	0	0	0
Ssr4	34.750000	0	139	0	0	0
Slc45a3	34.750000	0	139	0	0	0
Scp2	34.750000	0	139	0	0	0
Scamp2	34.750000	0	139	0	0	0
Pigc	34.750000	0	139	0	0	0
Nras	34.750000	0	139	0	0	0
Marchf8	34.750000	0	139	0	0	0
Itgad	34.750000	0	139	0	0	0
Isyna1	34.750000	0	139	0	0	0
Ireb2	34.750000	0	139	0	0	0
Irak2	34.750000	0	139	0	0	0
Ift88	34.750000	0	139	0	0	0
Idh3g	34.750000	0	139	0	0	0
Htra2	34.750000	0	139	0	0	0
Fdxacb1	34.750000	0	139	0	0	0
Fam210b	34.750000	0	139	0	0	0
Fam174a	34.750000	0	139	0	0	0
Dqx1	34.750000	0	139	0	0	0
Dnah1	34.750000	0	139	0	0	0
Cnksr3	34.750000	0	139	0	0	0
Ccdc126	34.750000	0	139	0	0	0
Bckdhb	34.750000	0	139	0	0	0
Atg4c	34.750000	0	139	0	0	0
Arsk	34.750000	0	139	0	0	0
4930558K02Rik	34.750000	0	139	0	0	0
2810021J22Rik	34.750000	0	139	0	0	0
1110032A03Rik	34.750000	0	139	0	0	0
Zfp467	34.500000	0	138	0	0	0
Vmn2r85	34.500000	0	0	138	0	0
Utp25	34.500000	0	138	0	0	0
Trub1	34.500000	0	138	0	0	0
Tmem218	34.500000	0	138	0	0	0
Thsd7a	34.500000	0	0	138	0	0
Tecr	34.500000	0	138	0	0	0
Tac4	34.500000	0	138	0	0	0
Sync	34.500000	0	0	138	0	0
Sybu	34.500000	0	0	138	0	0
Ssr2	34.500000	0	138	0	0	0
Sspo	34.500000	0	138	0	0	0
Specc1	34.500000	0	138	0	0	0
Skint4	34.500000	138	0	0	0	0
Repin1	34.500000	0	138	0	0	0
Rc3h2	34.500000	0	138	0	0	0
Phospho2	34.500000	0	138	0	0	0
Phb2	34.500000	0	138	0	0	0
Pam	34.500000	0	138	0	0	0
Ogfr	34.500000	0	138	0	0	0
Naa80	34.500000	0	138	0	0	0
Mzf1	34.500000	0	138	0	0	0
Mnat1	34.500000	0	0	0	138	0
Mamstr	34.500000	0	138	0	0	0
Lif	34.500000	0	0	138	0	0
Lca5l	34.500000	0	138	0	0	0
Large1	34.500000	0	138	0	0	0
Hyal3	34.500000	0	138	0	0	0
Hyal1	34.500000	0	138	0	0	0
Gopc	34.500000	0	138	0	0	0
Gm5111	34.500000	0	138	0	0	0
Fkbpl	34.500000	0	138	0	0	0
Exoc2	34.500000	0	138	0	0	0
Entpd4b	34.500000	0	138	0	0	0
Entpd4	34.500000	0	138	0	0	0
Emg1	34.500000	0	138	0	0	0
Clns1a	34.500000	0	138	0	0	0
Cflar	34.500000	0	0	138	0	0
Ccdc173	34.500000	0	138	0	0	0
Ccar1	34.500000	0	138	0	0	0
Bmp6	34.500000	0	0	138	0	0
Atf6b	34.500000	0	138	0	0	0
Ap2s1	34.500000	0	138	0	0	0
Alkbh5	34.500000	0	138	0	0	0
Adat1	34.500000	0	138	0	0	0
Zdhhc7	34.250000	0	137	0	0	0
Wdr11	34.250000	0	137	0	0	0
Vamp3	34.250000	0	137	0	0	0
Vamp2	34.250000	0	137	0	0	0
Tfeb	34.250000	0	137	0	0	0
Taf3	34.250000	0	137	0	0	0
Szrd1	34.250000	0	137	0	0	0
Radil	34.250000	0	137	0	0	0
Polr2m	34.250000	0	137	0	0	0
Olfr772	34.250000	137	0	0	0	0
Nup214	34.250000	0	137	0	0	0
Noc3l	34.250000	0	137	0	0	0
Med26	34.250000	0	137	0	0	0
Map4	34.250000	0	137	0	0	0
Lamc1	34.250000	0	137	0	0	0
Krt33a	34.250000	0	0	0	137	0
Islr	34.250000	0	0	0	137	0
Immp1l	34.250000	0	137	0	0	0
Icosl	34.250000	0	0	0	137	0
Htt	34.250000	0	137	0	0	0
Hexa	34.250000	0	137	0	0	0
Gk5	34.250000	0	137	0	0	0
Eml6	34.250000	0	137	0	0	0
Elp4	34.250000	0	137	0	0	0
Eif2ak3	34.250000	0	137	0	0	0
Cfap410	34.250000	0	137	0	0	0
Ccdc61	34.250000	0	137	0	0	0
Ccdc181	34.250000	0	137	0	0	0
Btn2a2	34.250000	0	137	0	0	0
Axin1	34.250000	0	137	0	0	0
Asl	34.250000	0	137	0	0	0
Arap3	34.250000	0	0	137	0	0
