Target_genes	Trp53|Average	SRX20177969|Alveolar_organoids	SRX20177971|Alveolar_organoids	SRX20177973|Alveolar_organoids	SRX20177975|Alveolar_organoids	SRX13124073|Astrocytes	SRX13124074|Astrocytes	SRX13124075|Astrocytes	SRX13124077|Astrocytes	SRX13124078|Astrocytes	SRX13124080|Astrocytes	SRX13124081|Astrocytes	SRX13124082|Astrocytes	SRX13124084|Astrocytes	SRX13124085|Astrocytes	SRX13124086|Astrocytes	SRX13124088|Astrocytes	SRX13124089|Astrocytes	SRX13124090|Astrocytes	SRX13124092|Astrocytes	SRX13124093|Astrocytes	SRX13124094|Astrocytes	SRX13124096|Astrocytes	SRX13124097|Astrocytes	SRX13124098|Astrocytes	SRX13124100|Astrocytes	SRX13124101|Astrocytes	SRX14203722|Astrocytes	SRX20927693|B16	SRX20927694|B16	SRX10550254|Ba/F3	SRX10550255|Ba/F3	SRX9982608|Back_skin	SRX9982609|Back_skin	SRX9982610|Back_skin	SRX9982611|Back_skin	SRX8875615|Breast_tumor	SRX8875616|Breast_tumor	SRX8875617|Breast_tumor	SRX8875618|Breast_tumor	SRX8875619|Breast_tumor	SRX8875620|Breast_tumor	SRX8875621|Breast_tumor	SRX8875622|Breast_tumor	SRX8875623|Breast_tumor	SRX8875624|Breast_tumor	SRX8875625|Breast_tumor	SRX8875626|Breast_tumor	SRX8875627|Breast_tumor	SRX8875628|Breast_tumor	SRX8875629|Breast_tumor	SRX8875630|Breast_tumor	SRX8875631|Breast_tumor	SRX8875632|Breast_tumor	SRX14495051|Colon_epthelial_cells	SRX1080400|Embryoid_Bodies	SRX1080401|Embryoid_Bodies	SRX335560|Embryonic_kidney	SRX10310862|ES_cells	SRX10310863|ES_cells	SRX13063203|ES_cells	SRX13063204|ES_cells	SRX13063205|ES_cells	SRX13063206|ES_cells	SRX13063207|ES_cells	SRX13063208|ES_cells	SRX13063209|ES_cells	SRX13063210|ES_cells	SRX13113713|ES_cells	SRX13113714|ES_cells	SRX14812466|ES_cells	SRX14812467|ES_cells	SRX14812468|ES_cells	SRX14812469|ES_cells	SRX14812478|ES_cells	SRX14812479|ES_cells	SRX14812480|ES_cells	SRX14812481|ES_cells	SRX14812482|ES_cells	SRX14812483|ES_cells	SRX14812484|ES_cells	SRX14812485|ES_cells	SRX14812505|ES_cells	SRX14812506|ES_cells	SRX14812507|ES_cells	SRX14812508|ES_cells	SRX14812511|ES_cells	SRX14812512|ES_cells	SRX14812513|ES_cells	SRX14812514|ES_cells	SRX14927585|ES_cells	SRX14927586|ES_cells	SRX19611558|ES_cells	SRX19611559|ES_cells	SRX7001433|ES_cells	SRX769393|ES_cells	SRX10550256|HPC-7	SRX9697337|Lung_adenocarcinoma	SRX9697338|Lung_adenocarcinoma	SRX9697343|Lung_adenocarcinoma	SRX9697344|Lung_adenocarcinoma	SRX9697339|Lymphoma	SRX9697340|Lymphoma	SRX9697345|Lymphoma	SRX9697346|Lymphoma	SRX11724948|Macrophages	SRX2991451|Macrophages	SRX2991452|Macrophages	SRX2991453|Macrophages	SRX2991454|Macrophages	SRX2991455|Macrophages	SRX2170268|Mammary_cells	SRX2170269|Mammary_cells	SRX2170271|Mammary_cells	SRX2170272|Mammary_cells	SRX1588750|Mammary_glands	SRX270554|MEF	SRX270556|MEF	SRX483599|MEF	SRX18990882|mESC_derived_neural_cells	SRX18990883|mESC_derived_neural_cells	SRX17122861|Osteosarcoma	SRX9697341|Sarcoma	SRX9697342|Sarcoma	SRX9697347|Sarcoma	SRX9697348|Sarcoma	SRX18696492|Thymus	SRX18696493|Thymus	SRX6068088|White_adipose_tissue	SRX6068090|White_adipose_tissue	SRX6068092|White_adipose_tissue	STRING
Phlda3	718.392308	313	228	1407	1447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2153	729	0	1982	2468	0	0	0	0	1332	0	0	0	0	0	0	0	0	2153	0	0	0	0	0	0	0	0	824	1151	1221	99	0	0	0	0	0	0	0	0	0	0	2420	503	1593	1470	1326	1384	2383	2395	2529	2194	1538	1876	1840	896	1004	1177	1077	1294	1220	999	1577	1103	2299	2699	333	509	1216	2351	2246	0	0	209	440	0	0	424	0	0	0	1304	1896	1099	1547	3711	4007	2800	3434	0	1453	0	1453	2469	2373	0	0	0	0	0	0	0	1698	116	0	0
Sp1	710.476923	215	249	1389	1129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	798	0	1894	2654	0	0	0	0	1011	0	0	0	0	0	0	0	0	1600	0	0	0	0	0	0	0	0	0	957	1314	216	1472	836	0	0	241	253	0	0	269	285	1814	158	1617	1724	1032	1127	2589	2795	2759	2412	2017	2378	1956	1026	883	919	812	1416	793	988	910	503	1740	2148	0	143	3906	2194	1032	0	0	0	144	0	0	118	0	0	0	1118	1541	677	1016	3839	4279	3889	4137	0	1550	0	1550	2707	2713	124	0	0	0	0	0	0	1954	0	0	0
Ido2	706.169231	0	0	325	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	2043	0	0	0	0	1000	0	0	0	0	0	0	0	0	1519	0	0	0	0	0	0	0	0	230	835	881	0	1698	751	0	0	0	0	0	0	0	0	1051	312	2611	2768	2750	2656	2180	2789	2563	2726	2295	2240	2834	2448	2319	2400	2238	2316	1448	1430	2587	1701	505	1543	0	242	3476	1206	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3891	4348	4487	4545	0	1282	0	1295	2916	2825	0	0	0	0	0	0	0	726	0	0	0
Rps27l	703.723077	197	243	747	584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2056	313	0	2308	2811	0	0	0	0	1134	0	0	0	0	0	0	0	0	1829	0	0	0	0	0	0	0	0	807	1232	1107	0	1090	355	0	0	0	0	0	0	0	0	2728	304	1717	1848	1508	1697	2778	2713	2600	2493	1795	1979	1743	875	1182	1313	1251	1684	698	589	1149	639	2083	2358	0	0	3092	2076	1580	0	0	137	215	0	0	167	0	0	0	1325	1636	1025	1243	3208	3612	2919	3321	0	1123	0	1119	2575	2509	126	0	0	0	0	0	0	1676	263	0	0
Megf11	702.830769	0	0	417	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	895	1683	0	0	0	0	211	0	0	0	0	0	0	0	0	390	0	0	0	0	0	0	0	0	277	1183	1155	0	2999	2298	0	0	0	0	0	0	0	0	2519	0	2732	2724	2819	2722	2843	2950	2629	2756	2391	2503	2753	2031	2114	2349	2136	2186	1936	1376	2849	1918	1154	1439	800	1166	3589	1738	807	0	0	0	0	0	0	0	0	0	0	0	238	0	0	2049	1692	2625	3283	0	693	0	624	3055	3020	0	0	0	0	0	0	0	239	0	0	0
Olfr913	683.969231	0	0	183	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1267	2691	0	0	0	0	340	0	0	0	0	0	0	0	0	440	0	0	0	0	0	0	0	0	139	935	1001	0	2888	1889	0	0	0	0	0	0	0	0	2408	123	2703	2694	2707	2676	3150	2964	2664	2963	2376	2342	2746	1747	2138	2314	1936	2159	1783	1287	2770	1854	949	1048	355	587	3719	2265	935	0	0	0	135	0	0	0	0	0	0	0	231	0	0	1306	1285	2565	3212	0	748	0	852	2949	2989	0	0	0	0	0	0	0	229	0	0	0
Alkbh3	680.346154	103	138	174	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	612	1863	0	0	0	0	331	0	0	0	0	0	0	0	0	484	0	0	0	0	0	0	0	0	257	938	995	0	3427	2046	0	0	0	0	0	0	0	0	2444	213	2579	2564	2484	2487	2695	2772	2512	2532	2490	2510	2735	1969	1839	2246	1960	2139	2082	1110	2702	1740	1330	1818	716	1265	3543	1624	599	0	0	0	0	0	0	0	0	0	0	76	169	0	0	1978	1646	2432	3305	0	428	0	571	3012	3094	274	0	0	0	0	0	0	197	0	0	0
Zfp809	673.030769	718	687	2133	2001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	1218	1716	0	0	0	0	377	0	0	0	0	0	0	0	0	593	0	0	0	0	0	0	0	0	1071	1088	1004	196	1801	823	0	0	0	0	0	0	0	0	2185	315	1939	2130	1791	2017	2073	2538	2635	2147	1890	2112	2026	1046	1195	1439	1393	1744	647	803	1162	803	1846	2202	1318	1514	3526	1265	857	0	0	199	406	0	0	231	0	0	0	0	242	0	0	2996	3081	2620	3214	0	840	0	823	2788	2797	111	0	0	0	0	0	0	2192	690	0	0
Ckap2	671.146154	124	140	939	1128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1043	296	0	446	970	0	0	0	0	895	0	0	0	0	0	0	0	0	1775	0	0	0	0	0	0	0	0	83	658	471	0	1394	702	0	0	84	113	0	0	96	99	2108	248	1495	1837	1499	1928	2549	2824	2457	2274	1904	2056	1912	908	1255	1454	1329	1849	552	383	954	458	1177	2460	0	182	3551	2727	315	0	0	182	693	0	0	310	0	0	0	401	721	178	466	3930	4444	4237	4497	0	1877	0	1885	2318	2340	156	0	0	0	0	0	0	2283	230	0	0
Ogn	666.284615	0	0	721	708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	2034	2403	0	0	0	0	305	0	0	0	0	0	0	0	0	447	0	0	0	0	0	0	0	0	492	1002	1320	180	2287	1376	0	0	0	0	0	0	0	105	2654	244	1830	1933	1648	1604	2493	2697	2421	2116	1951	2130	1914	994	914	1323	937	1234	1714	658	1931	1073	2009	1827	1232	1751	3282	2124	1430	0	0	301	306	0	0	653	278	0	0	222	353	228	269	3376	2771	2733	3754	0	496	0	507	2638	2874	0	0	0	404	163	0	0	693	0	0	0
Psrc1	661.630769	240	334	1579	1306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	2302	2699	0	0	0	0	1222	0	0	0	0	0	0	0	0	1854	0	0	0	0	0	0	0	0	550	1175	1361	0	1755	889	0	0	0	0	0	0	0	0	1712	304	1851	1849	1297	1294	1683	2473	2326	1791	1685	2055	1978	1215	724	1005	928	1217	531	803	819	409	2134	2183	239	574	3619	2169	1525	0	0	0	0	0	0	0	0	0	0	284	402	232	253	3635	3920	4067	4003	0	1206	0	1193	2527	2503	0	0	0	0	0	0	0	1744	147	0	0
Pdcl	660.023077	169	174	553	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	426	0	2312	2705	0	0	0	0	353	0	0	0	0	0	0	0	0	579	0	0	0	0	0	0	0	0	398	1230	1342	149	2167	1530	0	0	0	0	0	0	0	0	2443	298	1723	1873	1511	1658	2078	2452	2433	2067	1915	1949	1924	1031	1056	1240	777	1124	1463	714	2034	833	2065	1939	1372	1632	3389	1823	1772	0	0	223	377	0	0	528	166	0	0	218	451	175	212	3160	2874	2983	3821	0	491	0	524	2887	2639	0	0	0	281	0	0	0	512	0	0	0
Trp53inp1	658.638462	251	197	930	883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2077	528	0	2132	2048	0	0	0	0	772	0	0	0	0	0	0	0	0	1634	0	0	0	0	0	0	0	0	893	838	1031	122	971	448	0	0	0	0	0	0	0	0	1805	217	2044	2106	2065	2025	2167	1828	1785	1676	1719	1957	1944	1578	1664	1821	1670	1642	1327	1166	1986	1042	1635	1393	0	0	2101	1198	1305	0	0	99	413	0	0	219	0	0	0	1795	1971	1063	1426	3176	3192	1729	2076	0	770	0	767	2118	2052	95	0	0	295	0	0	0	1746	0	0	234
Traf4	653.307692	0	0	655	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	2264	2808	0	0	0	0	1061	0	0	0	0	0	0	0	0	1473	0	0	0	0	0	0	0	0	408	1213	1393	0	1119	628	0	0	0	0	0	0	0	0	1721	243	1954	2129	1998	2034	2023	2201	2158	1700	1833	2054	2026	1513	1684	2026	1732	1970	996	956	1939	986	1234	2043	0	0	3575	2235	946	0	0	0	0	0	0	0	0	0	0	0	202	0	0	3594	3666	3237	3719	0	1195	0	1194	2578	2433	0	0	0	0	0	0	0	1484	0	0	0
Tas2r131	650.438462	0	0	649	624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1876	2423	0	0	0	0	319	0	0	0	0	0	0	0	0	663	0	0	0	0	0	0	0	0	360	931	1141	177	2047	992	0	0	0	0	0	0	0	0	2588	173	1916	2095	1801	1795	2278	2751	2418	2391	2046	2235	2145	1196	1267	1070	971	1153	1574	781	2124	1176	1463	1406	1347	1727	3566	1967	1281	0	0	177	252	0	0	395	0	0	0	213	426	207	254	3303	2641	2321	3357	0	622	0	591	2840	2877	0	0	0	208	0	0	0	970	0	0	0
Bahcc1	648.092308	151	143	1230	1095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2239	682	238	2652	2922	0	0	0	0	1552	0	0	0	0	0	0	0	0	2480	0	0	0	0	0	0	0	0	756	333	858	0	1006	381	0	0	0	0	0	0	0	0	1876	230	1375	1428	912	891	2140	2059	2115	1710	1472	1523	1349	686	631	798	746	1105	427	651	626	271	1177	1635	0	240	3784	1032	2106	0	0	194	439	0	0	372	0	0	0	1744	2217	1383	1633	3571	4063	2945	3293	0	923	0	923	2307	2215	146	0	0	0	0	0	0	2079	92	0	0
Tmprss12	646.361538	0	0	310	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1110	2283	0	0	0	0	267	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0	0	222	958	969	0	2389	1604	0	0	0	0	0	0	0	0	2083	272	2512	2573	2553	2545	2549	2681	2530	2708	2270	2405	2520	1981	1979	2064	2166	2140	1283	1108	2206	1552	1177	910	159	348	3700	1860	729	0	0	0	0	0	0	0	0	0	0	0	190	0	104	2145	2301	2620	3213	0	613	0	618	2918	2922	0	0	0	0	0	0	0	142	0	0	0
Pnliprp2	645.461538	0	0	431	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	545	1508	0	0	0	0	391	0	0	0	0	0	0	0	0	509	0	0	0	0	0	0	0	0	452	696	966	0	2960	1833	0	0	0	0	0	0	0	0	1990	134	2425	2432	2716	2546	2807	2895	2740	2516	2445	2585	2594	1463	2140	2013	2162	2263	1354	851	2491	1658	914	1169	586	688	3622	1548	398	0	0	0	258	0	0	0	0	0	0	0	135	0	0	1438	1356	2663	3590	0	724	0	701	3058	2988	0	0	0	0	0	0	0	250	0	0	0
Cd320	643.953846	168	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	247	0	3628	3487	0	0	0	0	0	0	0	0	1141	200	2549	2469	2334	2226	2758	2623	2475	2191	2533	2520	2808	2345	2511	2444	2303	2129	2306	976	2637	1873	1642	3162	0	0	2415	2292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	720	794	4304	4040	0	1179	0	975	2604	2645	0	0	0	0	0	0	0	84	0	0	0
Ccng1	643.184615	275	208	1248	1156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	840	415	0	2336	2498	0	0	0	0	990	0	0	0	0	0	0	0	0	1355	0	0	0	0	0	0	0	0	481	1310	1234	0	966	446	0	0	135	144	0	0	130	110	2032	451	1588	1641	1135	1314	2019	2339	1974	1629	1657	1761	1829	958	977	910	893	1108	753	803	1065	501	1682	1469	0	0	3126	2102	1537	0	0	0	331	0	0	125	0	0	139	2009	2321	1352	1858	3561	3652	2160	2660	0	954	0	953	1995	1940	0	0	0	218	0	0	0	1856	0	0	0
Mfn1	641.915385	0	0	293	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1094	2613	0	0	0	0	324	0	0	0	0	0	0	0	0	472	0	0	0	0	0	0	0	0	410	597	872	0	2888	1921	0	0	0	0	0	0	0	0	1805	287	2388	2321	2300	2253	2705	2280	2125	2289	2391	2334	2301	1392	1607	1876	1875	1909	1543	1141	2455	1340	1226	1079	467	790	3677	1550	991	0	0	0	176	0	0	0	0	0	0	0	469	0	108	1834	2190	3143	3768	0	538	0	579	2801	2974	0	0	0	0	0	0	0	473	0	0	0
Dhrs7	640.423077	162	183	517	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1327	2325	0	0	0	0	236	0	0	0	0	0	0	0	0	473	0	0	0	0	0	0	0	0	590	762	748	0	2550	1693	0	0	0	0	0	0	0	0	1601	0	2418	2486	2370	2310	2138	2444	2297	2241	2271	2370	2611	1705	1844	2034	1601	2010	1908	1355	2605	1773	1084	1188	621	787	3564	1334	613	0	0	0	0	0	0	0	0	0	0	116	184	0	0	2103	1864	2625	3309	0	361	0	386	3043	3006	155	0	0	0	0	0	0	339	207	0	0
Rps19	632.400000	210	211	731	693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1253	255	0	2482	2498	0	0	0	0	954	0	0	0	0	0	0	0	0	1552	0	0	0	0	0	0	0	0	897	1143	1256	0	346	188	0	0	0	0	0	0	0	0	2497	339	1524	1747	1659	1353	2799	2677	2700	2322	1414	1844	1537	673	903	1262	968	1443	497	374	866	536	2453	2308	132	162	2481	1940	1460	0	0	144	254	0	0	173	0	0	0	1087	1441	692	840	2587	2384	2999	3607	0	895	285	890	2249	2247	0	0	0	0	0	0	0	1643	256	0	0
Mbd3l1	629.530769	0	0	148	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	803	2091	0	0	0	0	216	0	0	0	0	0	0	0	0	439	0	0	0	0	0	0	0	0	363	528	766	0	2519	1533	0	0	0	0	0	0	0	0	2386	180	2389	2492	2633	2590	2758	2899	2877	2794	2068	2211	2509	1673	1876	2304	1744	2056	1415	826	2293	1529	863	1112	692	842	3477	2057	1173	0	0	0	0	0	0	0	0	0	0	0	248	0	0	1401	1524	2092	2913	0	657	0	581	3009	2973	0	0	0	0	0	0	0	133	0	0	0
Defb28	622.730769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	1344	0	0	0	0	485	0	0	0	0	0	0	0	0	593	0	0	0	0	0	0	0	0	0	902	716	0	2963	1985	0	0	0	0	0	0	0	0	1441	146	2773	2772	2868	2574	3049	2869	2618	2927	2402	2443	2734	2089	2251	2626	2043	1980	1455	938	2244	1428	1015	1601	0	0	3311	2384	756	0	0	0	0	0	0	0	0	0	0	0	123	0	0	1034	1054	1923	2705	0	650	0	650	2873	2857	0	0	0	0	0	0	0	189	0	0	0
Mdm4	616.746154	150	106	763	654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	2322	2393	0	0	0	0	985	0	0	0	0	0	0	0	0	1102	0	0	0	0	0	0	0	0	0	1263	1234	0	1303	554	0	0	0	0	0	0	0	0	1512	0	1674	1692	1678	1635	1694	1662	1713	1646	1389	1347	1667	1604	1705	1663	1518	1473	1762	1625	1844	1486	1337	1547	0	0	2490	1757	1780	0	0	0	0	0	0	0	0	0	0	936	1916	905	1127	2710	2956	2729	2928	0	1192	169	1194	1864	1863	74	0	0	0	0	0	0	1695	0	0	234
Mtr	616.007692	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	695	1724	0	0	0	0	365	0	0	0	0	0	0	0	0	452	0	0	0	0	0	0	0	0	180	686	591	0	2456	1969	0	0	0	0	0	0	0	0	1907	111	2685	2616	2618	2650	2640	2694	2599	2646	2420	2514	2643	1629	1911	2247	2080	2158	1558	1074	2215	1445	706	779	699	959	3508	1552	549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	894	946	2612	3409	0	615	0	666	2788	2848	0	0	0	0	0	0	0	154	0	0	0
Olfr1123	612.438462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364	393	0	3574	2800	0	0	0	0	0	0	0	0	1796	204	3012	2939	2772	2874	3600	3338	3135	3344	2761	2859	2797	2063	2705	2675	2704	2562	3199	1761	3183	2706	523	881	0	0	554	2933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	844	1308	0	0	0	0	3250	3204	0	0	0	0	0	0	0	0	0	0	0
Ulbp1	612.292308	0	0	614	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1717	2325	0	0	0	0	491	0	0	0	0	0	0	0	0	437	0	0	0	0	0	0	0	0	375	1032	1054	163	1813	1021	0	0	0	0	0	0	0	0	2241	160	1830	1971	1525	1819	2113	2499	2272	2115	1939	2023	1956	970	904	1102	1062	1255	1733	726	2088	1024	1459	1403	1331	1662	3399	1873	1101	0	0	179	409	0	0	433	174	0	0	0	169	189	0	2913	2545	2341	3770	0	730	0	593	2617	2767	0	0	0	219	0	0	0	485	0	0	0
Crygn	612.184615	0	0	306	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1573	2198	0	0	0	0	205	0	0	0	0	0	0	0	0	418	0	0	0	0	0	0	0	0	182	1064	969	0	2489	1673	0	0	0	0	0	0	0	0	2695	191	1954	1994	1760	1884	2721	2839	2532	2128	1767	2221	2006	1120	1082	1176	973	1164	1671	925	2342	1110	1806	1884	889	1098	3647	1978	840	0	0	0	210	0	0	284	0	0	0	0	181	0	134	2427	1998	2203	3168	0	404	0	670	2811	2642	0	0	0	222	0	0	0	440	0	0	0
Vpreb1	610.569231	231	193	771	810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	939	0	0	0	0	716	0	0	0	0	0	0	0	0	987	0	0	0	0	0	0	0	0	0	299	238	0	1182	682	0	0	0	0	0	0	0	0	1946	406	2206	2355	2318	2208	2389	2766	2597	2477	2280	2379	2275	1805	1714	1950	1702	2161	1365	1317	2036	981	840	1472	0	0	3704	1494	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2926	3059	2997	3978	0	820	0	819	2228	2270	306	0	0	0	0	0	0	1191	0	0	0
Top3b	610.569231	231	193	771	810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	939	0	0	0	0	716	0	0	0	0	0	0	0	0	987	0	0	0	0	0	0	0	0	0	299	238	0	1182	682	0	0	0	0	0	0	0	0	1946	406	2206	2355	2318	2208	2389	2766	2597	2477	2280	2379	2275	1805	1714	1950	1702	2161	1365	1317	2036	981	840	1472	0	0	3704	1494	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2926	3059	2997	3978	0	820	0	819	2228	2270	306	0	0	0	0	0	0	1191	0	0	0
Rprd1a	609.730769	168	161	627	532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1512	2431	0	0	0	0	398	0	0	0	0	0	0	0	0	698	0	0	0	0	0	0	0	0	384	1065	986	149	1862	1114	0	0	0	0	0	0	0	0	2468	146	1876	1953	1574	1748	2106	2400	2255	1916	1830	2082	1937	983	844	1167	847	1147	1425	666	1974	1178	1357	1277	1522	1582	3345	1720	1099	0	0	0	337	0	0	376	155	0	0	231	206	209	159	2911	2568	2509	3723	0	581	0	663	2621	2736	0	0	0	0	0	0	0	641	128	0	0
Zfp981	608.253846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	1256	0	0	0	0	99	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	1323	1413	0	3232	2557	0	0	179	187	0	0	173	159	2813	562	2021	2018	2102	2165	2655	2243	1833	2350	1785	1850	2096	1574	1553	1731	1491	1769	1556	1665	2122	1453	2818	2698	722	1086	2558	2374	586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1500	1309	2132	2827	0	557	0	553	2359	2372	0	0	0	0	0	0	0	0	0	0	0
Igll1	607.261538	132	168	771	810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	939	0	0	0	0	716	0	0	0	0	0	0	0	0	987	0	0	0	0	0	0	0	0	0	299	238	0	1182	682	0	0	0	0	0	0	0	0	1946	406	2206	2355	2318	2208	2389	2766	2597	2477	2280	2379	2275	1805	1714	1950	1702	2161	1365	1317	2036	981	840	1472	0	0	3704	1494	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2926	3059	2997	3978	0	820	0	819	2228	2270	0	0	0	0	0	0	0	1191	0	0	0
Zfp873	606.938462	147	152	181	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	670	1497	0	0	0	0	259	0	0	0	0	0	0	0	0	352	0	0	0	0	0	0	0	0	188	481	532	0	2240	1711	0	0	0	0	0	0	0	0	1909	208	2540	2484	2611	2657	2340	2799	2657	2764	2412	2407	2548	1815	1805	2195	2047	2238	1638	1177	2446	1672	1134	1090	543	863	3319	1686	764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1034	934	1855	2489	0	561	0	520	2914	2971	119	0	0	0	0	0	0	165	0	0	0
Fndc10	606.807692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2269	2696	0	0	0	0	987	0	0	0	0	0	0	0	0	1711	0	0	0	0	0	0	0	0	0	842	809	0	1213	678	0	0	0	0	0	0	0	0	1773	315	2105	2067	1329	1408	2570	2608	2385	2338	1834	2136	1989	1341	938	983	830	1181	641	667	912	524	2128	2565	0	0	3402	2171	1755	0	0	0	0	0	0	0	0	0	0	244	596	209	216	3715	3653	2694	3425	0	1156	0	1157	1993	1931	103	0	0	0	0	0	0	1693	0	0	0
Chd9	604.176923	110	142	687	620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	0	0	2648	3116	0	0	0	0	885	0	0	0	0	0	0	0	0	1555	0	0	0	0	0	0	0	0	252	735	699	93	1377	537	0	0	0	0	0	0	0	0	2506	408	1539	1567	1482	1373	2261	2417	2273	1767	1925	1986	1717	1094	1170	1323	1175	1354	973	1000	1324	817	1673	2000	187	399	3508	2366	1005	0	0	0	147	0	0	0	0	0	0	0	232	0	0	3813	4145	2719	3565	0	359	0	358	2347	2160	88	0	0	0	0	0	0	177	0	0	0
Dglucy	601.530769	332	319	1515	1386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1697	332	0	2581	3219	0	0	0	0	1041	0	0	0	0	0	0	0	0	1436	0	0	0	0	0	0	0	0	829	257	284	0	912	448	0	0	0	0	0	0	0	0	1935	192	1072	1445	957	940	2355	2267	2117	1493	1060	1137	949	459	441	615	677	825	497	407	703	492	861	1568	0	200	3047	1945	2087	0	0	163	503	0	0	0	0	0	0	1658	2015	1147	1434	3832	4113	2789	3134	0	1494	0	1493	1536	1510	0	0	0	0	0	0	0	2047	0	0	0
