Target_genes	Atf2|Average	SRX515669|3T3-L1	SRX520192|3T3-L1	STRING
Wdr77	58.500000	117	0	0
Vhl	58.500000	117	0	0
Uts2r	58.500000	117	0	0
Trmt44	58.500000	0	117	0
Trem2	58.500000	117	0	0
Tmem259	58.500000	117	0	0
Tmem164	58.500000	117	0	0
Timp3	58.500000	117	0	0
Tedc1	58.500000	117	0	0
Synpo2l	58.500000	117	0	0
Susd1	58.500000	117	0	0
Spag8	58.500000	117	0	0
Slc10a3	58.500000	117	0	0
Shld1	58.500000	117	0	0
Serp2	58.500000	0	117	0
Senp7	58.500000	117	0	0
Runx1	58.500000	117	0	0
Rpusd1	58.500000	117	0	0
Rplp2	58.500000	117	0	0
Rbm41	58.500000	117	0	0
Rbm4	58.500000	117	0	0
Rarres1	58.500000	117	0	0
Prr19	58.500000	117	0	0
Pllp	58.500000	117	0	0
Pafah1b3	58.500000	117	0	0
Nxt2	58.500000	117	0	0
Nat8	58.500000	117	0	0
Myoz1	58.500000	117	0	0
Mrpl37	58.500000	117	0	0
Mbd3l2	58.500000	117	0	0
Macrod1	58.500000	117	0	0
Lrp4	58.500000	117	0	0
Khdc3	58.500000	117	0	0
Ipcef1	58.500000	117	0	0
Ifngr1	58.500000	117	0	0
Hint2	58.500000	117	0	0
Gtse1	58.500000	117	0	0
Gspt1	58.500000	117	0	0
Gm44504	58.500000	117	0	0
Foxn3	58.500000	117	0	0
Fam124a	58.500000	117	0	0
Erich4	58.500000	117	0	0
Ercc3	58.500000	117	0	0
Eif4e1b	58.500000	117	0	0
Ehd2	58.500000	117	0	0
Dmac2	58.500000	117	0	0
Ddx27	58.500000	117	0	0
Cyb5rl	58.500000	117	0	0
Crip2	58.500000	117	0	0
Crip1	58.500000	117	0	0
Cnn2	58.500000	117	0	0
Clcn5	58.500000	117	0	0
Chtf18	58.500000	117	0	0
Ccnjl	58.500000	117	0	0
Ccdc22	58.500000	117	0	0
Cacna1f	58.500000	117	0	0
Bmf	58.500000	117	0	0
Atrnl1	58.500000	117	0	0
Atp5pb	58.500000	117	0	0
Arl6	58.500000	117	0	0
Akap1	58.500000	117	0	0
AI987944	58.500000	117	0	0
Zswim4	58.000000	116	0	0
Zfp84	58.000000	116	0	0
Zfp626	58.000000	116	0	0
Zfp524	58.000000	116	0	0
Slc39a9	58.000000	116	0	0
Slc38a2	58.000000	116	0	0
Rtn4rl2	58.000000	116	0	0
Rps6ka5	58.000000	116	0	0
Psmc2	58.000000	116	0	0
Ppm1f	58.000000	0	116	0
Mpp5	58.000000	116	0	0
Manbal	58.000000	116	0	0
Immp2l	58.000000	116	0	0
Hmgb2	58.000000	116	0	0
Gabrr2	58.000000	116	0	0
Fiz1	58.000000	116	0	0
Fam234a	58.000000	116	0	0
Etv3l	58.000000	116	0	0
Erh	58.000000	116	0	0
Egln2	58.000000	116	0	0
Dstyk	58.000000	0	116	0
Dnajc2	58.000000	116	0	0
Col4a2	58.000000	116	0	0
Col4a1	58.000000	116	0	0
Zfp655	57.500000	0	115	0
Trappc8	57.500000	115	0	0
Stk32c	57.500000	0	115	0
Sfi1	57.500000	0	115	0
Serpine3	57.500000	115	0	0
Ppp1r12b	57.500000	115	0	0
Lrrc27	57.500000	0	115	0
Krt18	57.500000	115	0	0
Kansl1l	57.500000	115	0	0
Epyc	57.500000	115	0	0
Eloc	57.500000	115	0	0
Cabp4	57.500000	115	0	0
Adcy7	57.500000	115	0	0
Adat1	57.500000	115	0	0
Acin1	57.500000	115	0	0
1700123O20Rik	57.500000	115	0	0
Yipf5	57.000000	114	0	0
Wasf1	57.000000	114	0	0
Tsnaxip1	57.000000	114	0	0
Tm4sf1	57.000000	114	0	0
Spsb3	57.000000	114	0	0
Spop	57.000000	114	0	0
Sort1	57.000000	114	0	0
Selenbp1	57.000000	114	0	0
Ranbp10	57.000000	114	0	0
Prep	57.000000	114	0	0
Ppp1r16a	57.000000	114	0	0
Pdcd2	57.000000	114	0	0
Nubp2	57.000000	114	0	0
Ivd	57.000000	114	0	0
Gne	57.000000	0	114	0
Gnb1	57.000000	114	0	0
Foxh1	57.000000	114	0	0
Dhrs4	57.000000	114	0	0
Cdc40	57.000000	114	0	0
Arf6	57.000000	114	0	0
Actr3	57.000000	114	0	0
Acsf2	57.000000	114	0	0
AI413582	57.000000	114	0	0
Zfp385a	56.500000	113	0	0
St3gal4	56.500000	113	0	0
Ptgs2	56.500000	0	113	0
Mfsd10	56.500000	113	0	0
Hoxd4	56.500000	113	0	0
Hoxb13	56.500000	113	0	0
Emc2	56.500000	113	0	0
Arap1	56.500000	113	0	0
Wdr91	56.000000	112	0	0
Trim35	56.000000	112	0	0
Srebf1	56.000000	112	0	0
Smarcc2	56.000000	112	0	0
Rgs19	56.000000	112	0	0
Rab18	56.000000	112	0	0
Osbpl3	56.000000	112	0	0
Nadk	56.000000	112	0	0
Mgat1	56.000000	112	0	0
Lkaaear1	56.000000	112	0	0
Igfbp3	56.000000	112	0	0
Hnrnpa1	56.000000	112	0	0
Fam151b	56.000000	112	0	0
Ercc6l2	56.000000	112	0	0
Dusp7	56.000000	112	0	0
Cln5	56.000000	112	0	0
Cbx5	56.000000	112	0	0
B3gntl1	56.000000	112	0	0
Atp5b	56.000000	112	0	0
Akap8l	56.000000	112	0	0
Ahcy	56.000000	112	0	0
Zfp871	55.500000	111	0	0
Zfp64	55.500000	0	111	0
Wdr25	55.500000	111	0	0
Wars	55.500000	111	0	0
Snai2	55.500000	111	0	0
Slc41a3	55.500000	111	0	0
Rom1	55.500000	111	0	0
Rhot2	55.500000	111	0	0
Ppp6r2	55.500000	111	0	0
Ppp2r2a	55.500000	111	0	0
Pfdn4	55.500000	111	0	0
Mrps14	55.500000	111	0	0
Loxl1	55.500000	111	0	0
Lman2	55.500000	111	0	0
Lgmn	55.500000	111	0	0
Klhl18	55.500000	111	0	0
Kif9	55.500000	111	0	0
H2ax	55.500000	111	0	0
Gcdh	55.500000	111	0	0
Fos	55.500000	0	111	0
Eml3	55.500000	111	0	0
Cpt2	55.500000	111	0	0
Col3a1	55.500000	111	0	0
Ciart	55.500000	111	0	0
Arhgef19	55.500000	111	0	0
Acadl	55.500000	111	0	0
Zbtb7c	55.000000	110	0	0
Ushbp1	55.000000	110	0	0
Txlng	55.000000	110	0	0
Sel1l	55.000000	110	0	0
Rnf135	55.000000	110	0	0
Rbm4b	55.000000	110	0	0
Ppih	55.000000	110	0	0
Nt5c2	55.000000	110	0	0
Nsun7	55.000000	110	0	0
Mapk8ip1	55.000000	0	110	0
Lama4	55.000000	110	0	0
Frat1	55.000000	0	110	0
Fbxo42	55.000000	110	0	0
Fam83d	55.000000	110	0	0
Eral1	55.000000	110	0	0
Dpp8	55.000000	110	0	0
Dipk1a	55.000000	110	0	0
Ddx19a	55.000000	0	110	0
Csk	55.000000	110	0	0
Cr1l	55.000000	110	0	0
Coq3	55.000000	110	0	0
Ccdc170	55.000000	110	0	0
Babam1	55.000000	110	0	0
B230307C23Rik	55.000000	110	0	0
Zfhx4	54.500000	109	0	0
Zadh2	54.500000	109	0	0
Tshz1	54.500000	109	0	0
Traf4	54.500000	109	0	0
Tpp1	54.500000	109	0	0
Snrk	54.500000	109	0	0
S100a6	54.500000	109	0	0
Rabl3	54.500000	109	0	0
Psmg1	54.500000	0	109	0
Ppp1r3e	54.500000	109	0	0
Pgap3	54.500000	109	0	0
Pacsin2	54.500000	109	0	0
Pabpn1	54.500000	109	0	0
Mbd2	54.500000	109	0	0
Kri1	54.500000	109	0	0
Kifbp	54.500000	109	0	0
Hsdl2	54.500000	109	0	0
Gtf2e1	54.500000	109	0	0
Eef1g	54.500000	109	0	0
Csnk1d	54.500000	0	109	0
Cplx3	54.500000	109	0	0
Cdkn2d	54.500000	109	0	0
Angptl6	54.500000	109	0	0
Abi3bp	54.500000	109	0	0
Zfp229	54.000000	108	0	0
Ube3c	54.000000	0	108	0
Stub1	54.000000	108	0	0
Sec24c	54.000000	108	0	0
Sdc1	54.000000	108	0	0
Rhbdl1	54.000000	108	0	0
Qpct	54.000000	108	0	0
Pnp	54.000000	108	0	0
Pmf1	54.000000	108	0	0
Pip4p2	54.000000	108	0	0
Pcmt1	54.000000	108	0	0
Parp9	54.000000	108	0	0
Oat	54.000000	108	0	0
Nup43	54.000000	108	0	0
Npff	54.000000	108	0	0
Jmjd8	54.000000	108	0	0
Irs3	54.000000	108	0	0
Idh2	54.000000	108	0	0
Hoxa3	54.000000	108	0	0
H2az1	54.000000	108	0	0
Gpatch8	54.000000	0	108	0
Gm5544	54.000000	0	108	0
Gcnt7	54.000000	108	0	0
Fuca1	54.000000	108	0	0
Fbxl14	54.000000	108	0	0
Fam53b	54.000000	108	0	0
Dtx3l	54.000000	108	0	0
Cpt1b	54.000000	108	0	0
Chkb	54.000000	108	0	0
Cetn4	54.000000	108	0	0
Bbs12	54.000000	108	0	0
9430015G10Rik	54.000000	108	0	0
Thumpd3	53.500000	107	0	0
Srek1ip1	53.500000	107	0	0
Selenof	53.500000	107	0	0
Secisbp2	53.500000	0	107	0
Scd3	53.500000	107	0	0
Prpf38a	53.500000	107	0	0
Phf14	53.500000	107	0	0
Orc1	53.500000	107	0	0
Ndufa4	53.500000	107	0	0
Mtmr12	53.500000	107	0	0
Igsf10	53.500000	107	0	0
Hspbp1	53.500000	107	0	0
Hs2st1	53.500000	107	0	0
Fam13b	53.500000	107	0	0
Exoc1	53.500000	107	0	0
Dynlrb1	53.500000	107	0	0
Dazap2	53.500000	107	0	0
Cyp1b1	53.500000	107	0	0
Cwc27	53.500000	107	0	0
Cdc25a	53.500000	107	0	0
Aff1	53.500000	107	0	0
Acy3	53.500000	107	0	0
Abcb7	53.500000	107	0	0
5430403G16Rik	53.500000	107	0	0
Tigar	53.000000	106	0	0
Suco	53.000000	0	106	0
Srpk2	53.000000	106	0	0
Snupn	53.000000	106	0	0
Septin9	53.000000	106	0	0
Pdlim2	53.000000	106	0	0
Osgep	53.000000	106	0	0
Mob1b	53.000000	106	0	0
Meis2	53.000000	106	0	0
Gnb2	53.000000	106	0	0
Gli1	53.000000	106	0	0
Fam193b	53.000000	106	0	0
Fam110c	53.000000	0	106	0
Evi5l	53.000000	106	0	0
Dlgap4	53.000000	106	0	0
Cmbl	53.000000	106	0	0
Cbll1	53.000000	106	0	0
Apex1	53.000000	106	0	0
Aldh3b3	53.000000	106	0	0
Zfp976	52.500000	105	0	0
Zfp111	52.500000	105	0	0
Xaf1	52.500000	105	0	0
Ubxn8	52.500000	105	0	0
Tprn	52.500000	105	0	0
Tomt	52.500000	105	0	0
Tmem9	52.500000	105	0	0
Tbkbp1	52.500000	105	0	0
Tbc1d25	52.500000	105	0	0
St6galnac4	52.500000	105	0	0
Srp72	52.500000	105	0	0
Sorcs2	52.500000	105	0	0
Sigmar1	52.500000	105	0	0
Sema4c	52.500000	105	0	0
Rnf40	52.500000	105	0	0
Retreg1	52.500000	105	0	0
Rbfox2	52.500000	105	0	0
Rad9a	52.500000	105	0	0
R3hdml	52.500000	105	0	0
Ptpn23	52.500000	105	0	0
Ppp1cb	52.500000	105	0	0
Plvap	52.500000	105	0	0
Orai1	52.500000	105	0	0
Olfr71	52.500000	105	0	0
Olfr70	52.500000	105	0	0
Nr1d1	52.500000	105	0	0
Lamtor1	52.500000	105	0	0
Kcnt1	52.500000	105	0	0
Jmy	52.500000	105	0	0
Itgb3bp	52.500000	105	0	0
Igsf8	52.500000	105	0	0
Gykl1	52.500000	105	0	0
Gm6712	52.500000	0	105	0
Efnb2	52.500000	105	0	0
Efcab7	52.500000	105	0	0
Dusp5	52.500000	105	0	0
Dtd2	52.500000	105	0	0
Cldn11	52.500000	105	0	0
Clasp1	52.500000	105	0	0
Ckap4	52.500000	105	0	0
Cct5	52.500000	105	0	0
Ccdc189	52.500000	105	0	0
Atpsckmt	52.500000	105	0	0
Arhgef17	52.500000	105	0	0
Ap1m1	52.500000	105	0	0
Zfp938	52.000000	104	0	0
Zfp40	52.000000	104	0	0
Zfp26	52.000000	104	0	0
Utrn	52.000000	104	0	0
Mpdu1	52.000000	104	0	0
Map2k6	52.000000	104	0	0
Impdh1	52.000000	104	0	0
Cbl	52.000000	104	0	0
Akirin2	52.000000	104	0	0
Zfp106	51.500000	103	0	0
Tbc1d9b	51.500000	103	0	0
Snap23	51.500000	103	0	0
Rap2b	51.500000	103	0	0
Rad51ap1	51.500000	103	0	0
Pla2g12a	51.500000	103	0	0
Mbp	51.500000	103	0	0
Krcc1	51.500000	103	0	0
Ipmk	51.500000	103	0	0
D6Wsu163e	51.500000	103	0	0
Cisd1	51.500000	103	0	0
Arhgdib	51.500000	103	0	0
Arhgap24	51.500000	0	103	0
2610044O15Rik8	51.500000	103	0	0
Zscan25	51.000000	102	0	0
Ugt1a8	51.000000	102	0	0
Ubl5	51.000000	102	0	0
Tmem150a	51.000000	102	0	0
Timm17a	51.000000	102	0	0
Tacc2	51.000000	102	0	0
Sav1	51.000000	102	0	0
Pkn1	51.000000	102	0	0
Mbnl1	51.000000	102	0	0
Fbxl12	51.000000	102	0	0
Fam214a	51.000000	102	0	0
Fam120a	51.000000	102	0	0
Fam111a	51.000000	102	0	0
F11r	51.000000	102	0	0
Eya3	51.000000	102	0	0
Dcxr	51.000000	102	0	0
Ccdc93	51.000000	102	0	0
B9d2	51.000000	102	0	0
Acer1	51.000000	102	0	0
Zmym5	50.500000	101	0	0
Wwtr1	50.500000	101	0	0
Wipi2	50.500000	101	0	0
Wdr54	50.500000	101	0	0
Vps26a	50.500000	101	0	0
Tysnd1	50.500000	101	0	0
Tst	50.500000	101	0	0
Tmem184b	50.500000	101	0	0
Sar1a	50.500000	0	101	0
Pon2	50.500000	101	0	0
Mrpl22	50.500000	101	0	0
Mpst	50.500000	101	0	0
Mga	50.500000	101	0	0
Med16	50.500000	101	0	0
Lpin1	50.500000	101	0	0
Incenp	50.500000	101	0	0
Hadh	50.500000	101	0	0
Gemin5	50.500000	101	0	0
Fam53a	50.500000	0	101	0
Ern1	50.500000	101	0	0
Efcab14	50.500000	0	101	0
Calr	50.500000	101	0	0
1700003E16Rik	50.500000	101	0	0
Zswim7	50.000000	100	0	0
Yipf4	50.000000	100	0	0
Vim	50.000000	100	0	0
Utp6	50.000000	100	0	0
Unc13a	50.000000	100	0	0
Ttc19	50.000000	100	0	0
Sfxn1	50.000000	100	0	0
S100a5	50.000000	100	0	0
Naca	50.000000	100	0	0
Lfng	50.000000	100	0	0
Jak3	50.000000	100	0	0
Hpdl	50.000000	100	0	0
H3c11	50.000000	100	0	0
H2bc22	50.000000	100	0	0
H2ac22	50.000000	100	0	0
H2-T9	50.000000	100	0	0
H2-T22	50.000000	100	0	0
H1f5	50.000000	100	0	0
Gm6034	50.000000	100	0	0
Dnajc12	50.000000	100	0	0
Cfap43	50.000000	0	100	0
1190005I06Rik	50.000000	100	0	0
Ypel3	49.500000	99	0	0
Tbx6	49.500000	99	0	0
Sox9	49.500000	99	0	0
Rtn4	49.500000	99	0	0
Rnf4	49.500000	99	0	0
Golga7b	49.500000	99	0	0
Gm38499	49.500000	99	0	0
Fam214b	49.500000	99	0	0
Epb41l4b	49.500000	99	0	0
Cep250	49.500000	99	0	0
Bri3	49.500000	99	0	0
Ahnak	49.500000	99	0	0
Acacb	49.500000	99	0	0
Zfyve16	49.000000	98	0	0
Tada3	49.000000	98	0	0
Sbf2	49.000000	98	0	0
Rplp1	49.000000	98	0	0
Ndufs8	49.000000	98	0	0
Ndufa2	49.000000	98	0	0
Ik	49.000000	98	0	0
Ift140	49.000000	98	0	0
Hacd3	49.000000	98	0	0
Cramp1l	49.000000	98	0	0
Bok	49.000000	98	0	0
Arpc4	49.000000	98	0	0
Alkbh6	49.000000	98	0	0
Zfp956	48.500000	97	0	0
Tmem135	48.500000	97	0	0
Nqo2	48.500000	97	0	0
Nfe2	48.500000	97	0	0
Llph	48.500000	97	0	0
Aldh9a1	48.500000	97	0	0
Trip4	48.000000	96	0	0
Taf1d	48.000000	96	0	0
Skil	48.000000	96	0	0
Papln	48.000000	96	0	0
Mthfsd	48.000000	96	0	0
Med25	48.000000	96	0	0
Irf7	48.000000	96	0	0
Il17rc	48.000000	96	0	0
Fam227a	48.000000	96	0	0
Csnk1g1	48.000000	96	0	0
Clec10a	48.000000	96	0	0
Cby1	48.000000	96	0	0
Adam23	48.000000	96	0	0
4931406C07Rik	48.000000	96	0	0
Trappc5	47.500000	95	0	0
Tctn1	47.500000	95	0	0
Sh3glb2	47.500000	95	0	0
Rrad	47.500000	95	0	0
Rel	47.500000	0	95	0
Rbm18	47.500000	95	0	0
Mrrf	47.500000	95	0	0
Itpkb	47.500000	95	0	0
Gigyf1	47.500000	95	0	0
Fcor	47.500000	95	0	0
Depp1	47.500000	95	0	0
Cyb5a	47.500000	95	0	0
Zfp764	47.000000	94	0	0
Zfc3h1	47.000000	94	0	0
Zdhhc12	47.000000	94	0	0
Tspan6	47.000000	94	0	0
Tmx2	47.000000	94	0	0
Thap2	47.000000	94	0	0
Tas2r126	47.000000	94	0	0
Stk36	47.000000	94	0	0
Srcin1	47.000000	94	0	0
Sorbs3	47.000000	94	0	0
Snrnp25	47.000000	94	0	0
Sec61b	47.000000	94	0	0
Rnf25	47.000000	94	0	0
Rasl11b	47.000000	94	0	0
Prlr	47.000000	94	0	0
Parp1	47.000000	94	0	0
Paf1	47.000000	94	0	0
Numb	47.000000	94	0	0
Mrps9	47.000000	94	0	0
Med29	47.000000	94	0	0
Med19	47.000000	94	0	0
Map3k7cl	47.000000	94	0	0
Map2k1	47.000000	94	0	0
Il9r	47.000000	94	0	0
Gstm6	47.000000	94	0	0
Glipr1l3	47.000000	94	0	0
Fkbp3	47.000000	94	0	0
Fancm	47.000000	94	0	0
Fam131b	47.000000	94	0	0
Eif2s3x	47.000000	94	0	0
Crim1	47.000000	0	94	0
Clba1	47.000000	94	0	0
Cdc20	47.000000	94	0	0
Caps2	47.000000	94	0	0
Blm	47.000000	94	0	0
Arf3	47.000000	94	0	0
Alg2	47.000000	94	0	0
Trappc2l	46.500000	93	0	0
Slc25a35	46.500000	93	0	0
Pdxdc1	46.500000	0	93	0
Mterf2	46.500000	93	0	0
Mpv17l	46.500000	0	93	0
Mgat4e	46.500000	93	0	0
Hsbp1	46.500000	93	0	0
Galns	46.500000	93	0	0
Zfp637	46.000000	92	0	0
Tagap1	46.000000	92	0	0
Steap3	46.000000	92	0	0
Srgap2	46.000000	92	0	0
Serpinb9	46.000000	92	0	0
Lmod1	46.000000	92	0	0
H3c2	46.000000	92	0	0
Fam72a	46.000000	92	0	0
Coq10a	46.000000	92	0	0
4930505A04Rik	46.000000	92	0	0
Txnrd1	45.500000	91	0	0
Tmed1	45.500000	91	0	0
Ssbp4	45.500000	91	0	0
Slc38a9	45.500000	91	0	0
Slc1a3	45.500000	91	0	0
Rmdn1	45.500000	91	0	0
Rab4a	45.500000	91	0	0
Mtmr7	45.500000	91	0	0
Med18	45.500000	91	0	0
Mbtps1	45.500000	91	0	0
Lyst	45.500000	91	0	0
Lrrc25	45.500000	91	0	0
Ipo5	45.500000	91	0	0
Eif1ad	45.500000	91	0	0
Dnajb5	45.500000	91	0	0
Dglucy	45.500000	91	0	0
Cpne3	45.500000	91	0	0
Banf1	45.500000	91	0	0
Atp5g1	45.500000	91	0	0
Tspan12	45.000000	90	0	0
Tdrp	45.000000	90	0	0
Map2k7	45.000000	90	0	0
Kyat3	45.000000	90	0	0
Glt28d2	45.000000	90	0	0
Cln3	45.000000	90	0	0
Cdkn2aip	45.000000	90	0	0
Calm3	45.000000	90	0	0
Apobr	45.000000	90	0	0
Specc1	44.500000	89	0	0
Rrs1	44.500000	89	0	0
Rexo4	44.500000	89	0	0
Pi16	44.500000	89	0	0
Nnt	44.500000	89	0	0
Adhfe1	44.500000	89	0	0
Ybx3	44.000000	88	0	0
Scai	44.000000	88	0	0
Rad18	44.000000	0	88	0
Nfu1	44.000000	88	0	0
Mfn1	44.000000	88	0	0
Ksr1	44.000000	88	0	0
Cenpa	44.000000	88	0	0
Cabin1	44.000000	88	0	0
Adgrg3	44.000000	0	88	0
Abca8a	44.000000	88	0	0
Nr2f2	43.500000	87	0	0
Nr1d2	43.500000	87	0	0
Gcsh	43.500000	87	0	0
Foxo6	43.500000	87	0	0
Clasp2	43.500000	0	87	0
S100a11	43.000000	86	0	0
P3h1	43.000000	86	0	0
Nid1	43.000000	86	0	0
Ndufs5	43.000000	86	0	0
Memo1	43.000000	86	0	0
Dse	43.000000	86	0	0
Alyref2	43.000000	86	0	0
AU022252	43.000000	86	0	0
Zfp157	42.500000	85	0	0
Tmed10	42.500000	85	0	0
Tctn2	42.500000	85	0	0
Smarca5	42.500000	0	85	0
Ptbp1	42.500000	85	0	0
Pknox1	42.500000	85	0	0
Mtmr14	42.500000	85	0	0
Dnm2	42.500000	85	0	0
Ankzf1	42.500000	85	0	0
Zrsr2	42.000000	84	0	0
Znhit6	42.000000	84	0	0
Sh2b1	42.000000	84	0	0
Rtl8a	42.000000	84	0	0
Pkia	42.000000	84	0	0
Peli1	42.000000	84	0	0
Pdlim5	42.000000	84	0	0
Otulinl	42.000000	84	0	0
Ing2	42.000000	0	84	0
Ehbp1	42.000000	84	0	0
Chrdl1	42.000000	84	0	0
Btbd2	42.000000	84	0	0
Aqp3	42.000000	84	0	0
Tmem87a	41.500000	83	0	0
Tcn2	41.500000	83	0	0
Srsf3	41.500000	83	0	0
Prkci	41.500000	83	0	0
Plbd2	41.500000	83	0	0
Klf13	41.500000	83	0	0
Hspa8	41.500000	83	0	0
Ganc	41.500000	83	0	0
Bcl2l12	41.500000	83	0	0
Tm9sf3	41.000000	0	82	0
Tcp1	41.000000	82	0	0
Prdm9	41.000000	82	0	0
Mrpl18	41.000000	82	0	0
Cdc7	41.000000	82	0	0
Cacna1g	41.000000	82	0	0
Trim69	40.500000	81	0	0
Tmem209	40.500000	81	0	0
Tbc1d10a	40.500000	0	81	0
Ssmem1	40.500000	81	0	0
Rdh14	40.500000	81	0	0
Nmnat1	40.500000	81	0	0
Nme2	40.500000	81	0	0
Lzic	40.500000	81	0	0
Ibtk	40.500000	81	0	0
Glyctk	40.500000	81	0	0
Gatad2b	40.500000	81	0	0
Dact3	40.500000	81	0	0
Trappc11	40.000000	80	0	0
Rwdd4a	40.000000	80	0	0
Pcbp2	40.000000	0	80	0
Pak4	40.000000	80	0	0
Lgals6	40.000000	80	0	0
Lgals4	40.000000	80	0	0
Ccng1	40.000000	80	0	0
Blcap	40.000000	80	0	0
Agfg2	40.000000	80	0	0
Oscp1	39.500000	79	0	0
Ifit3b	39.500000	79	0	0
Gm32856	39.500000	79	0	0
Ccser2	39.500000	79	0	0
Brip1	39.500000	79	0	0
Zfp784	39.000000	78	0	0
Tmigd3	39.000000	78	0	0
Rps27l	39.000000	78	0	0
Ppp1r12a	39.000000	0	78	0
Pdk4	39.000000	78	0	0
Map2k4	39.000000	78	0	0
Eif3b	39.000000	78	0	0
Abcc10	39.000000	78	0	0
Pym1	38.500000	77	0	0
Pes1	38.500000	77	0	0
Dlat	38.500000	77	0	0
Dgka	38.500000	77	0	0
Lgr4	37.500000	75	0	0
Kazald1	37.500000	75	0	0
Cish	37.500000	75	0	0
Tmsb4x	37.000000	74	0	0
Tcl1b1	37.000000	74	0	0
Slc17a7	37.000000	74	0	0
Serpinb8	37.000000	74	0	0
Grina	37.000000	74	0	0
Gck	37.000000	74	0	0
Elob	37.000000	74	0	0
Diaph3	37.000000	74	0	0
Cyp2j9	37.000000	74	0	0
Nfatc2ip	36.500000	73	0	0
Mrpl20	36.500000	73	0	0
Dtx3	36.500000	0	73	0
Zfp60	36.000000	72	0	0
Src	36.000000	72	0	0
Rab40b	36.000000	72	0	0
Inpp5b	36.000000	72	0	0
Fabp4	36.000000	72	0	0
Serpinh1	35.500000	71	0	0
Pdzd9	35.500000	71	0	0
Ino80e	35.500000	71	0	0
Hirip3	35.500000	71	0	0
Amy1	35.500000	71	0	0
2610008E11Rik	35.500000	71	0	0
Nfkb2	35.000000	70	0	0
Tmem176b	34.500000	69	0	0
Tmem176a	34.500000	69	0	0
Utp20	34.000000	68	0	0
Tagln	34.000000	68	0	0
Pinx1	33.500000	67	0	0
Pcgf1	33.500000	67	0	0
Pdpk1	33.000000	0	66	0
Stard13	32.500000	65	0	0
H2bc21	32.500000	65	0	0
H2ac21	32.500000	65	0	0
H2ac20	32.500000	65	0	0
Adamts12	32.500000	65	0	0
Prune2	32.000000	64	0	0
Nav3	32.000000	64	0	0
Irf6	32.000000	64	0	0
Kbtbd6	31.500000	63	0	0
Fer	31.000000	62	0	0
Erap1	31.000000	62	0	0
Cndp2	29.000000	58	0	0
Pthlh	0.000000	0	0	426
Fgf21	0.000000	0	0	426
Adh6b	0.000000	0	0	227
Adh6a	0.000000	0	0	227
Adh5	0.000000	0	0	227
