Target_genes	Tfcp2l1|Average	SRX9345864|ES_cells	SRX9345866|ES_cells	SRX2229890|Kidney	STRING
Leng8	367.333333	661	441	0	0
Kbtbd11	367.333333	730	372	0	0
Suclg2	367.000000	635	466	0	0
Colgalt1	367.000000	659	442	0	0
Chmp2b	367.000000	466	635	0	0
Tead2	366.666667	716	384	0	0
Fan1	366.666667	764	336	0	0
Dkkl1	366.666667	716	384	0	0
Steap3	366.333333	626	473	0	0
Slc66a1	366.333333	627	472	0	0
Myot	366.333333	668	431	0	0
Akr7a5	366.333333	627	472	0	0
Selplg	366.000000	604	494	0	0
Pla2g15	366.000000	744	354	0	0
Mamstr	366.000000	717	381	0	0
Dyrk2	366.000000	649	449	0	0
Cldn5	366.000000	587	511	0	0
St3gal3	365.666667	474	623	0	0
Prkg2	365.666667	716	381	0	0
Kat2a	365.666667	702	395	0	0
Hspb9	365.666667	702	395	0	0
Vhl	365.333333	562	534	0	0
Calu	365.333333	651	445	0	0
Cdk5rap3	365.000000	627	468	0	0
Atf3	365.000000	484	611	0	0
Tgif2	364.666667	703	391	0	0
Rnf10	364.666667	656	438	0	0
Ang6	364.666667	433	661	0	0
Acsm3	364.666667	426	668	0	0
Siglecf	364.333333	557	536	0	0
Pcdhgb8	364.333333	814	279	0	0
Pcdhga12	364.333333	814	279	0	0
Actb	364.333333	503	590	0	0
Msh6	364.000000	509	583	0	0
Fcgr1	364.000000	523	569	0	0
Cstf2	364.000000	597	495	0	0
Fam205a4	363.666667	637	454	0	0
Fam205a3	363.666667	637	454	0	0
Dlk1	363.666667	461	630	0	0
Lemd1	363.333333	618	472	0	0
Dnajb6	363.333333	565	525	0	0
Canx	363.333333	715	375	0	0
Zranb2	363.000000	734	355	0	0
Dleu7	363.000000	759	330	0	0
Aadacl2fm1	363.000000	520	321	248	0
Sh3gl1	362.666667	649	439	0	0
Rab23	362.666667	371	717	0	0
Chaf1a	362.666667	649	439	0	0
Zfp266	362.333333	590	497	0	0
Tmem37	362.333333	703	384	0	0
Slc1a7	362.000000	463	623	0	0
Prss39	362.000000	545	541	0	0
Tnfrsf19	361.666667	696	389	0	0
Slc2a4	361.666667	627	458	0	0
Rab3il1	361.666667	581	504	0	0
Podnl1	361.666667	566	519	0	0
Hk1	361.666667	451	634	0	0
Bax	361.666667	655	430	0	0
H2bc8	361.000000	556	527	0	0
H2ac8	361.000000	556	527	0	0
Bbs9	361.000000	686	397	0	0
Vwa7	360.666667	587	495	0	0
Papss2	360.666667	608	474	0	0
Nuak2	360.666667	370	712	0	0
Rnf5	360.333333	519	562	0	0
Ptpn6	360.333333	590	491	0	0
Cecr2	360.333333	618	463	0	0
Agpat1	360.333333	519	562	0	0
Mok	360.000000	503	577	0	0
Thra	359.666667	699	380	0	0
Rps17	359.666667	407	672	0	0
Cdkn1a	359.333333	614	464	0	0
Btbd10	359.333333	625	453	0	0
Prickle3	359.000000	437	640	0	0
Eif4ebp3	359.000000	651	426	0	0
Cables1	359.000000	580	497	0	0
Zfp512	358.666667	392	684	0	0
Higd1a	358.666667	637	439	0	0
Slc46a1	358.333333	715	360	0	0
Mall	358.333333	710	365	0	0
Ing3	358.333333	506	569	0	0
Flrt3	358.333333	455	620	0	0
Rflna	358.000000	701	373	0	0
Ypel5	357.333333	730	342	0	0
Aurkaip1	357.000000	719	352	0	0
Tmem126a	356.666667	537	533	0	0
Melk	356.666667	486	584	0	0
Gm45521	356.666667	638	432	0	0
Amz2	356.666667	679	391	0	0
Sv2c	356.333333	427	642	0	0
Iffo1	356.333333	715	354	0	0
Ooep	356.000000	496	572	0	0
Ntrk3	356.000000	443	625	0	0
Ahnak2	356.000000	610	458	0	0
Yap1	355.666667	468	599	0	0
Uri1	355.666667	675	392	0	0
Shld1	355.666667	524	543	0	0
E2f2	355.333333	712	354	0	0
Cyp51	355.333333	567	499	0	0
Atic	355.333333	526	540	0	0
Zbtb38	355.000000	569	496	0	0
Sh3tc2	355.000000	797	268	0	0
Lsm6	355.000000	689	376	0	0
Cpt1b	355.000000	561	504	0	0
Chkb	355.000000	561	504	0	0
Cd9	355.000000	659	406	0	0
Tph1	354.666667	652	412	0	0
Smim40	354.666667	464	600	0	0
Pitpna	354.666667	551	513	0	0
Ibtk	354.666667	798	266	0	0
Slc7a12	354.333333	462	601	0	0
Oasl2	354.333333	586	477	0	0
Ifitm1	354.333333	575	488	0	0
Ddx19b	354.333333	622	441	0	0
Aars	354.333333	622	441	0	0
Clns1a	354.000000	605	457	0	0
Slc2a6	353.333333	529	531	0	0
Klf16	353.333333	613	447	0	0
Dip2b	353.333333	630	430	0	0
Smpd1	353.000000	489	570	0	0
Sbk2	353.000000	622	437	0	0
Mrpl54	353.000000	793	266	0	0
H4c18	353.000000	543	516	0	0
H4bc24	353.000000	543	516	0	0
H2bc23	353.000000	543	516	0	0
H2ac24	353.000000	543	516	0	0
H2ac23	353.000000	543	516	0	0
Apba3	353.000000	793	266	0	0
Spa17	352.666667	496	562	0	0
Siae	352.666667	496	562	0	0
Tssc4	352.333333	610	447	0	0
Pgpep1	352.333333	406	651	0	0
Olfr823	352.333333	500	557	0	0
Naaa	352.000000	683	373	0	0
Itpk1	352.000000	537	519	0	0
Syngap1	351.666667	600	455	0	0
Mfsd8	351.666667	520	535	0	0
Iqsec1	351.666667	772	283	0	0
Fbn1	351.666667	539	516	0	0
Cuta	351.666667	600	455	0	0
Cldn13	351.333333	586	468	0	0
Nectin3	351.000000	457	596	0	0
Myl12b	350.666667	552	500	0	0
Gfra4	350.666667	640	412	0	0
Tufm	350.333333	534	517	0	0
Cldn23	350.333333	749	302	0	0
Fam167b	349.666667	653	396	0	0
Eml2	349.666667	395	654	0	0
Zfp13	349.333333	621	427	0	0
Stard4	349.333333	688	360	0	0
Scrib	349.333333	652	396	0	0
Map2k6	349.333333	529	519	0	0
Fam13b	349.333333	677	371	0	0
Cav2	349.333333	400	648	0	0
Pcif1	349.000000	563	484	0	0
Gpc6	349.000000	517	530	0	0
Casp8ap2	349.000000	448	599	0	0
1700008O03Rik	349.000000	445	602	0	0
Tiam1	348.666667	505	541	0	0
Rab1b	348.666667	404	642	0	0
Pltp	348.666667	620	426	0	0
Ramp3	348.333333	650	395	0	0
Higd1b	348.333333	335	710	0	0
Gdpd5	348.333333	581	464	0	0
Ggnbp1	348.000000	623	421	0	0
Bak1	348.000000	623	421	0	0
Tmem87b	347.000000	647	394	0	0
Osm	347.000000	544	497	0	0
Mobp	347.000000	557	484	0	0
Troap	346.666667	446	594	0	0
Fdps	346.666667	489	551	0	0
Slc12a4	346.333333	591	448	0	0
Rexo2	346.333333	769	270	0	0
Orm2	346.333333	543	496	0	0
Olfr507	346.333333	501	538	0	0
Olfr506	346.333333	501	538	0	0
Cyb561d1	346.333333	716	323	0	0
Slc8b1	346.000000	460	578	0	0
Six2	346.000000	736	302	0	0
Nceh1	346.000000	765	273	0	0
Kank1	346.000000	571	467	0	0
Fndc3a	345.666667	614	423	0	0
Fcgr3	345.666667	520	517	0	0
Unc5c	345.333333	697	339	0	0
Ptprs	345.333333	373	663	0	0
Cemip2	345.000000	440	595	0	0
Wsb2	344.666667	667	367	0	0
Lrrc42	344.666667	738	296	0	0
Hspb11	344.666667	738	296	0	0
Adgrf5	344.666667	657	377	0	0
Lzts2	344.333333	554	479	0	0
Lipt2	344.333333	610	423	0	0
Fbln1	344.333333	543	490	0	0
Coro2a	344.333333	523	510	0	0
Ccdc125	344.333333	649	384	0	0
Radil	344.000000	692	340	0	0
Tmie	343.333333	662	368	0	0
Nudcd1	343.333333	597	433	0	0
Eny2	343.333333	597	433	0	0
Als2cl	343.333333	662	368	0	0
Zfp995	343.000000	382	647	0	0
Klk15	343.000000	680	349	0	0
Dgat2	343.000000	636	393	0	0
Mcemp1	342.666667	476	552	0	0
Zfp668	342.000000	492	534	0	0
Zfp646	342.000000	492	534	0	0
Usp1	342.000000	700	326	0	0
Tmem35b	342.000000	558	468	0	0
Strip1	341.666667	652	373	0	0
Nab2	341.666667	714	311	0	0
Rasal2	341.333333	445	579	0	0
Emilin1	341.333333	788	236	0	0
Tigd3	341.000000	599	424	0	0
Unc93b1	340.333333	508	513	0	0
Bbc3	340.333333	702	319	0	0
Xpnpep1	340.000000	539	481	0	0
Pik3r5	340.000000	637	383	0	0
Itsn1	340.000000	607	413	0	0
Cryzl1	340.000000	607	413	0	0
Cbx8	340.000000	488	532	0	0
Fbxw5	339.666667	538	481	0	0
Fbn2	339.666667	657	362	0	0
Ccl27a	339.666667	505	347	167	0
C8g	339.666667	538	481	0	0
B3galnt1	339.666667	563	456	0	0
Pes1	339.333333	457	561	0	0
Mllt10	339.333333	534	484	0	0
Dnajc22	339.333333	556	462	0	0
Scube3	339.000000	448	569	0	0
Dock7	338.666667	426	590	0	0
Arfip1	338.666667	539	477	0	0
Thap3	338.333333	569	446	0	0
Zfp185	338.000000	767	247	0	0
Tmem249	338.000000	570	444	0	0
Hint3	338.000000	622	392	0	0
Armh3	338.000000	655	359	0	0
Zfp608	337.666667	503	510	0	0
Stk35	337.666667	596	417	0	0
Gdf3	337.666667	280	733	0	0
C130050O18Rik	337.666667	756	257	0	0
Faim2	337.333333	734	278	0	0
Fabp3	337.333333	484	528	0	0
4930404N11Rik	337.333333	671	341	0	0
Gdf5	337.000000	560	451	0	0
Fam90a1a	337.000000	584	427	0	0
Ctdsp1	337.000000	459	552	0	0
Mpp6	336.666667	676	334	0	0
Galnt6	336.666667	608	402	0	0
Tcea2	336.333333	572	437	0	0
Setd4	336.333333	640	369	0	0
Rbm18	336.333333	627	382	0	0
Mrrf	336.333333	627	382	0	0
Mapk1ip1l	336.333333	711	298	0	0
Cbr1	336.333333	640	369	0	0
Zfp984	336.000000	477	531	0	0
Trip6	336.000000	528	480	0	0
Tpm1	336.000000	658	350	0	0
Denr	335.666667	675	332	0	0
Ldhal6b	335.333333	499	507	0	0
Tspyl1	335.000000	478	527	0	0
Necab2	335.000000	611	394	0	0
Mterf1b	335.000000	605	400	0	0
Naa25	334.666667	444	560	0	0
Dnpep	334.333333	633	370	0	0
Zscan5b	334.000000	375	627	0	0
Pbk	334.000000	608	394	0	0
Efhd1	334.000000	567	435	0	0
Nme2	333.666667	679	322	0	0
Nfkb2	333.666667	608	393	0	0
Brpf1	333.666667	496	505	0	0
Ap3m2	333.666667	654	347	0	0
Akt2	333.666667	593	408	0	0
Cxxc5	333.000000	707	292	0	0
Cdr2l	333.000000	629	370	0	0
Arhgap42	333.000000	455	544	0	0
AW549877	333.000000	604	395	0	0
Ogdhl	332.666667	477	521	0	0
Jakmip1	332.666667	681	317	0	0
Sgta	332.333333	411	586	0	0
Plekhh3	332.333333	683	314	0	0
Nedd4l	332.333333	546	451	0	0
Fhod3	332.333333	457	540	0	0
Cntnap1	332.333333	683	314	0	0
Ccr10	332.333333	683	314	0	0
Bsnd	332.333333	386	611	0	0
Wrap73	332.000000	535	461	0	0
Trp73	332.000000	535	461	0	0
Trp63	332.000000	431	565	0	0
Cyp4f39	332.000000	640	356	0	0
Depdc7	331.666667	512	483	0	0
Spats1	331.333333	664	330	0	0
Nfix	331.333333	530	464	0	0
Chrdl2	331.333333	611	383	0	0
1700021F07Rik	331.333333	621	373	0	0
Prodh2	331.000000	493	500	0	0
Aak1	330.666667	527	465	0	0
Zc3hav1l	330.333333	470	521	0	0
Tmem9	330.333333	484	507	0	0
Sumo3	330.333333	660	331	0	0
Ncald	330.333333	737	254	0	0
Klhdc2	330.333333	469	522	0	0
Hils1	330.000000	501	489	0	0
Adig	330.000000	358	632	0	0
Shmt2	329.666667	553	436	0	0
Sh3kbp1	329.666667	535	454	0	0
Mras	329.666667	340	649	0	0
Cfap299	329.666667	460	529	0	0
Tal2	329.333333	421	567	0	0
Stk38	329.333333	363	625	0	0
Serpinb6a	329.333333	575	413	0	0
Pigs	329.333333	528	460	0	0
Gpbp1	329.333333	534	454	0	0
Gm13212	329.333333	564	424	0	0
Glrp1	329.333333	431	557	0	0
Gata6	329.333333	628	360	0	0
Dusp4	329.333333	618	370	0	0
Cdt1	329.333333	703	285	0	0
Tlcd2	329.000000	570	417	0	0
Rps19	329.000000	671	316	0	0
Nutm1	329.000000	474	513	0	0
Notum	329.000000	440	547	0	0
Gltp	329.000000	613	374	0	0
Unc5b	328.666667	597	389	0	0
Pax9	328.666667	395	591	0	0
Map1lc3b	328.666667	457	529	0	0
Porcn	328.333333	471	514	0	0
Map10	328.333333	526	459	0	0
Dmrta2	328.333333	644	341	0	0
Cables2	328.333333	560	425	0	0
Acss1	328.333333	357	628	0	0
Wdr61	328.000000	624	360	0	0
Ddx42	328.000000	580	404	0	0
Ccdc47	328.000000	580	404	0	0
Apobec2	328.000000	575	409	0	0
Slc16a3	327.666667	637	346	0	0
Plcxd1	327.666667	623	360	0	0
B3galt2	327.333333	535	447	0	0
Map3k21	327.000000	621	360	0	0
Hcrtr2	327.000000	730	251	0	0
Zfp459	326.333333	452	527	0	0
Sun1	326.333333	554	425	0	0
Dusp9	326.333333	621	358	0	0
Atp5e	326.333333	645	334	0	0
Nmt2	325.666667	562	415	0	0
Anapc11	325.666667	580	397	0	0
Alyref	325.666667	580	397	0	0
Vps33b	325.333333	695	281	0	0
Tdrd7	325.333333	690	286	0	0
Tead4	324.666667	601	373	0	0
Smpd5	324.666667	394	580	0	0
Med10	324.666667	718	256	0	0
Kcnma1	324.666667	364	610	0	0
Tbx2	324.333333	689	284	0	0
Sync	324.333333	605	368	0	0
Ramp2	324.333333	374	599	0	0
Nap1l1	324.333333	495	478	0	0
Map1a	324.333333	385	588	0	0
Gtpbp8	324.000000	490	482	0	0
Bmpr1b	324.000000	546	426	0	0
Aqp6	324.000000	539	433	0	0
Mtmr4	323.666667	623	348	0	0
Dhcr7	323.666667	456	515	0	0
Zfp526	323.333333	483	487	0	0
Mpig6b	323.333333	429	541	0	0
Dnajc7	323.333333	541	429	0	0
Dedd2	323.333333	483	487	0	0
Ctdsp2	323.333333	570	400	0	0
Syngr2	323.000000	506	463	0	0
Slc25a36	323.000000	546	423	0	0
Slc25a28	323.000000	638	331	0	0
Rexo5	323.000000	559	410	0	0
Eri2	323.000000	559	410	0	0
Sag	322.666667	620	348	0	0
Tgfb1i1	322.333333	505	462	0	0
Gmip	322.333333	829	138	0	0
Fer	322.333333	431	536	0	0
Ldlrad3	322.000000	468	498	0	0
Itm2b	322.000000	414	552	0	0
Eya4	322.000000	520	446	0	0
Mapk6	321.666667	624	341	0	0
Calhm2	321.666667	530	435	0	0
Apbb1	321.666667	776	189	0	0
Tspan33	321.333333	615	349	0	0
Tmem52	321.333333	671	293	0	0
Sptan1	321.333333	521	443	0	0
Rpl35a	321.333333	584	380	0	0
Phkg1	321.333333	570	394	0	0
Msln	321.333333	656	308	0	0
Iqcg	321.333333	584	380	0	0
Calcoco2	321.333333	403	561	0	0
Rsbn1	321.000000	457	506	0	0
Gtf2f1	321.000000	648	315	0	0
Akirin1	321.000000	558	405	0	0
Tmem119	320.666667	583	379	0	0
Scn9a	320.666667	641	321	0	0
Psmc5	320.666667	605	357	0	0
Ftsj3	320.666667	605	357	0	0
Cyp2w1	320.666667	477	485	0	0
Cox5a	320.666667	655	307	0	0
Tbc1d23	320.333333	340	621	0	0
Cenpv	320.333333	378	583	0	0
Trim3	320.000000	417	543	0	0
Rsu1	320.000000	545	415	0	0
Rai1	320.000000	592	368	0	0
Pcf11	320.000000	588	372	0	0
Ube2l3	319.666667	437	522	0	0
Nedd9	319.666667	558	401	0	0
Ifi30	319.666667	469	490	0	0
BC048679	319.666667	421	538	0	0
Ap3b2	319.666667	421	538	0	0
Plcd1	319.333333	515	443	0	0
Eif5a	319.333333	449	509	0	0
Carmil3	319.333333	546	412	0	0
Slc25a22	319.000000	639	318	0	0
Prmt2	319.000000	558	399	0	0
Pgd	319.000000	472	485	0	0
Mxd3	319.000000	521	436	0	0
Med26	319.000000	368	589	0	0
Zdhhc13	318.333333	376	579	0	0
Scamp4	318.333333	662	293	0	0
Rgs20	318.333333	495	460	0	0
Calm1	318.333333	470	485	0	0
Adat3	318.333333	662	293	0	0
Syna	318.000000	616	338	0	0
Ssbp4	317.666667	617	336	0	0
Slirp	317.666667	412	541	0	0
Nrp	317.666667	412	541	0	0
Alkbh1	317.666667	412	541	0	0
Rbbp9	317.333333	690	262	0	0
Ppp1r35	317.333333	522	430	0	0
Sh3pxd2a	317.000000	605	346	0	0
Neurl1a	317.000000	611	340	0	0
Efna4	317.000000	747	204	0	0
Adap1	317.000000	735	216	0	0
Psmd8	316.666667	560	390	0	0
Mark3	316.666667	635	315	0	0
Urah	316.333333	548	401	0	0
Tet1	316.333333	483	466	0	0
Mrps24	316.333333	736	213	0	0
Fbxl2	316.333333	835	114	0	0
Angptl8	316.333333	602	347	0	0
Numbl	316.000000	518	430	0	0
Ivns1abp	316.000000	498	450	0	0
Cfap44	316.000000	537	411	0	0
Ice1	315.666667	437	510	0	0
Bcam	315.666667	712	235	0	0
Marchf1	315.333333	406	540	0	0
Grrp1	315.333333	570	376	0	0
Brd3os	315.333333	479	467	0	0
Rpia	315.000000	400	545	0	0
Nlrp4f	315.000000	550	395	0	0
Bet1	315.000000	461	484	0	0
Pakap	314.666667	670	274	0	0
Kcnk4	314.666667	711	233	0	0
Fam53c	314.666667	527	417	0	0
Spata31d1b	314.333333	778	165	0	0
Spata31d1a	314.333333	778	165	0	0
Ido2	314.333333	491	452	0	0
Dnajc28	314.333333	473	470	0	0
Abhd11	314.333333	456	487	0	0
Trpm1	314.000000	375	567	0	0
Plxnc1	314.000000	582	360	0	0
Mocs3	314.000000	412	530	0	0
Dpm1	314.000000	412	530	0	0
Dnm1l	314.000000	455	487	0	0
Mthfsd	313.333333	767	173	0	0
Zscan2	313.000000	614	325	0	0
Zfp219	313.000000	538	401	0	0
Sil1	313.000000	398	541	0	0
Set	313.000000	697	242	0	0
Rdh8	313.000000	540	399	0	0
Col5a3	313.000000	540	399	0	0
Wdr1	312.666667	509	429	0	0
Nrtn	312.666667	540	398	0	0
Dus3l	312.666667	540	398	0	0
Cd63	312.666667	614	324	0	0
Aftph	312.666667	626	312	0	0
Med21	312.333333	497	440	0	0
Got1	312.333333	535	402	0	0
Ffar2	312.333333	614	323	0	0
Msx2	312.000000	415	521	0	0
Zfp523	311.666667	571	364	0	0
Csmd2	311.666667	566	369	0	0
Cd46	311.666667	638	297	0	0
C1qbp	311.666667	511	424	0	0
Aunip	311.666667	514	421	0	0
Taf15	311.333333	351	583	0	0
Lrrc59	311.333333	403	531	0	0
Klf5	311.333333	578	356	0	0
Unc13a	311.000000	390	543	0	0
Khk	311.000000	788	145	0	0
Calr4	310.666667	502	430	0	0
Bcl2l11	310.666667	561	371	0	0
Tomm7	310.333333	414	517	0	0
Pdlim1	310.333333	358	573	0	0
Casp7	310.000000	471	459	0	0
Zbtb34	309.666667	448	481	0	0
Tnks1bp1	309.666667	522	407	0	0
Plvap	309.666667	482	447	0	0
C2cd4c	309.666667	653	276	0	0
Upf1	309.333333	450	478	0	0
Plekhg6	309.333333	495	433	0	0
Pcm1	309.333333	668	260	0	0
Keap1	309.333333	476	452	0	0
Spire2	309.000000	347	580	0	0
Mesp1	309.000000	782	145	0	0
Ttc39b	308.666667	435	491	0	0
Slc6a16	308.666667	669	257	0	0
Cox5b	308.666667	687	239	0	0
Cd37	308.666667	669	257	0	0
Stard3nl	308.333333	464	461	0	0
Sowahb	308.333333	589	336	0	0
Sdk1	308.333333	419	506	0	0
Bola3	308.333333	683	242	0	0
B4galt1	308.333333	566	359	0	0
Adamts8	308.000000	607	317	0	0
Xndc1	307.666667	545	378	0	0
Rnf121	307.666667	545	378	0	0
Ran	307.666667	442	481	0	0
Nol6	307.666667	505	418	0	0
Igfbp2	307.666667	474	449	0	0
Asb6	307.666667	552	371	0	0
Syvn1	307.333333	566	356	0	0
Pmp22	307.333333	450	472	0	0
Lpar6	307.333333	416	506	0	0
Adcy1	307.333333	476	446	0	0
Tsr1	307.000000	465	456	0	0
Sgsm2	307.000000	465	456	0	0
Cdk7	306.333333	590	329	0	0
Lexm	306.000000	635	283	0	0
Hoxb3	306.000000	719	199	0	0
Ap3b1	306.000000	598	320	0	0
Zfp213	305.666667	470	447	0	0
Tmc8	305.666667	477	440	0	0
Tmc6	305.666667	477	440	0	0
Pcdhga3	305.666667	676	241	0	0
Pcdhga2	305.666667	676	241	0	0
Zc2hc1a	305.333333	583	333	0	0
Lix1l	305.333333	652	264	0	0
Lfng	305.333333	522	394	0	0
Enoph1	305.333333	362	554	0	0
Cdca7	305.333333	314	602	0	0
Ankrd34a	305.333333	652	264	0	0
Adck5	305.333333	518	398	0	0
1300017J02Rik	305.333333	551	365	0	0
Rnaseh2b	305.000000	487	428	0	0
Ppp2r2d	305.000000	356	559	0	0
Mapk1ip1	305.000000	356	559	0	0
Shc2	304.666667	448	466	0	0
Rex1bd	304.666667	522	392	0	0
Pitpnm2	304.666667	562	352	0	0
Map3k8	304.666667	651	263	0	0
Copb2	304.666667	558	356	0	0
Sox2	304.333333	519	394	0	0
Fam13c	304.333333	650	263	0	0
Ubtd2	304.000000	566	346	0	0
Fam219b	303.666667	561	350	0	0
Scn2b	303.333333	455	455	0	0
Mt1	303.333333	464	446	0	0
Havcr1	303.333333	511	399	0	0
Ctdp1	303.333333	670	240	0	0
Uqcr11	303.000000	538	371	0	0
Sema3e	303.000000	502	407	0	0
Rpusd1	303.000000	552	357	0	0
Rps3	303.000000	511	398	0	0
Ezh1	303.000000	472	437	0	0
Chtf18	303.000000	552	357	0	0
Zbtb2	302.666667	422	486	0	0
Eif4g1	302.666667	360	548	0	0
Cnot11	302.666667	402	506	0	0
Tspan11	302.333333	580	327	0	0
Rabif	302.333333	388	519	0	0
Hmgxb4	302.333333	613	294	0	0
Stat2	302.000000	461	445	0	0
Gpr19	302.000000	479	427	0	0
Apof	302.000000	461	445	0	0
Tmem59l	301.666667	447	458	0	0
Tmem156	301.666667	381	524	0	0
Mical1	301.666667	550	355	0	0
Crlf1	301.666667	447	458	0	0
Igf1r	301.333333	510	394	0	0
Dnah11	301.333333	633	271	0	0
Cacng6	301.333333	529	375	0	0
Wdr36	301.000000	632	271	0	0
Iftap	301.000000	436	467	0	0
Cacnb3	301.000000	578	325	0	0
Best3	301.000000	323	580	0	0
Smad3	300.666667	437	465	0	0
Pfkfb3	300.666667	503	399	0	0
Meiob	300.666667	590	312	0	0
Mapk8ip2	300.666667	523	379	0	0
Bpifb5	300.666667	463	439	0	0
Arhgef28	300.666667	482	420	0	0
Ankle1	300.666667	576	326	0	0
Ppp1r14b	300.333333	510	391	0	0
LOC114841036	300.333333	510	391	0	0
Fkbp2	300.333333	510	391	0	0
Dmd	300.333333	542	359	0	0
Arf4	300.333333	690	211	0	0
Rnf38	300.000000	708	192	0	0
Pdhb	300.000000	533	367	0	0
Kdm3b	300.000000	341	559	0	0
Il17rd	300.000000	435	465	0	0
Csrp2	300.000000	602	298	0	0
Sorbs1	299.666667	428	267	204	0
Lrfn2	299.666667	441	458	0	0
Il31ra	299.333333	326	217	355	0
Vgll3	299.000000	613	284	0	0
Tuba1b	299.000000	585	312	0	0
Krt18	299.000000	400	497	0	0
Adgre5	299.000000	510	387	0	0
Ss18l1	298.666667	476	420	0	0
Psma7	298.666667	476	420	0	0
Glipr2	298.666667	537	359	0	0
Arpc1a	298.666667	578	318	0	0
Rabggtb	298.333333	627	268	0	0
Msh4	298.333333	627	268	0	0
Zfp58	298.000000	641	253	0	0
Pkd2	298.000000	340	554	0	0
Npdc1	297.666667	450	443	0	0
Entpd2	297.666667	450	443	0	0
Dynll1	297.666667	681	212	0	0
Scamp2	297.333333	456	436	0	0
Sbno1	297.333333	563	329	0	0
Etnk2	297.333333	443	449	0	0
Bsg	297.000000	316	575	0	0
Ggt1	296.666667	403	487	0	0
Bcl2l2	296.666667	516	374	0	0
Tagln2	296.333333	501	388	0	0
Cacna1h	296.333333	402	487	0	0
Aaas	296.333333	495	394	0	0
Rhof	296.000000	667	221	0	0
Gpr4	296.000000	616	272	0	0
Tigar	295.333333	461	425	0	0
Nxph1	295.333333	655	231	0	0
Stac2	295.000000	503	382	0	0
Krt17	295.000000	477	408	0	0
Ext1	295.000000	449	436	0	0
Dstn	295.000000	693	192	0	0
Clta	295.000000	513	372	0	0
Cdk20	295.000000	584	301	0	0
Zic2	294.666667	561	323	0	0
Txlng	294.666667	321	563	0	0
Spata3	294.666667	542	342	0	0
Lsm8	294.666667	384	500	0	0
Cldn14	294.666667	562	322	0	0
Add1	294.666667	387	497	0	0
Tedc2	294.333333	434	449	0	0
Pnliprp2	294.333333	353	530	0	0
Iah1	294.333333	497	386	0	0
Fut7	294.333333	312	571	0	0
Fbxo25	294.333333	577	306	0	0
Bcl9l	294.333333	423	460	0	0
Tmem265	294.000000	449	433	0	0
Rreb1	294.000000	605	277	0	0
Bahd1	294.000000	415	467	0	0
Zscan18	293.666667	536	345	0	0
Tfe3	293.666667	437	444	0	0
Sppl2b	293.666667	541	340	0	0
Sipa1l2	293.666667	519	362	0	0
Pptc7	293.333333	721	159	0	0
Oser1	293.333333	353	527	0	0
Lin37	293.333333	413	467	0	0
Hspb7	293.333333	418	462	0	0
Hspb6	293.333333	413	467	0	0
Hrh1	293.333333	430	450	0	0
Helb	293.333333	540	340	0	0
Aars2	293.333333	302	578	0	0
Runx1t1	293.000000	475	404	0	0
Lrriq4	293.000000	279	600	0	0
Lrrc34	293.000000	279	600	0	0
Lin28a	293.000000	520	359	0	0
Cog3	293.000000	461	418	0	0
Gsc	292.666667	334	544	0	0
Slc15a1	292.333333	467	410	0	0
Phox2b	292.000000	330	546	0	0
Fgf22	292.000000	705	171	0	0
Edn1	292.000000	430	446	0	0
Dyrk1a	292.000000	716	160	0	0
Cln3	292.000000	399	477	0	0
Apoe	292.000000	438	438	0	0
Nup155	291.666667	579	296	0	0
Mcf2	291.666667	475	400	0	0
Ddit4l	291.666667	561	314	0	0
Pxylp1	291.333333	431	443	0	0
Gabarapl2	291.333333	503	371	0	0
Coq7	291.333333	512	362	0	0
Thumpd3	291.000000	622	251	0	0
Mcl1	291.000000	528	345	0	0
Hand1	291.000000	489	384	0	0
Skil	290.666667	684	188	0	0
Nmral1	290.666667	452	420	0	0
Arhgap30	290.666667	645	227	0	0
Trpc1	290.333333	345	526	0	0
Rpl15	290.333333	542	329	0	0
Nkiras1	290.333333	542	329	0	0
Hspa4l	290.333333	580	291	0	0
Cr1l	290.333333	594	277	0	0
Ass1	290.333333	347	524	0	0
Tbcb	290.000000	616	254	0	0
Sod3	290.000000	486	384	0	0
Sec31a	290.000000	545	325	0	0
Loxl4	290.000000	518	352	0	0
Aasdh	290.000000	528	342	0	0
Wnt11	289.666667	534	335	0	0
Siah3	289.666667	504	365	0	0
Lamtor5	289.666667	479	390	0	0
Kifc3	289.666667	450	419	0	0
Ano9	289.666667	477	392	0	0
Unc119	289.333333	468	400	0	0
S1pr1	289.333333	408	460	0	0
Sema6b	289.000000	501	366	0	0
Nfe2l1	289.000000	427	440	0	0
Mybl2	289.000000	485	382	0	0
Ldhb	289.000000	499	368	0	0
Kdm6b	289.000000	491	376	0	0
Fam107b	289.000000	532	335	0	0
Dcp1a	289.000000	417	450	0	0
Tgfb1	288.666667	591	275	0	0
Pomgnt2	288.666667	619	247	0	0
Mnd1	288.666667	574	292	0	0
Ppa1	288.333333	330	535	0	0
Mppe1	288.333333	497	368	0	0
Synpo2l	288.000000	515	349	0	0
Rab3ip	287.666667	475	388	0	0
Psd	287.666667	420	443	0	0
Olfm1	287.666667	413	450	0	0
Mfsd14a	287.666667	515	348	0	0
Gjb1	287.666667	435	428	0	0
Fbxl15	287.666667	420	443	0	0
Ascl2	287.666667	567	296	0	0
