Target_genes	Prdm15|Average	SRX5299924|E6.5_embryos	SRX1301547|ES_cells	SRX2754629|ES_cells	SRX2754630|ES_cells	SRX2754632|ES_cells	SRX2754633|ES_cells	SRX2754635|ES_cells	SRX2754636|ES_cells	SRX5379469|ES_cells	STRING
Sod1	840.222222	0	768	2341	2373	122	188	0	67	1703	0
Dlx1	840.222222	0	459	2517	2398	85	92	0	0	2011	0
Stx12	839.222222	0	531	2535	2523	185	243	135	0	1401	0
Pla2g1b	837.000000	0	1246	2417	2562	90	0	0	0	1218	0
Cers6	836.666667	0	598	2351	2491	144	165	97	72	1612	0
Tpbg	834.555556	0	695	2239	2272	93	138	0	0	2074	0
Selplg	834.333333	0	1903	2076	2206	152	0	0	0	1172	0
Prkag1	833.777778	0	303	2466	2435	102	85	0	0	2113	0
Crispld1	831.777778	0	1775	2423	2715	0	0	0	0	573	0
Rab3b	829.000000	0	1444	1886	2112	193	127	146	80	1473	0
Prkag2	824.111111	0	376	2393	2603	165	155	0	0	1725	0
Rbm26	823.888889	0	1019	2601	2563	178	200	0	0	854	0
Wdr62	823.777778	0	775	2082	2291	238	181	115	0	1732	0
Trim36	823.111111	0	820	2672	2721	162	125	78	0	830	0
Slc6a5	815.111111	0	1133	2704	2833	97	0	0	0	569	0
Srrm4	814.111111	0	711	2167	2253	140	140	0	0	1916	0
Robo1	811.333333	0	850	2675	2914	167	216	0	0	480	0
Pan2	810.444444	0	671	3097	3174	0	0	0	0	352	0
Tigd5	808.777778	0	662	2356	2359	141	108	0	75	1578	0
Eef1d	808.777778	0	662	2356	2359	141	108	0	75	1578	0
Arid4a	806.444444	0	814	1862	2177	242	141	0	0	2022	0
Trmt2b	805.333333	0	683	2832	2902	0	0	0	0	831	0
Psmb11	803.222222	0	1477	2152	2336	124	0	0	0	1140	0
Zfand3	802.111111	0	230	2202	2380	112	118	0	64	2113	0
Necab2	802.000000	0	717	2862	2928	0	0	0	0	711	0
Ltb4r2	801.000000	0	1239	2278	2549	117	151	90	0	785	0
Cideb	801.000000	0	1239	2278	2549	117	151	90	0	785	0
Msantd2	799.444444	0	917	2011	2067	168	162	0	0	1870	0
Mvd	798.888889	0	667	2821	2665	88	111	0	0	838	0
Sfi1	797.777778	0	88	1304	1300	1144	1187	827	679	651	0
Rspry1	797.000000	0	203	2711	2600	128	184	117	0	1230	0
Psme3ip1	797.000000	0	203	2711	2600	128	184	117	0	1230	0
Kansl1l	796.333333	0	171	2708	2652	115	109	0	0	1412	0
Ankrd6	791.555556	0	1605	2020	2211	200	239	0	60	789	0
Kazn	786.666667	0	336	2376	2468	87	127	0	0	1686	0
Pcnx	785.666667	0	509	2244	2344	108	149	0	0	1717	0
Fam131a	785.444444	0	557	2416	2509	119	98	0	0	1370	0
Pex2	784.111111	0	553	2667	2778	208	157	0	0	694	0
Zfp382	783.444444	0	227	2431	2695	235	195	93	141	1034	0
Rer1	783.000000	0	325	2678	2594	179	113	0	0	1158	0
Morn1	783.000000	0	325	2678	2594	179	113	0	0	1158	0
Pcp4l1	782.000000	0	775	2720	2538	147	156	0	115	587	0
Nagk	781.222222	0	584	2401	2281	185	161	0	156	1263	0
Zdhhc12	778.222222	0	438	2306	2626	93	0	0	0	1541	0
Lama3	776.666667	0	325	3102	2894	173	189	0	93	214	0
Isg15	776.666667	0	265	2085	2187	128	157	0	0	2168	0
Pqlc3	776.222222	0	484	2398	2761	187	118	0	0	1038	0
Agrn	776.111111	0	265	2085	2187	128	152	0	0	2168	0
Slc38a3	772.777778	0	461	2359	2212	113	135	0	0	1675	0
Tubb2b	766.555556	0	547	2978	2904	0	115	0	0	355	0
Ninj2	765.888889	0	854	2495	2630	176	129	0	0	609	0
Tmem30a	765.000000	0	0	2639	2246	163	108	81	0	1648	0
Chmp4c	763.777778	0	455	2792	2929	224	160	0	0	314	0
Adra1a	761.333333	0	1485	2387	2617	105	0	0	0	258	0
Orai1	761.000000	0	1425	1976	1736	163	120	0	100	1329	0
Ift52	758.111111	0	501	2441	2434	184	149	0	108	1006	0
Pkm	757.777778	0	375	2479	2476	186	173	0	0	1131	0
Dlec1	757.000000	0	772	2139	2354	124	194	0	57	1173	0
Gdpgp1	753.111111	0	476	2814	2885	112	186	0	82	223	0
Cib1	753.111111	0	476	2814	2885	112	186	0	82	223	0
Thy1	751.777778	0	1812	2034	2148	118	120	0	0	534	0
Slc66a2	751.555556	0	361	2223	2271	186	133	0	0	1590	0
Fads2	750.666667	0	692	2136	2314	201	121	0	0	1292	0
Ccdc28b	746.444444	0	1044	2103	2222	200	95	129	0	925	0
Wrap53	746.000000	0	1985	1921	1984	133	0	0	0	691	0
Trp53	746.000000	0	1985	1921	1984	133	0	0	0	691	0
Zmym2	743.444444	0	518	2138	2192	139	125	0	0	1579	0
Pou4f2	739.666667	0	781	2295	2347	105	94	73	0	962	0
Ankrd13c	737.111111	0	796	2431	2506	265	276	0	78	282	0
Preb	736.666667	0	460	2376	2445	135	222	0	0	992	0
Adamts10	735.666667	0	690	1974	2228	152	0	0	0	1577	0
Lrrc8a	734.888889	0	561	1792	2242	128	161	0	0	1730	0
Kpna1	725.444444	810	950	552	606	708	792	827	803	481	0
Kcnk6	722.666667	0	778	2275	2608	185	168	0	0	490	0
Dhrs7	721.444444	0	884	2018	2129	157	154	0	0	1151	0
Jade3	721.111111	0	389	2113	2039	92	90	0	0	1767	0
Brd3	718.333333	0	846	2039	2077	201	87	0	105	1110	0
Zfp267	717.000000	0	535	2453	2513	163	158	0	0	631	0
Fuom	715.222222	0	1305	2060	2334	99	124	0	0	515	0
Zfand2b	715.111111	0	829	2448	2398	132	112	0	0	517	0
Oasl1	715.111111	652	777	548	669	498	744	653	789	1106	0
Tia1	713.777778	0	361	2301	2350	177	131	85	0	1019	0
Trappc12	709.333333	0	455	2926	2891	0	112	0	0	0	0
Eipr1	709.333333	0	455	2926	2891	0	112	0	0	0	0
Tm9sf2	704.111111	0	1181	1685	1729	156	142	0	0	1444	0
Pdia5	703.888889	0	229	1978	2022	162	166	0	0	1778	0
Zfp13	702.222222	0	640	2710	2686	0	0	0	0	284	0
Dsn1	699.222222	0	338	1976	1994	161	205	98	92	1429	0
Rnf125	697.444444	0	289	2210	2295	124	163	111	0	1085	0
Zfp580	696.555556	0	2077	837	1055	151	204	0	0	1945	0
Ccdc106	696.555556	0	2077	837	1055	151	204	0	0	1945	0
Map2k2	694.888889	0	185	2147	2275	193	192	0	0	1262	0
Ripply3	691.111111	0	165	2208	2269	163	137	0	0	1278	0
Slc5a1	687.222222	0	1991	781	1017	160	136	0	0	2100	0
Nr2c2ap	685.555556	0	2365	285	293	0	143	0	0	3084	0
Phactr1	684.000000	0	1214	2005	1983	113	159	0	0	682	0
BC034090	681.111111	0	523	2023	1882	137	171	0	0	1394	0
Dnajc16	680.888889	0	247	2141	2126	183	134	0	0	1297	0
Casp9	680.888889	0	247	2141	2126	183	134	0	0	1297	0
Irf9	678.555556	0	1167	2225	2362	0	0	0	0	353	0
Slc25a29	676.555556	0	193	2053	2191	92	105	0	0	1455	0
Capza1	675.333333	0	259	2097	2462	241	164	81	115	659	0
Pik3r1	672.444444	0	0	1856	2258	107	164	0	0	1667	0
Mlxipl	669.000000	0	979	2271	2276	173	185	0	0	137	0
Phf21b	667.777778	0	466	1915	1913	121	98	0	0	1497	0
Mn1	667.777778	0	425	1977	2112	0	0	0	0	1496	0
Actb	665.777778	0	0	2161	2301	157	212	0	0	1161	0
Zfp280d	664.222222	0	0	2280	2302	212	183	0	0	1001	0
Pnpla6	663.888889	0	1439	1617	2094	113	0	0	0	712	0
Tdrd7	660.555556	0	411	1799	1767	227	153	0	0	1588	0
Gstp2	659.000000	0	1916	1581	1250	96	153	0	0	935	0
Scrn2	652.444444	0	1517	1829	1946	82	0	0	0	498	0
Dhx35	650.555556	0	273	2104	2168	162	208	0	73	867	0
Acly	650.555556	0	430	1968	2215	107	147	0	0	988	0
Catsperg1	650.111111	0	338	2254	2500	0	98	0	0	661	0
Yipf1	648.333333	0	570	2530	2447	95	98	0	0	95	0
Dtd2	647.222222	0	247	2168	2263	213	225	0	0	709	0
Sp8	646.444444	0	775	2004	2308	125	147	0	0	459	0
Sap130	645.555556	0	298	1828	1962	123	160	0	0	1439	0
Tcaf1	644.777778	0	359	2446	2479	108	118	0	0	293	0
Tor1b	641.111111	0	307	1982	2098	168	221	71	0	923	0
Wdr92	639.222222	0	0	1965	2114	135	137	0	0	1402	0
Pno1	639.222222	0	0	1965	2114	135	137	0	0	1402	0
Gcnt2	638.444444	0	347	2412	2412	120	108	0	0	347	0
Unc5d	634.333333	0	0	2025	2123	148	109	0	0	1304	0
Rxra	634.222222	0	428	1486	1808	132	0	0	0	1854	0
Dnajc10	633.111111	0	524	2131	2242	128	138	0	0	535	0
Pck2	630.444444	0	536	2085	2282	103	0	0	0	668	0
Cxadr	625.888889	0	695	2022	1964	147	114	107	0	584	0
Abl1	625.666667	0	1509	1586	1922	190	148	0	0	276	0
Vinac1	625.222222	0	869	1838	2019	144	141	92	0	524	0
Ttl	625.222222	0	869	1838	2019	144	141	92	0	524	0
Parp16	623.333333	0	330	1768	1808	161	180	0	0	1363	0
Zfp703	621.888889	0	333	2315	2200	0	0	0	0	749	0
Cpne8	621.777778	0	513	2192	2518	151	122	0	0	100	0
Erc1	620.888889	0	130	2198	2336	181	283	0	0	460	0
Zfp459	620.333333	0	680	2091	2259	0	0	0	0	553	0
C1qc	619.444444	0	1756	1243	1132	0	76	0	0	1368	0
C1qa	619.444444	0	1756	1243	1132	0	76	0	0	1368	0
Gm9595	619.333333	0	634	2426	2216	0	0	0	0	298	0
Dtx3	619.222222	0	1748	988	1032	0	116	0	0	1689	0
Mb21d2	618.111111	0	591	1697	1671	145	125	0	0	1334	0
Cirbp	615.555556	0	1435	1601	1435	120	91	0	0	858	0
Fbxw2	615.444444	0	175	1891	2020	180	260	0	84	929	0
Mgat5	615.333333	0	256	2383	2337	112	131	0	0	319	0
Efcab2	615.333333	0	182	1864	1886	210	123	102	61	1110	0
Arhgap8	615.111111	0	710	2024	2219	180	127	0	0	276	0
Gpr137b	614.222222	0	377	1946	2083	86	147	0	0	889	0
Glrx5	613.333333	0	199	1989	2046	77	127	0	0	1082	0
Cdc37l1	613.333333	0	327	2014	2114	156	126	0	0	783	0
Elapor1	612.777778	0	424	1702	1727	192	102	0	0	1368	0
1700013F07Rik	612.777778	0	424	1702	1727	192	102	0	0	1368	0
Glipr1l3	610.333333	0	2451	512	616	0	0	0	0	1914	0
Caps2	610.333333	0	2451	512	616	0	0	0	0	1914	0
Nsmce4a	609.000000	0	228	2003	1878	114	244	0	85	929	0
Tle3	606.000000	0	2361	431	396	0	0	0	0	2266	0
Elmo2	604.666667	0	0	1784	1953	136	124	0	82	1363	0
Tmem248	603.222222	0	343	1788	1990	198	189	0	0	921	0
Cep55	603.000000	0	251	2076	2121	166	103	0	0	710	0
Tmem50b	602.000000	0	263	2143	2418	134	103	0	0	357	0
Nprl3	601.888889	0	733	2113	2075	189	179	0	0	128	0
Zeb1	599.333333	0	312	2097	2117	116	101	0	0	651	0
Gvin1	599.000000	0	1296	1527	1543	0	0	0	0	1025	0
Gm4070	599.000000	0	1296	1527	1543	0	0	0	0	1025	0
Klk10	598.000000	0	373	2048	1880	0	157	0	0	924	0
Ndel1	597.777778	0	287	1802	1906	142	217	113	0	913	0
Id4	596.888889	0	139	1539	1627	112	119	0	0	1836	0
Sncb	593.444444	0	160	1781	2065	126	140	0	108	961	0
Tedc1	593.222222	0	158	1804	1740	0	87	0	0	1550	0
Crip1	593.222222	0	158	1804	1740	0	87	0	0	1550	0
Rbpms2	588.555556	0	245	1332	1599	162	117	0	0	1842	0
Gins1	585.555556	0	1073	1549	1720	206	185	72	0	465	0
Myo1e	584.111111	0	360	1683	1702	263	116	76	0	1057	0
Cyp4v3	584.111111	0	854	1916	1906	126	71	0	0	384	0
Trim9	583.333333	0	160	1923	2082	120	107	86	0	772	0
Tead1	583.111111	0	1050	1580	1651	126	159	0	0	682	0
Fam160b2	582.777778	0	170	2123	1968	193	164	130	0	497	0
Tead4	579.777778	0	174	1874	1868	136	132	0	0	1034	0
Fscn1	578.444444	0	383	1708	1825	117	108	0	0	1065	0
Ppfia4	578.222222	0	203	1978	2070	133	119	118	0	583	0
Rnf208	577.777778	0	642	2159	2100	86	0	0	0	213	0
Nr2f2	576.444444	0	389	2017	2104	162	0	0	0	516	0
Pip4p1	575.000000	0	344	2171	2116	154	130	0	0	260	0
Sfxn5	574.000000	0	1709	1160	1201	116	124	0	0	856	0
B3galt5	574.000000	0	582	2242	2022	161	159	0	0	0	0
Acss3	573.555556	0	2056	1570	1234	0	0	0	0	302	0
Arfip1	571.222222	0	359	1749	1769	138	166	0	0	960	0
Nod1	570.888889	0	0	1725	1884	114	220	122	0	1073	0
Atp5l	570.777778	0	2170	431	451	121	127	0	0	1837	0
Utp3	570.444444	0	273	1846	1752	409	179	81	0	594	0
Cd59b	570.000000	0	475	1739	2047	0	129	0	0	740	0
Dnajc6	569.777778	0	1909	913	1067	173	184	0	74	808	0
Urod	569.666667	0	1414	1608	1747	105	92	0	0	161	0
Polb	569.666667	0	462	1793	1609	130	145	113	0	875	0
Hectd3	569.666667	0	1414	1608	1747	105	92	0	0	161	0
Zfp30	569.333333	0	442	1748	1899	179	114	0	0	742	0
Esrra	569.333333	0	0	2227	2247	97	79	0	0	474	0
Pgpep1	568.666667	0	357	1850	2035	117	107	100	0	552	0
Rnf224	568.222222	0	642	2159	2100	0	0	0	0	213	0
Rasgef1b	568.222222	0	0	1673	1841	166	151	0	0	1283	0
Cysrt1	568.222222	0	642	2159	2100	0	0	0	0	213	0
Naa30	567.777778	0	399	2085	1979	181	139	0	0	327	0
Sema4c	566.000000	0	1166	1430	1517	0	100	0	0	881	0
Mtfr1l	565.555556	0	125	1603	1754	132	143	0	0	1333	0
Aff2	565.333333	0	251	1949	2132	0	0	0	0	756	0
Tmco3	564.111111	0	421	1700	1832	193	157	70	110	594	0
Dcun1d2	564.111111	0	421	1700	1832	193	157	70	110	594	0
Ush1c	562.777778	0	687	1932	2024	0	0	0	0	422	0
Otog	562.777778	0	687	1932	2024	0	0	0	0	422	0
Cfap58	559.000000	0	811	1616	1462	147	167	0	0	828	0
Ubap1	557.333333	0	633	1726	1800	121	179	0	0	557	0
Tmem178b	556.444444	0	315	1936	2001	131	115	0	0	510	0
Sipa1l3	556.333333	0	441	2130	2340	0	0	0	0	96	0
Sox21	555.444444	0	227	1734	1895	95	121	0	0	927	0
Actr2	554.555556	0	1797	843	892	186	182	0	0	1091	0
Cnksr3	552.000000	0	157	1603	1693	119	153	87	0	1156	0
Cdr2l	550.333333	0	267	1851	2041	193	187	0	0	414	0
Fdft1	547.888889	0	0	1552	1966	154	89	70	0	1100	0
Abhd2	547.222222	0	208	1711	1654	179	135	0	0	1038	0
Naa50	547.111111	0	1467	1164	1317	126	135	0	0	715	0
Atp6v1a	547.111111	0	1467	1164	1317	126	135	0	0	715	0
Fancg	545.222222	0	143	2029	1854	180	143	111	114	333	0
Ccdc117	545.222222	0	125	1881	2071	191	134	0	0	505	0
Tescl	544.111111	0	388	1990	2239	175	105	0	0	0	0
Timeless	543.333333	0	243	1794	1785	173	123	0	0	772	0
Plekha7	542.777778	0	500	1302	1123	111	128	0	0	1721	0
Jrk	542.111111	0	630	1901	1909	157	187	95	0	0	0
Acy1	541.666667	0	0	2052	2170	0	99	0	0	554	0
Vps13b	541.444444	0	536	1738	1571	179	161	0	0	688	0
Cmtm8	541.333333	0	0	1795	1812	121	147	0	105	892	0
Hsd11b2	539.777778	0	1414	1494	1482	123	137	0	0	208	0
Stx16	539.444444	0	350	1782	1784	226	221	0	0	492	0
Wdyhv1	537.888889	0	0	1872	1921	241	280	0	0	527	0
Mapk8ip1	537.333333	0	955	1608	1751	106	111	0	0	305	0
Snapin	535.222222	0	2353	219	173	238	204	0	0	1630	0
Gsn	534.555556	0	0	1653	1891	194	90	86	0	897	0
Paip2b	533.777778	0	192	1632	1480	123	137	0	0	1240	0
Shroom1	532.444444	0	0	1719	1935	177	155	66	0	740	0
Fzd3	530.333333	0	1775	792	839	148	128	78	0	1013	0
Fbxo16	530.333333	0	1775	792	839	148	128	78	0	1013	0
Lhx2	529.000000	0	218	1424	1474	116	129	0	0	1400	0
Man1a2	528.777778	0	0	1734	1809	142	132	0	0	942	0
Parp2	525.222222	0	171	1722	1841	279	198	0	0	516	0
Prodh	525.111111	0	250	1883	1677	152	211	0	0	553	0
Hapln3	522.888889	0	735	1958	2013	0	0	0	0	0	0
Mcfd2	521.222222	0	0	1535	1832	201	168	0	0	955	0
Dtd1	521.222222	0	246	1685	1831	135	151	0	0	643	0
Smdt1	521.000000	0	0	1622	1656	132	151	0	0	1128	0
Pheta2	521.000000	0	0	1622	1656	132	151	0	0	1128	0
Naga	521.000000	0	0	1622	1656	132	151	0	0	1128	0
Il1rap	520.666667	0	263	1777	1696	0	211	0	0	739	0
Lactb	519.555556	0	641	1272	1192	156	130	0	0	1285	0
Map3k21	515.777778	0	1041	1190	1411	157	120	0	0	723	0
Wwtr1	515.222222	0	159	1880	2100	182	114	0	0	202	0
Tsku	515.222222	0	648	1419	1457	165	135	0	0	813	0
Pdgfc	515.222222	0	474	1462	1580	170	206	0	0	745	0
Mosmo	510.333333	0	0	1548	1735	169	146	0	0	995	0
Fbxl22	507.666667	0	414	1684	1892	128	105	0	0	346	0
Gfpt2	504.444444	0	190	1564	1571	119	127	0	0	969	0
Nedd4l	503.777778	0	644	1805	1602	118	158	0	0	207	0
Ndrg1	503.444444	0	317	1711	1811	126	128	0	0	438	0
Spsb4	502.555556	0	458	1651	1893	163	218	0	0	140	0
Gpt2	501.555556	0	0	1741	1683	173	150	77	111	579	0
C77080	500.444444	0	572	1553	1558	133	149	0	0	539	0
Aspg	498.555556	0	434	1633	1782	0	0	0	0	638	0
Slc30a4	497.555556	0	523	1525	1890	114	219	0	0	207	0
Higd1a	497.222222	0	0	1427	1643	146	155	0	0	1104	0
Tmem126a	496.777778	0	226	1678	1794	133	125	0	0	515	0
Fam178b	495.222222	0	1052	1008	1124	153	129	81	0	910	0
Spring1	491.888889	0	148	1515	1467	117	148	0	0	1032	0
Rnft2	491.888889	0	148	1515	1467	117	148	0	0	1032	0
P2rx4	491.000000	0	0	1613	1638	245	179	0	0	744	0
Cavin1	490.666667	0	991	1209	1319	92	208	0	0	597	0
Abcb1b	490.000000	0	160	1778	1704	253	133	0	0	382	0
Cyp2j9	489.000000	0	796	1575	1782	0	0	0	0	248	0
Ano5	488.888889	0	128	1936	2130	118	88	0	0	0	0
Atg9b	487.777778	0	1886	117	175	108	180	0	0	1924	0
Jcad	487.555556	0	118	1490	1565	161	128	0	0	926	0
Ccdc17	487.222222	0	201	1814	2118	131	121	0	0	0	0
Tex2	485.666667	0	0	1457	1676	136	103	0	0	999	0
Fam222b	483.555556	0	138	1285	1591	141	179	133	0	885	0
Usp46	483.222222	0	0	1509	1652	136	154	0	0	898	0
Rac1	482.333333	0	0	1468	1446	134	144	0	0	1149	0
Snf8	482.222222	0	0	1428	1445	172	208	0	0	1087	0
Sac3d1	482.000000	0	543	1673	1773	126	113	0	0	110	0
Vcl	481.000000	0	0	1583	1592	142	256	86	68	602	0
Zfp830	480.555556	0	496	1426	1655	137	173	0	119	319	0
Cct6b	480.555556	0	496	1426	1655	137	173	0	119	319	0
Tcf15	480.333333	0	0	1900	1835	124	105	0	77	282	0
Fus	480.111111	0	0	1720	1867	255	164	0	69	246	0
Tbx10	479.777778	0	402	1382	1363	0	0	0	0	1171	0
Nudt8	479.777778	0	402	1382	1363	0	0	0	0	1171	0
L3mbtl1	478.000000	0	381	1582	1873	131	0	105	0	230	0
Odf2	477.777778	0	218	1315	1306	161	109	0	0	1191	0
Sypl2	476.666667	0	0	1898	1626	94	127	0	0	545	0
Kyat3	475.888889	0	895	1324	1211	217	0	0	0	636	0
Irf2	475.222222	0	0	1777	1828	94	113	0	0	465	0
Fth1	475.222222	0	675	1137	1224	227	168	0	104	742	0
Mettl17	475.000000	0	662	1200	1136	158	123	0	80	916	0
Mcl1	474.666667	0	245	1248	1369	151	210	102	103	844	0
Alkbh5	474.555556	0	312	1119	1312	133	108	62	0	1225	0
Zfp879	474.111111	0	265	1533	1870	133	144	0	0	322	0
Ap3m2	473.666667	0	0	1379	1471	157	167	83	111	895	0
Hdac1	473.333333	0	179	1509	1439	144	143	0	0	846	0
Npdc1	472.222222	0	156	1442	1418	152	162	0	0	920	0
Gdi2	471.555556	0	251	1403	1610	117	144	0	74	645	0
Efs	470.888889	0	325	1282	1477	130	112	0	0	912	0
Lbx1	470.777778	0	139	1586	1512	0	0	0	0	1000	0
Mier3	470.555556	0	188	1614	1545	125	61	0	0	702	0
Ndufa6	469.888889	0	1874	522	566	143	200	64	0	860	0
Abcb8	467.777778	0	1886	117	175	108	0	0	0	1924	0
Magohb	467.666667	0	299	1554	1588	108	137	0	0	523	0
Mab21l4	467.111111	0	391	1661	2010	0	0	0	0	142	0
Dock8	467.111111	0	0	1459	1443	178	123	0	0	1001	0
Hmgb1	466.888889	0	0	1431	1455	117	94	0	0	1105	0
Jpt2	466.666667	0	237	1497	1560	221	145	0	0	540	0
Tmem135	466.444444	0	233	1364	1440	163	186	0	0	812	0
Ocstamp	466.444444	0	0	1805	1925	82	128	73	64	121	0
Zyx	466.222222	0	0	1606	1440	112	100	0	0	938	0
Ybx3	465.111111	0	1705	936	958	144	157	0	0	286	0
Strn3	464.555556	0	213	1348	1893	154	170	0	0	403	0
Ap4s1	464.555556	0	213	1348	1893	154	170	0	0	403	0
Ect2	464.111111	0	2100	169	200	139	83	0	0	1486	0
Cspg5	462.333333	0	257	1465	1650	138	156	0	0	495	0
Fzd4	462.222222	0	233	1364	1440	163	148	0	0	812	0
Chst11	462.000000	0	0	1256	1606	149	161	0	0	986	0
Zfp451	461.444444	0	293	1157	1236	207	176	0	0	1084	0
Crb1	461.000000	0	2410	236	273	0	0	0	0	1230	0
Slc66a1	460.333333	0	152	1516	1536	141	106	0	0	692	0
Chrac1	460.333333	0	182	1453	1385	181	209	0	59	674	0
Akr7a5	460.333333	0	152	1516	1536	141	106	0	0	692	0
Hjv	459.666667	0	193	1028	1221	140	133	83	0	1339	0
Glg1	459.333333	0	95	1672	1582	163	201	87	0	334	0
Ypel2	458.333333	0	0	1508	1438	158	136	0	0	885	0
Ttll4	456.222222	0	166	1344	1264	154	139	0	0	1039	0
Zfp110	455.777778	0	347	1640	1395	108	198	0	0	414	0
Togaram1	455.333333	0	298	1467	1275	131	203	0	66	658	0
Klhl28	455.333333	0	298	1467	1275	131	203	0	66	658	0
Magi1	454.888889	0	182	1376	1444	132	128	0	0	832	0
Mfsd4b4	454.555556	0	0	1177	1546	143	193	75	0	957	0
Slc22a3	454.000000	0	280	1446	1422	107	108	0	67	656	0
Tmem43	453.777778	0	324	1783	1588	177	212	0	0	0	0
Chchd4	453.777778	0	324	1783	1588	177	212	0	0	0	0
Meaf6	453.333333	0	273	1322	1418	163	122	107	0	675	0
Gata3	451.666667	0	0	1389	1591	0	105	0	0	980	0
Ints14	451.333333	0	118	1268	1370	165	154	90	0	897	0
Tcstv3	450.888889	179	0	649	663	494	850	502	721	0	0
Cby3	449.444444	0	162	1444	1593	158	109	0	0	579	0
Dusp9	448.666667	0	0	1596	1632	0	0	0	0	810	0
Ppp2r1a	448.000000	0	0	1579	1647	140	141	0	0	525	0
Nckap1	447.888889	0	99	1200	1170	192	149	0	0	1221	0
Rnf220	446.555556	0	165	1589	1602	155	157	120	0	231	0
Gas2	446.444444	0	160	1504	1588	135	121	0	0	510	0
Fancf	446.444444	0	160	1504	1588	135	121	0	0	510	0
Gapdh	445.444444	0	156	1553	1729	128	140	0	0	303	0
N4bp2	444.333333	0	512	1249	1158	149	105	0	0	826	0
Zfp978	443.222222	0	0	724	778	795	798	243	226	425	0
Cfc1	443.222222	0	440	1400	1670	0	142	0	0	337	0
Hmgn3	440.555556	0	459	1316	1312	132	111	0	0	635	0
Gna14	440.333333	0	826	1376	1538	77	146	0	0	0	0
Tex30	440.000000	0	106	1580	1615	151	136	78	0	294	0
Pip5kl1	439.777778	0	332	1624	1576	118	0	0	0	308	0
Dpm2	439.777778	0	332	1624	1576	118	0	0	0	308	0
Smad7	438.666667	0	637	1357	1410	91	80	0	0	373	0
Uap1	438.444444	0	0	1397	1584	143	106	0	0	716	0
Pigx	436.333333	0	0	1224	1358	224	256	100	0	765	0
Cep19	436.333333	0	0	1224	1358	224	256	100	0	765	0
Rwdd1	436.111111	0	0	1319	1385	229	175	86	0	731	0
Gas1	435.888889	0	572	1147	1314	101	113	0	0	676	0
Riox1	434.222222	0	433	1357	1571	246	144	0	0	157	0
Ptpre	434.111111	0	0	1368	1483	172	129	0	0	755	0
Micu1	434.000000	0	376	1231	1669	190	148	0	87	205	0
Sirt2	432.888889	0	725	996	1010	155	179	0	0	831	0
Nfkbib	432.888889	0	725	996	1010	155	179	0	0	831	0
Slc35e2	432.111111	0	0	1538	1535	142	126	0	0	548	0
Cfap45	431.444444	0	2165	207	140	0	0	0	0	1371	0
Colgalt1	431.333333	0	892	1228	1035	139	144	0	0	444	0
Wdr83os	430.222222	0	133	1441	1554	220	202	100	112	110	0
Wdr83	430.222222	0	133	1441	1554	220	202	100	112	110	0
Man2b1	430.222222	0	133	1441	1554	220	202	100	112	110	0
Rabif	430.111111	0	0	1344	1632	251	210	79	0	355	0
Bspry	428.777778	0	105	1272	1397	141	200	0	0	744	0
Kcnj9	428.333333	0	216	1626	1434	99	85	0	0	395	0
Ints6l	428.222222	0	0	1270	1391	0	0	0	0	1193	0
Abat	427.888889	0	0	1385	1401	222	171	0	0	672	0
A4galt	427.777778	0	617	1256	1431	165	106	0	0	275	0
Zfp52	426.666667	0	202	1191	1364	254	147	0	0	682	0
Hspb1	425.888889	0	294	1480	1542	134	137	0	79	167	0
Tmem191c	425.555556	0	317	1115	1016	110	145	0	0	1127	0
Ulk1	425.444444	0	532	1192	1167	139	115	0	0	684	0
Dok3	425.222222	0	0	1355	1527	114	106	0	115	610	0
Zfp692	424.555556	0	0	1441	1549	122	215	0	0	494	0
Zfp11	424.444444	0	193	1336	1484	297	249	0	131	130	0
Ece1	424.444444	0	285	1537	1445	160	145	0	0	248	0
Best2	424.444444	0	926	1275	1104	0	0	0	0	515	0
Stap2	424.111111	0	437	1675	1382	112	101	0	0	110	0
Mpnd	424.111111	0	437	1675	1382	112	101	0	0	110	0
Mtus1	423.666667	0	0	1236	1361	173	153	0	85	805	0
Klf5	423.555556	0	606	853	1055	145	183	194	311	465	0
Zc3h4	423.444444	0	171	1523	1688	139	103	0	0	187	0
Pard3	423.444444	0	1015	932	993	172	140	78	69	412	0
Slc43a1	422.888889	0	292	1692	1552	96	110	64	0	0	0
Jund	422.888889	0	216	1162	1350	112	108	0	0	858	0
Foxp4	422.888889	0	906	941	1056	93	119	0	0	691	0
Ocel1	422.555556	0	611	1149	1436	89	102	91	0	325	0
Piezo2	422.444444	0	239	1279	1377	127	183	0	0	597	0
Rpl37rt	421.111111	0	548	1655	1469	0	0	0	0	118	0
Myb	420.444444	0	251	1178	1329	136	120	0	0	770	0
Abcb9	420.444444	0	843	1275	1107	128	94	0	0	337	0
Use1	420.111111	0	611	1149	1436	89	80	91	0	325	0
Atl3	419.777778	0	0	1437	1450	142	182	0	0	567	0
Ppif	418.888889	0	218	1246	1347	182	137	0	0	640	0
Jag1	418.555556	0	196	1419	1434	139	86	0	0	493	0
Lpin3	417.222222	0	149	1611	1620	122	106	0	0	147	0
Grm2	417.000000	0	0	1291	1189	101	0	0	0	1172	0
